"","date","station_no","station_name","arrival"
"1814",20180331,326,"압구정",35341
"1815",20180331,411,"노원",25282
"1816",20180331,416,"미아사거리",27893
"1817",20180331,1024,"한티",13707
"1818",20180331,2522,"오목교(목동운동장앞)",23748
"1819",20180331,2526,"신길",2931
"1820",20180331,2548,"천호(풍납토성)",22150
"1821",20180401,234,"신도림",41235
"1822",20180401,230,"신림",48699
"1823",20180401,240,"신촌",38977
"1824",20180401,202,"을지로입구",30164
"1825",20180401,1024,"한티",9293
"1826",20180401,416,"미아사거리",19772
"1827",20180401,411,"노원",17756
"1828",20180401,2522,"오목교(목동운동장앞)",15923
"1829",20180401,2526,"신길",2000
"1830",20180401,326,"압구정",19291
"1831",20180401,2548,"천호(풍납토성)",15383
"1832",20180401,219,"삼성(무역센터)",29923
"1833",20180401,216,"잠실(송파구청)",61631
"1834",20180401,212,"건대입구",41111
"1835",20180407,230,"신림",67262
"1836",20180407,234,"신도림",63899
"1837",20180407,240,"신촌",58039
"1838",20180407,326,"압구정",34228
"1839",20180407,411,"노원",23888
"1840",20180407,416,"미아사거리",27800
"1841",20180407,1024,"한티",15122
"1842",20180407,2522,"오목교(목동운동장앞)",25951
"1843",20180407,2526,"신길",3347
"1844",20180407,2548,"천호(풍납토성)",21501
"1845",20180407,202,"을지로입구",39492
"1846",20180407,212,"건대입구",61024
"1847",20180407,216,"잠실(송파구청)",129774
"1848",20180407,219,"삼성(무역센터)",54255
"1849",20180408,212,"건대입구",40135
"1850",20180408,216,"잠실(송파구청)",85382
"1851",20180408,219,"삼성(무역센터)",43458
"1852",20180408,230,"신림",49264
"1853",20180408,234,"신도림",40940
"1854",20180408,240,"신촌",38127
"1855",20180408,1024,"한티",9919
"1856",20180408,2548,"천호(풍납토성)",14655
"1857",20180408,202,"을지로입구",28462
"1858",20180408,326,"압구정",18564
"1859",20180408,411,"노원",16744
"1860",20180408,416,"미아사거리",20089
"1861",20180408,2526,"신길",2303
"1862",20180408,2522,"오목교(목동운동장앞)",16998
"1863",20180414,2522,"오목교(목동운동장앞)",23177
"1864",20180414,2526,"신길",2662
"1865",20180414,2548,"천호(풍납토성)",19786
"1866",20180414,202,"을지로입구",36900
"1867",20180414,212,"건대입구",53752
"1868",20180414,216,"잠실(송파구청)",82757
"1869",20180414,219,"삼성(무역센터)",47996
"1870",20180414,230,"신림",61279
"1871",20180414,234,"신도림",58684
"1872",20180414,240,"신촌",49920
"1873",20180414,326,"압구정",33569
"1874",20180414,411,"노원",22952
"1875",20180414,416,"미아사거리",26849
"1876",20180414,1024,"한티",12808
"1877",20180415,1024,"한티",9597
"1878",20180415,212,"건대입구",40672
"1879",20180415,216,"잠실(송파구청)",66775
"1880",20180415,219,"삼성(무역센터)",31329
"1881",20180415,230,"신림",50637
"1882",20180415,234,"신도림",44758
"1883",20180415,240,"신촌",35296
"1884",20180415,326,"압구정",19691
"1885",20180415,411,"노원",18065
"1886",20180415,416,"미아사거리",20577
"1887",20180415,202,"을지로입구",29037
"1888",20180415,2548,"천호(풍납토성)",16161
"1889",20180415,2526,"신길",2106
"1890",20180415,2522,"오목교(목동운동장앞)",16838
"1891",20180421,326,"압구정",34406
"1892",20180421,240,"신촌",48662
"1893",20180421,234,"신도림",64026
"1894",20180421,230,"신림",64766
"1895",20180421,219,"삼성(무역센터)",45499
"1896",20180421,216,"잠실(송파구청)",85528
"1897",20180421,202,"을지로입구",39373
"1898",20180421,212,"건대입구",54341
"1899",20180421,1024,"한티",12067
"1900",20180421,2522,"오목교(목동운동장앞)",23768
"1901",20180421,2526,"신길",2950
"1902",20180421,2548,"천호(풍납토성)",21614
"1903",20180421,416,"미아사거리",28383
"1904",20180421,411,"노원",23851
"1905",20180422,1024,"한티",7904
"1906",20180422,202,"을지로입구",26129
"1907",20180422,212,"건대입구",33364
"1908",20180422,216,"잠실(송파구청)",55755
"1909",20180422,219,"삼성(무역센터)",38454
"1910",20180422,230,"신림",46167
"1911",20180422,234,"신도림",39619
"1912",20180422,240,"신촌",31021
"1913",20180422,326,"압구정",17591
"1914",20180422,2522,"오목교(목동운동장앞)",15327
"1915",20180422,2526,"신길",1966
"1916",20180422,2548,"천호(풍납토성)",14056
"1917",20180422,411,"노원",16048
"1918",20180422,416,"미아사거리",18867
"1919",20180428,2548,"천호(풍납토성)",22892
"1920",20180428,2526,"신길",3052
"1921",20180428,2522,"오목교(목동운동장앞)",25072
"1922",20180428,1024,"한티",12835
"1923",20180428,202,"을지로입구",40678
"1924",20180428,212,"건대입구",61830
"1925",20180428,216,"잠실(송파구청)",93821
"1926",20180428,219,"삼성(무역센터)",53604
"1927",20180428,230,"신림",66532
"1928",20180428,234,"신도림",64089
"1929",20180428,240,"신촌",56147
"1930",20180428,326,"압구정",37127
"1931",20180428,411,"노원",25541
"1932",20180428,416,"미아사거리",29242
"1933",20180429,2522,"오목교(목동운동장앞)",16859
"1934",20180429,2526,"신길",2180
"1935",20180429,202,"을지로입구",30870
"1936",20180429,212,"건대입구",43031
"1937",20180429,216,"잠실(송파구청)",64177
"1938",20180429,219,"삼성(무역센터)",35931
"1939",20180429,230,"신림",50564
"1940",20180429,234,"신도림",43992
"1941",20180429,240,"신촌",38488
"1942",20180429,326,"압구정",20226
"1943",20180429,1024,"한티",8710
"1944",20180429,2548,"천호(풍납토성)",16249
"1945",20180429,411,"노원",18407
"1946",20180429,416,"미아사거리",20313
"1947",20180505,202,"을지로입구",38044
"1948",20180505,212,"건대입구",53908
"1949",20180505,216,"잠실(송파구청)",84122
"1950",20180505,219,"삼성(무역센터)",55872
"1951",20180505,230,"신림",55821
"1952",20180505,234,"신도림",51109
"1953",20180505,240,"신촌",48271
"1954",20180505,326,"압구정",24016
"1955",20180505,1024,"한티",11357
"1956",20180505,411,"노원",22010
"1957",20180505,416,"미아사거리",24920
"1958",20180505,2548,"천호(풍납토성)",20277
"1959",20180505,2526,"신길",2493
"1960",20180505,2522,"오목교(목동운동장앞)",20604
"1961",20180506,212,"건대입구",41330
"1962",20180506,2548,"천호(풍납토성)",14586
"1963",20180506,2526,"신길",1675
"1964",20180506,2522,"오목교(목동운동장앞)",14880
"1965",20180506,1024,"한티",8578
"1966",20180506,202,"을지로입구",27922
"1967",20180506,416,"미아사거리",19167
"1968",20180506,411,"노원",17843
"1969",20180506,326,"압구정",16865
"1970",20180506,240,"신촌",37266
"1971",20180506,234,"신도림",40989
"1972",20180506,230,"신림",46549
"1973",20180506,219,"삼성(무역센터)",51578
"1974",20180506,216,"잠실(송파구청)",64324
"1975",20180512,1024,"한티",14120
"1976",20180512,234,"신도림",60517
"1977",20180512,230,"신림",62652
"1978",20180512,219,"삼성(무역센터)",48613
"1979",20180512,216,"잠실(송파구청)",87788
"1980",20180512,212,"건대입구",52853
"1981",20180512,202,"을지로입구",36347
"1982",20180512,2526,"신길",2550
"1983",20180512,2522,"오목교(목동운동장앞)",22205
"1984",20180512,416,"미아사거리",27593
"1985",20180512,411,"노원",23236
"1986",20180512,2548,"천호(풍납토성)",20418
"1987",20180512,326,"압구정",34759
"1988",20180512,240,"신촌",55244
"1989",20180513,416,"미아사거리",20840
"1990",20180513,411,"노원",19175
"1991",20180513,326,"압구정",19777
"1992",20180513,2522,"오목교(목동운동장앞)",17708
"1993",20180513,2526,"신길",2051
"1994",20180513,240,"신촌",37400
"1995",20180513,234,"신도림",44096
"1996",20180513,230,"신림",51413
"1997",20180513,219,"삼성(무역센터)",28458
"1998",20180513,216,"잠실(송파구청)",65333
"1999",20180513,212,"건대입구",44229
"2000",20180513,2548,"천호(풍납토성)",16517
"2001",20180513,1024,"한티",10045
"2002",20180513,202,"을지로입구",29596
"2003",20180519,202,"을지로입구",41158
"2004",20180519,212,"건대입구",63457
"2005",20180519,216,"잠실(송파구청)",94073
"2006",20180519,219,"삼성(무역센터)",41799
"2007",20180519,230,"신림",66845
"2008",20180519,234,"신도림",65377
"2009",20180519,240,"신촌",62395
"2010",20180519,326,"압구정",35451
"2011",20180519,411,"노원",26200
"2012",20180519,416,"미아사거리",29208
"2013",20180519,1024,"한티",14551
"2014",20180519,2522,"오목교(목동운동장앞)",24944
"2015",20180519,2526,"신길",2901
"2016",20180519,2548,"천호(풍납토성)",23191
"2017",20180520,411,"노원",18845
"2018",20180520,416,"미아사거리",20603
"2019",20180520,1024,"한티",9832
"2020",20180520,240,"신촌",37458
"2021",20180520,234,"신도림",44945
"2022",20180520,230,"신림",51410
"2023",20180520,219,"삼성(무역센터)",30811
"2024",20180520,216,"잠실(송파구청)",68153
"2025",20180520,212,"건대입구",45001
"2026",20180520,326,"압구정",18744
"2027",20180520,2522,"오목교(목동운동장앞)",18495
"2028",20180520,2526,"신길",2037
"2029",20180520,2548,"천호(풍납토성)",16674
"2030",20180520,202,"을지로입구",30068
"2031",20180526,202,"을지로입구",40666
"2032",20180526,1024,"한티",14384
"2033",20180526,416,"미아사거리",28222
"2034",20180526,411,"노원",25176
"2035",20180526,326,"압구정",35263
"2036",20180526,240,"신촌",59372
"2037",20180526,234,"신도림",64971
"2038",20180526,230,"신림",65889
"2039",20180526,219,"삼성(무역센터)",49447
"2040",20180526,216,"잠실(송파구청)",93351
"2041",20180526,212,"건대입구",63157
"2042",20180526,2522,"오목교(목동운동장앞)",24595
"2043",20180526,2526,"신길",3119
"2044",20180526,2548,"천호(풍납토성)",22326
"2045",20180527,1024,"한티",9651
"2046",20180527,202,"을지로입구",29095
"2047",20180527,212,"건대입구",42202
"2048",20180527,216,"잠실(송파구청)",62845
"2049",20180527,219,"삼성(무역센터)",29731
"2050",20180527,230,"신림",50684
"2051",20180527,234,"신도림",45242
"2052",20180527,240,"신촌",39213
"2053",20180527,326,"압구정",19504
"2054",20180527,411,"노원",18512
"2055",20180527,416,"미아사거리",19853
"2056",20180527,2548,"천호(풍납토성)",16098
"2057",20180527,2526,"신길",2076
"2058",20180527,2522,"오목교(목동운동장앞)",16829
"2059",20180602,219,"삼성(무역센터)",42546
"2060",20180602,230,"신림",63297
"2061",20180602,234,"신도림",64274
"2062",20180602,240,"신촌",55735
"2063",20180602,326,"압구정",34882
"2064",20180602,411,"노원",24363
"2065",20180602,416,"미아사거리",27791
"2066",20180602,2522,"오목교(목동운동장앞)",22731
"2067",20180602,2526,"신길",2834
"2068",20180602,2548,"천호(풍납토성)",21523
"2069",20180602,202,"을지로입구",38097
"2070",20180602,212,"건대입구",56812
"2071",20180602,216,"잠실(송파구청)",83077
"2072",20180602,1024,"한티",14125
"2073",20180603,219,"삼성(무역센터)",30691
"2074",20180603,216,"잠실(송파구청)",59919
"2075",20180603,212,"건대입구",39663
"2076",20180603,1024,"한티",9477
"2077",20180603,202,"을지로입구",28188
"2078",20180603,2548,"천호(풍납토성)",15578
"2079",20180603,2526,"신길",2017
"2080",20180603,2522,"오목교(목동운동장앞)",16138
"2081",20180603,416,"미아사거리",19857
"2082",20180603,411,"노원",17643
"2083",20180603,230,"신림",49090
"2084",20180603,234,"신도림",44594
"2085",20180603,240,"신촌",34904
"2086",20180603,326,"압구정",18972
"2087",20180609,416,"미아사거리",27082
"2088",20180609,411,"노원",23864
"2089",20180609,326,"압구정",32794
"2090",20180609,240,"신촌",48878
"2091",20180609,234,"신도림",59912
"2092",20180609,230,"신림",62624
"2093",20180609,219,"삼성(무역센터)",43340
"2094",20180609,216,"잠실(송파구청)",80990
"2095",20180609,202,"을지로입구",36084
"2096",20180609,212,"건대입구",52866
"2097",20180609,1024,"한티",14258
"2098",20180609,2548,"천호(풍납토성)",20833
"2099",20180609,2526,"신길",2721
"2100",20180609,2522,"오목교(목동운동장앞)",23045
"2101",20180610,1024,"한티",9380
"2102",20180610,2522,"오목교(목동운동장앞)",15265
"2103",20180610,2526,"신길",1949
"2104",20180610,2548,"천호(풍납토성)",14768
"2105",20180610,416,"미아사거리",18921
"2106",20180610,411,"노원",17145
"2107",20180610,326,"압구정",18031
"2108",20180610,240,"신촌",31647
"2109",20180610,234,"신도림",40501
"2110",20180610,230,"신림",47008
"2111",20180610,219,"삼성(무역센터)",29626
"2112",20180610,216,"잠실(송파구청)",55484
"2113",20180610,212,"건대입구",37262
"2114",20180610,202,"을지로입구",26493
"2115",20180616,202,"을지로입구",38535
"2116",20180616,326,"압구정",33019
"2117",20180616,411,"노원",23197
"2118",20180616,416,"미아사거리",26969
"2119",20180616,1024,"한티",13092
"2120",20180616,2526,"신길",2737
"2121",20180616,2522,"오목교(목동운동장앞)",21585
"2122",20180616,2548,"천호(풍납토성)",21248
"2123",20180616,240,"신촌",46891
"2124",20180616,234,"신도림",59724
"2125",20180616,230,"신림",61619
"2126",20180616,219,"삼성(무역센터)",41937
"2127",20180616,216,"잠실(송파구청)",78864
"2128",20180616,212,"건대입구",50642
"2129",20180617,2548,"천호(풍납토성)",14735
"2130",20180617,2522,"오목교(목동운동장앞)",15308
"2131",20180617,212,"건대입구",35138
"2132",20180617,202,"을지로입구",27618
"2133",20180617,416,"미아사거리",19642
"2134",20180617,411,"노원",16809
"2135",20180617,326,"압구정",17976
"2136",20180617,240,"신촌",31058
"2137",20180617,234,"신도림",40033
"2138",20180617,230,"신림",47386
"2139",20180617,219,"삼성(무역센터)",28776
"2140",20180617,216,"잠실(송파구청)",55727
"2141",20180617,1024,"한티",8888
"2142",20180617,2526,"신길",2026
"2143",20180623,202,"을지로입구",39264
"2144",20180623,212,"건대입구",56217
"2145",20180623,216,"잠실(송파구청)",87778
"2146",20180623,219,"삼성(무역센터)",64213
"2147",20180623,230,"신림",65428
"2148",20180623,234,"신도림",64333
"2149",20180623,240,"신촌",54972
"2150",20180623,326,"압구정",34503
"2151",20180623,1024,"한티",13319
"2152",20180623,2548,"천호(풍납토성)",21247
"2153",20180623,2526,"신길",2924
"2154",20180623,2522,"오목교(목동운동장앞)",23526
"2155",20180623,416,"미아사거리",27552
"2156",20180623,411,"노원",23947
"2157",20180624,2526,"신길",2009
"2158",20180624,2522,"오목교(목동운동장앞)",15472
"2159",20180624,1024,"한티",8935
"2160",20180624,202,"을지로입구",28012
"2161",20180624,2548,"천호(풍납토성)",14628
"2162",20180624,212,"건대입구",39180
"2163",20180624,216,"잠실(송파구청)",59612
"2164",20180624,219,"삼성(무역센터)",38762
"2165",20180624,230,"신림",48156
"2166",20180624,234,"신도림",40504
"2167",20180624,240,"신촌",34862
"2168",20180624,326,"압구정",17945
"2169",20180624,411,"노원",17352
"2170",20180624,416,"미아사거리",19265
"2171",20180630,2522,"오목교(목동운동장앞)",20466
"2172",20180630,416,"미아사거리",24903
"2173",20180630,411,"노원",21505
"2174",20180630,1024,"한티",12080
"2175",20180630,326,"압구정",31189
"2176",20180630,240,"신촌",47688
"2177",20180630,234,"신도림",57541
"2178",20180630,230,"신림",59503
"2179",20180630,219,"삼성(무역센터)",44556
"2180",20180630,216,"잠실(송파구청)",77416
"2181",20180630,212,"건대입구",48154
"2182",20180630,202,"을지로입구",36386
"2183",20180630,2548,"천호(풍납토성)",19324
"2184",20180630,2526,"신길",2424
"2185",20180701,416,"미아사거리",16367
"2186",20180701,411,"노원",14347
"2187",20180701,326,"압구정",14946
"2188",20180701,1024,"한티",8074
"2189",20180701,2522,"오목교(목동운동장앞)",12894
"2190",20180701,2526,"신길",1751
"2191",20180701,219,"삼성(무역센터)",32845
"2192",20180701,216,"잠실(송파구청)",49616
"2193",20180701,212,"건대입구",29822
"2194",20180701,202,"을지로입구",23853
"2195",20180701,240,"신촌",30425
"2196",20180701,234,"신도림",35164
"2197",20180701,230,"신림",40738
"2198",20180701,2548,"천호(풍납토성)",12214
"2199",20180707,2522,"오목교(목동운동장앞)",22831
"2200",20180707,2526,"신길",2689
"2201",20180707,202,"을지로입구",39096
"2202",20180707,212,"건대입구",55397
"2203",20180707,216,"잠실(송파구청)",86966
"2204",20180707,219,"삼성(무역센터)",56735
"2205",20180707,230,"신림",63920
"2206",20180707,234,"신도림",61810
"2207",20180707,240,"신촌",57844
"2208",20180707,326,"압구정",32875
"2209",20180707,411,"노원",24143
"2210",20180707,416,"미아사거리",27575
"2211",20180707,1024,"한티",13007
"2212",20180707,2548,"천호(풍납토성)",21271
"2213",20180708,2522,"오목교(목동운동장앞)",15578
"2214",20180708,2526,"신길",2019
"2215",20180708,2548,"천호(풍납토성)",14977
"2216",20180708,202,"을지로입구",28268
"2217",20180708,212,"건대입구",39029
"2218",20180708,216,"잠실(송파구청)",61213
"2219",20180708,219,"삼성(무역센터)",39727
"2220",20180708,230,"신림",48283
"2221",20180708,234,"신도림",39529
"2222",20180708,240,"신촌",40636
"2223",20180708,1024,"한티",9503
"2224",20180708,326,"압구정",18732
"2225",20180708,411,"노원",17747
"2226",20180708,416,"미아사거리",19274
"2227",20180714,2526,"신길",2614
"2228",20180714,2522,"오목교(목동운동장앞)",22950
"2229",20180714,2548,"천호(풍납토성)",20866
"2230",20180714,1024,"한티",16165
"2231",20180714,202,"을지로입구",38811
"2232",20180714,416,"미아사거리",26665
"2233",20180714,411,"노원",24071
"2234",20180714,326,"압구정",32822
"2235",20180714,240,"신촌",52706
"2236",20180714,234,"신도림",59070
"2237",20180714,230,"신림",62882
"2238",20180714,219,"삼성(무역센터)",53458
"2239",20180714,216,"잠실(송파구청)",84976
"2240",20180714,212,"건대입구",53427
"2241",20180715,411,"노원",17075
"2242",20180715,416,"미아사거리",19776
"2243",20180715,1024,"한티",10485
"2244",20180715,2548,"천호(풍납토성)",14939
"2245",20180715,2526,"신길",1943
"2246",20180715,2522,"오목교(목동운동장앞)",15890
"2247",20180715,202,"을지로입구",28576
"2248",20180715,212,"건대입구",39214
"2249",20180715,216,"잠실(송파구청)",62857
"2250",20180715,219,"삼성(무역센터)",40214
"2251",20180715,230,"신림",47554
"2252",20180715,234,"신도림",40961
"2253",20180715,240,"신촌",36853
"2254",20180715,326,"압구정",17733
"2255",20180721,212,"건대입구",51033
"2256",20180721,216,"잠실(송파구청)",88665
"2257",20180721,219,"삼성(무역센터)",54566
"2258",20180721,230,"신림",60324
"2259",20180721,234,"신도림",56638
"2260",20180721,240,"신촌",49444
"2261",20180721,326,"압구정",30105
"2262",20180721,411,"노원",22172
"2263",20180721,416,"미아사거리",25203
"2264",20180721,1024,"한티",15415
"2265",20180721,202,"을지로입구",35894
"2266",20180721,2522,"오목교(목동운동장앞)",21511
"2267",20180721,2526,"신길",2499
"2268",20180721,2548,"천호(풍납토성)",19227
"2269",20180722,416,"미아사거리",18704
"2270",20180722,411,"노원",16167
"2271",20180722,326,"압구정",17316
"2272",20180722,240,"신촌",33423
"2273",20180722,234,"신도림",39953
"2274",20180722,230,"신림",46894
"2275",20180722,202,"을지로입구",27220
"2276",20180722,212,"건대입구",35656
"2277",20180722,216,"잠실(송파구청)",64283
"2278",20180722,219,"삼성(무역센터)",41742
"2279",20180722,1024,"한티",10546
"2280",20180722,2548,"천호(풍납토성)",14301
"2281",20180722,2526,"신길",1772
"2282",20180722,2522,"오목교(목동운동장앞)",14805
"2283",20180728,202,"을지로입구",32651
"2284",20180728,212,"건대입구",46293
"2285",20180728,216,"잠실(송파구청)",80747
"2286",20180728,219,"삼성(무역센터)",67906
"2287",20180728,230,"신림",55768
"2288",20180728,234,"신도림",48793
"2289",20180728,2522,"오목교(목동운동장앞)",19013
"2290",20180728,2526,"신길",2339
"2291",20180728,240,"신촌",45586
"2292",20180728,326,"압구정",27817
"2293",20180728,411,"노원",20463
"2294",20180728,416,"미아사거리",23501
"2295",20180728,1024,"한티",14269
"2296",20180728,2548,"천호(풍납토성)",17868
"2297",20180729,2548,"천호(풍납토성)",13845
"2298",20180729,2526,"신길",1758
"2299",20180729,2522,"오목교(목동운동장앞)",14742
"2300",20180729,1024,"한티",10483
"2301",20180729,202,"을지로입구",26608
"2302",20180729,212,"건대입구",35375
"2303",20180729,216,"잠실(송파구청)",65247
"2304",20180729,219,"삼성(무역센터)",53168
"2305",20180729,230,"신림",45240
"2306",20180729,234,"신도림",37526
"2307",20180729,240,"신촌",33554
"2308",20180729,326,"압구정",16841
"2309",20180729,411,"노원",15856
"2310",20180729,416,"미아사거리",18002
"2311",20180804,202,"을지로입구",33175
"2312",20180804,212,"건대입구",45049
"2313",20180804,216,"잠실(송파구청)",79413
"2314",20180804,219,"삼성(무역센터)",50117
"2315",20180804,230,"신림",53499
"2316",20180804,1024,"한티",13525
"2317",20180804,2548,"천호(풍납토성)",17277
"2318",20180804,234,"신도림",47286
"2319",20180804,240,"신촌",43250
"2320",20180804,326,"압구정",26062
"2321",20180804,411,"노원",19583
"2322",20180804,416,"미아사거리",22586
"2323",20180804,2522,"오목교(목동운동장앞)",18946
"2324",20180804,2526,"신길",2169
"2325",20180805,2522,"오목교(목동운동장앞)",14538
"2326",20180805,2526,"신길",1726
"2327",20180805,2548,"천호(풍납토성)",13636
"2328",20180805,202,"을지로입구",25431
"2329",20180805,212,"건대입구",34732
"2330",20180805,216,"잠실(송파구청)",61376
"2331",20180805,219,"삼성(무역센터)",40096
"2332",20180805,230,"신림",43769
"2333",20180805,234,"신도림",36152
"2334",20180805,240,"신촌",31534
"2335",20180805,1024,"한티",9871
"2336",20180805,326,"압구정",16447
"2337",20180805,411,"노원",15534
"2338",20180805,416,"미아사거리",17867
"2339",20180811,416,"미아사거리",24301
"2340",20180811,411,"노원",21461
"2341",20180811,326,"압구정",28913
"2342",20180811,2522,"오목교(목동운동장앞)",20494
"2343",20180811,2526,"신길",2389
"2344",20180811,2548,"천호(풍납토성)",18581
"2345",20180811,240,"신촌",47332
"2346",20180811,234,"신도림",49640
"2347",20180811,230,"신림",57984
"2348",20180811,219,"삼성(무역센터)",45830
"2349",20180811,216,"잠실(송파구청)",82947
"2350",20180811,212,"건대입구",48968
"2351",20180811,202,"을지로입구",35764
"2352",20180811,1024,"한티",14173
"2353",20180812,2548,"천호(풍납토성)",13793
"2354",20180812,2526,"신길",1723
"2355",20180812,2522,"오목교(목동운동장앞)",15118
"2356",20180812,1024,"한티",10175
"2357",20180812,416,"미아사거리",17973
"2358",20180812,202,"을지로입구",27881
"2359",20180812,212,"건대입구",36409
"2360",20180812,216,"잠실(송파구청)",64001
"2361",20180812,219,"삼성(무역센터)",35854
"2362",20180812,230,"신림",45360
"2363",20180812,234,"신도림",36588
"2364",20180812,240,"신촌",33044
"2365",20180812,326,"압구정",17157
"2366",20180812,411,"노원",16182
"2367",20180818,2548,"천호(풍납토성)",19196
"2368",20180818,1024,"한티",15289
"2369",20180818,2522,"오목교(목동운동장앞)",21352
"2370",20180818,2526,"신길",2641
"2371",20180818,416,"미아사거리",25351
"2372",20180818,411,"노원",22393
"2373",20180818,230,"신림",58388
"2374",20180818,202,"을지로입구",35729
"2375",20180818,212,"건대입구",50682
"2376",20180818,216,"잠실(송파구청)",81491
"2377",20180818,219,"삼성(무역센터)",49997
"2378",20180818,234,"신도림",55508
"2379",20180818,240,"신촌",46454
"2380",20180818,326,"압구정",28846
"2381",20180819,212,"건대입구",36885
"2382",20180819,216,"잠실(송파구청)",60495
"2383",20180819,219,"삼성(무역센터)",34561
"2384",20180819,230,"신림",46878
"2385",20180819,234,"신도림",40130
"2386",20180819,240,"신촌",32745
"2387",20180819,326,"압구정",16789
"2388",20180819,411,"노원",16849
"2389",20180819,416,"미아사거리",19083
"2390",20180819,1024,"한티",10214
"2391",20180819,202,"을지로입구",27181
"2392",20180819,2522,"오목교(목동운동장앞)",16114
"2393",20180819,2526,"신길",2035
"2394",20180819,2548,"천호(풍납토성)",14562
"2395",20180825,411,"노원",22684
"2396",20180825,416,"미아사거리",25352
"2397",20180825,2548,"천호(풍납토성)",20353
"2398",20180825,1024,"한티",14433
"2399",20180825,216,"잠실(송파구청)",90396
"2400",20180825,212,"건대입구",54331
"2401",20180825,202,"을지로입구",37959
"2402",20180825,326,"압구정",31606
"2403",20180825,240,"신촌",50057
"2404",20180825,234,"신도림",61203
"2405",20180825,230,"신림",61141
"2406",20180825,219,"삼성(무역센터)",54183
"2407",20180825,2522,"오목교(목동운동장앞)",22455
"2408",20180825,2526,"신길",2698
"2409",20180826,202,"을지로입구",28224
"2410",20180826,212,"건대입구",37441
"2411",20180826,216,"잠실(송파구청)",62735
"2412",20180826,219,"삼성(무역센터)",38934
"2413",20180826,230,"신림",46608
"2414",20180826,234,"신도림",39992
"2415",20180826,240,"신촌",33248
"2416",20180826,326,"압구정",17864
"2417",20180826,411,"노원",16436
"2418",20180826,416,"미아사거리",18319
"2419",20180826,1024,"한티",10045
"2420",20180826,2522,"오목교(목동운동장앞)",15366
"2421",20180826,2526,"신길",1971
"2422",20180826,2548,"천호(풍납토성)",14053
"2423",20180901,411,"노원",23281
"2424",20180901,2522,"오목교(목동운동장앞)",22632
"2425",20180901,2526,"신길",2605
"2426",20180901,2548,"천호(풍납토성)",19878
"2427",20180901,326,"압구정",33043
"2428",20180901,240,"신촌",51289
"2429",20180901,234,"신도림",61443
"2430",20180901,230,"신림",61550
"2431",20180901,219,"삼성(무역센터)",45683
"2432",20180901,216,"잠실(송파구청)",82000
"2433",20180901,212,"건대입구",53209
"2434",20180901,416,"미아사거리",25938
"2435",20180901,202,"을지로입구",38175
"2436",20180901,1024,"한티",14507
"2437",20180902,2548,"천호(풍납토성)",14549
"2438",20180902,219,"삼성(무역센터)",33471
"2439",20180902,230,"신림",47632
"2440",20180902,234,"신도림",41581
"2441",20180902,240,"신촌",34441
"2442",20180902,326,"압구정",18223
"2443",20180902,411,"노원",16999
"2444",20180902,416,"미아사거리",19010
"2445",20180902,202,"을지로입구",28629
"2446",20180902,212,"건대입구",37851
"2447",20180902,216,"잠실(송파구청)",59677
"2448",20180902,1024,"한티",10017
"2449",20180902,2522,"오목교(목동운동장앞)",15536
"2450",20180902,2526,"신길",1882
"2451",20180908,2522,"오목교(목동운동장앞)",22850
"2452",20180908,202,"을지로입구",40577
"2453",20180908,212,"건대입구",54511
"2454",20180908,216,"잠실(송파구청)",88028
"2455",20180908,219,"삼성(무역센터)",40989
"2456",20180908,2526,"신길",2885
"2457",20180908,2548,"천호(풍납토성)",20412
"2458",20180908,1024,"한티",15872
"2459",20180908,416,"미아사거리",26803
"2460",20180908,411,"노원",23699
"2461",20180908,326,"압구정",34056
"2462",20180908,240,"신촌",57876
"2463",20180908,234,"신도림",64234
"2464",20180908,230,"신림",63101
"2465",20180909,2526,"신길",2103
"2466",20180909,2522,"오목교(목동운동장앞)",16625
"2467",20180909,416,"미아사거리",19258
"2468",20180909,411,"노원",17459
"2469",20180909,326,"압구정",18794
"2470",20180909,202,"을지로입구",29032
"2471",20180909,212,"건대입구",39353
"2472",20180909,216,"잠실(송파구청)",61592
"2473",20180909,219,"삼성(무역센터)",33993
"2474",20180909,230,"신림",49440
"2475",20180909,234,"신도림",43751
"2476",20180909,240,"신촌",37712
"2477",20180909,1024,"한티",10357
"2478",20180909,2548,"천호(풍납토성)",14461
"2479",20180915,326,"압구정",36067
"2480",20180915,411,"노원",23304
"2481",20180915,416,"미아사거리",26341
"2482",20180915,1024,"한티",14579
"2483",20180915,2548,"천호(풍납토성)",19827
"2484",20180915,2526,"신길",2813
"2485",20180915,2522,"오목교(목동운동장앞)",22278
"2486",20180915,202,"을지로입구",40346
"2487",20180915,212,"건대입구",55393
"2488",20180915,216,"잠실(송파구청)",89235
"2489",20180915,219,"삼성(무역센터)",44764
"2490",20180915,230,"신림",62873
"2491",20180915,234,"신도림",63959
"2492",20180915,240,"신촌",55245
"2493",20180916,2548,"천호(풍납토성)",14394
"2494",20180916,2526,"신길",1898
"2495",20180916,2522,"오목교(목동운동장앞)",15437
"2496",20180916,1024,"한티",10169
"2497",20180916,416,"미아사거리",19585
"2498",20180916,411,"노원",17120
"2499",20180916,326,"압구정",20447
"2500",20180916,202,"을지로입구",30812
"2501",20180916,212,"건대입구",37639
"2502",20180916,216,"잠실(송파구청)",63235
