"","date","mean_Temp","mean_Precipi","mean_Wind","mean_Snow","median_Temp","median_Precipi","median_Wind","median_Snow","max_Temp","max_Precipi","max_Wind","max_Snow"
"498","20180513",15.95,0.1,1.80833333333333,NA,15.15,0,1.65,NA,19.7,NA,2.9,NA
"499","20180514",17.7416666666667,NA,1.39166666666667,NA,18.65,NA,1.4,NA,24.4,NA,3.1,NA
"500","20180515",22.6875,NA,1.07916666666667,NA,24.8,NA,0.9,NA,29.1,NA,2.5,NA
"501","20180516",22.4208333333333,2.11904761904762,1.8,NA,22.05,0,1.6,NA,24.4,NA,4.8,NA
"502","20180517",21.1375,3.58695652173913,1.16666666666667,NA,21.5,1.5,1,NA,23.4,NA,2.8,NA
"503","20180518",16.8958333333333,0.5,1.30416666666667,NA,16.7,0.5,1.5,NA,19.3,NA,2.3,NA
"504","20180519",17.2666666666667,NA,1.5375,NA,17.8,NA,1.4,NA,24.5,NA,2.6,NA
"505","20180520",17.0625,NA,1.3875,NA,16.9,NA,1.3,NA,22.4,NA,2.4,NA
"506","20180521",17.6875,NA,1.4375,NA,17.7,NA,1.3,NA,23.4,NA,2.8,NA
"507","20180522",18.1958333333333,1,1.05416666666667,NA,17.4,0.5,1.05,NA,22.9,NA,2.7,NA
"508","20180523",17.4541666666667,2,2.7,NA,15.9,3,3,NA,23,NA,4.2,NA
"509","20180524",17.9583333333333,NA,2.25833333333333,NA,18.95,NA,2,NA,23.5,NA,5.3,NA
"510","20180525",19.7541666666667,NA,1.7625,NA,19.3,NA,1.7,NA,26,NA,4.1,NA
"511","20180526",21.4791666666667,NA,1.41666666666667,NA,21.45,NA,1.1,NA,29.4,NA,3.8,NA
"512","20180527",20.5875,NA,1.925,NA,19.95,NA,1.8,NA,24.3,NA,4,NA
"513","20180528",21.9708333333333,NA,1.54583333333333,NA,21.75,NA,1.1,NA,28.7,NA,3.5,NA
"514","20180529",21.5375,0.25,1.87083333333333,NA,20.55,0,1.8,NA,25.7,NA,4.2,NA
"515","20180530",20.5375,0,1.775,NA,19.2,0,1.7,NA,24.7,NA,3.6,NA
"516","20180531",20.525,NA,1.94166666666667,NA,20.95,NA,1.85,NA,27.3,NA,3.1,NA
"517","20180601",23.7083333333333,NA,1.95416666666667,NA,23.3,NA,1.65,NA,29.9,NA,4.3,NA
"518","20180602",23.5125,NA,1.94166666666667,NA,22.7,NA,1.75,NA,29.8,NA,3.7,NA
"519","20180603",23.7125,NA,1.69166666666667,NA,23.6,NA,1.6,NA,30.7,NA,4.1,NA
"520","20180604",22.8833333333333,NA,1.75833333333333,NA,22.95,NA,1.6,NA,27.4,NA,3.9,NA
"521","20180605",23.5666666666667,NA,1.72916666666667,NA,23.4,NA,1.5,NA,29,NA,3.6,NA
"522","20180606",23.0916666666667,NA,2.0875,NA,22.5,NA,2.2,NA,27.9,NA,3.7,NA
"523","20180607",22.2958333333333,NA,1.94166666666667,NA,21.2,NA,1.9,NA,29.3,NA,3.3,NA
"524","20180608",21.7416666666667,NA,2.0625,NA,21.2,NA,2,NA,26.9,NA,3.3,NA
"525","20180609",23.6833333333333,0.1,1.38333333333333,NA,23.05,0,1.4,NA,30.1,NA,2.9,NA
"526","20180610",21.3041666666667,0.0625,1.37916666666667,NA,21.1,0,1.35,NA,24.8,NA,2.2,NA
"527","20180611",20.5583333333333,0.571428571428571,1.42083333333333,NA,19.8,0,1.3,NA,23.9,NA,3.9,NA
"528","20180612",21.1791666666667,0.333333333333333,1.6625,NA,20.85,0,1.15,NA,26.4,NA,3.8,NA
"529","20180613",21.975,0,1.45833333333333,NA,21.95,0,1.4,NA,26.6,NA,3.6,NA
"530","20180614",21.6541666666667,2.63636363636364,1.10833333333333,NA,21.15,0,1,NA,25,NA,3.2,NA
"531","20180615",21.8583333333333,3.3,1.40416666666667,NA,21.2,0.5,1.4,NA,26.7,NA,2.1,NA
"532","20180616",22.3,NA,1.475,NA,22.45,NA,1.45,NA,28.4,NA,2.6,NA
"533","20180617",22.7333333333333,NA,1.425,NA,22.6,NA,1.15,NA,27.3,NA,3.4,NA
"534","20180618",24.8,NA,1.53333333333333,NA,24.25,NA,1.35,NA,30.5,NA,3.7,NA
"535","20180619",22.5916666666667,NA,1.75416666666667,NA,22,NA,1.6,NA,27.2,NA,3,NA
"536","20180620",22.6958333333333,NA,2.4875,NA,21.35,NA,2.7,NA,28.2,NA,3.9,NA
"537","20180621",23.6416666666667,NA,2.15416666666667,NA,23.3,NA,2.1,NA,28.5,NA,3.4,NA
"538","20180622",24.6875,NA,1.72916666666667,NA,24.2,NA,1.4,NA,31.9,NA,3.8,NA
"539","20180623",24.5708333333333,NA,1.94166666666667,NA,24.05,NA,2,NA,28.4,NA,3.9,NA
"540","20180624",25.1458333333333,NA,1.90416666666667,NA,24.2,NA,1.9,NA,31.8,NA,3.4,NA
"541","20180625",26.7208333333333,NA,1.14583333333333,NA,27.3,NA,0.95,NA,32.7,NA,2.8,NA
"542","20180626",22.9041666666667,3.4047619047619,2.225,NA,22.9,1.5,1.45,NA,26.9,NA,5,NA
"543","20180627",22.1875,0.1,1.9625,NA,22.5,0,1.9,NA,25.5,NA,3.7,NA
"544","20180628",23.3875,2.65,1.16666666666667,NA,22.35,0,0.95,NA,27.2,NA,3.7,NA
"545","20180629",24.6625,0.722222222222222,1.475,NA,24.3,0.1,1.55,NA,29,NA,2.8,NA
"546","20180630",24.35,2.07142857142857,0.9125,NA,24.05,0.5,0.75,NA,27.9,NA,2.8,NA
"547","20180701",22.025,4.26315789473684,0.783333333333333,NA,22.1,3.5,0.7,NA,22.7,NA,1.5,NA
"548","20180702",22.4375,2.67391304347826,0.795833333333333,NA,22.05,1,0.6,NA,25.3,NA,2.4,NA
"549","20180703",27.1166666666667,0.1,0.783333333333333,NA,27.25,0,0.7,NA,32.4,NA,2.2,NA
"550","20180704",27.4625,NA,1.65833333333333,NA,26.75,NA,1.85,NA,31.6,NA,3.7,NA
"551","20180705",25.3916666666667,0.0833333333333333,1.19583333333333,NA,24.8,0,1.1,NA,28.8,NA,3,NA
"552","20180706",24.0625,NA,1.85,NA,23.4,NA,1.9,NA,27,NA,2.3,NA
"553","20180707",23.7625,NA,1.575,NA,23,NA,1.6,NA,28.9,NA,2,NA
"554","20180708",23.0041666666667,NA,1.52083333333333,NA,24.2,NA,1.45,NA,27.9,NA,2.6,NA
"555","20180709",21.0208333333333,0.5,1.0875,NA,20.65,0.5,1,NA,24.2,NA,1.7,NA
"556","20180710",23.3416666666667,1.95454545454545,0.6625,NA,23.65,0,0.55,NA,26.5,NA,1.2,NA
"557","20180711",26.6208333333333,0.269230769230769,1.3125,NA,27,0.5,0.95,NA,29.4,NA,3.2,NA
"558","20180712",26.775,0.111111111111111,1.5375,NA,26.65,0,1.55,NA,28.1,NA,3.1,NA
"559","20180713",27.1666666666667,NA,1.85416666666667,NA,26.95,NA,2,NA,30.8,NA,2.8,NA
"560","20180714",27.9125,0,1.82916666666667,NA,27.7,0,2,NA,31.7,NA,3.7,NA
"561","20180715",28.2666666666667,NA,1.63333333333333,NA,27.8,NA,1.65,NA,32.9,NA,3.2,NA
"562","20180716",28.725,NA,1.71666666666667,NA,28,NA,1.6,NA,33.7,NA,3.1,NA
"563","20180717",28.0833333333333,NA,1.74583333333333,NA,27.7,NA,1.65,NA,32,NA,3.5,NA
"564","20180718",28.2333333333333,NA,1.4,NA,27.6,NA,1.5,NA,33.1,NA,2.9,NA
"565","20180719",28.5583333333333,NA,1.72083333333333,NA,28.4,NA,1.75,NA,34,NA,2.9,NA
"566","20180720",29.4041666666667,NA,1.42916666666667,NA,29.3,NA,1.35,NA,34.3,NA,2.7,NA
"567","20180721",30.5291666666667,NA,1.47083333333333,NA,29.9,NA,1.35,NA,36.8,NA,3.1,NA
"568","20180722",31.55,NA,1.39583333333333,NA,31.95,NA,1.45,NA,37.8,NA,3,NA
"569","20180723",31.6166666666667,NA,1.89166666666667,NA,30.9,NA,1.8,NA,35.4,NA,3.2,NA
"570","20180724",31.4333333333333,NA,1.525,NA,30.65,NA,1.35,NA,36.4,NA,3.2,NA
"571","20180725",30.2916666666667,NA,2.45416666666667,NA,29.55,NA,2.5,NA,34.1,NA,3.5,NA
"572","20180726",29.9958333333333,NA,1.4375,NA,29.45,NA,1.3,NA,33.5,NA,2.9,NA
"573","20180727",30.7625,NA,1.7125,NA,30.1,NA,1.7,NA,35.3,NA,3.2,NA
"574","20180728",29.8208333333333,2.5,1.24166666666667,NA,29.05,0.2,1.15,NA,34.4,NA,3.4,NA
"575","20180729",31.225,NA,1.24583333333333,NA,30.85,NA,1.35,NA,36.3,NA,2.9,NA
"576","20180730",31.5625,NA,1.22916666666667,NA,32.25,NA,1.2,NA,36.5,NA,2.1,NA
"577","20180731",32.525,NA,1.38333333333333,NA,32.15,NA,1.2,NA,38,NA,3,NA
"578","20180801",33.4291666666667,NA,1.68333333333333,NA,32.95,NA,1.45,NA,39.4,NA,3.8,NA
"579","20180802",33.7416666666667,NA,1.5375,NA,33.1,NA,1.55,NA,37.9,NA,2.5,NA
"580","20180803",33.2125,NA,1.79166666666667,NA,32.15,NA,1.65,NA,37.4,NA,3.9,NA
"581","20180804",31.1958333333333,NA,2.45416666666667,NA,30.2,NA,2.3,NA,34.7,NA,4.2,NA
"582","20180805",29.8333333333333,0.4,2.65416666666667,NA,29.2,0,2.7,NA,33.7,NA,4.7,NA
"583","20180806",30.725,0.928571428571429,1.60416666666667,NA,29.95,0,1.45,NA,35,NA,3.6,NA
"584","20180807",30.5166666666667,0,1.425,NA,29.95,0,1.05,NA,35.6,NA,3.1,NA
"585","20180808",30.9208333333333,NA,1.93333333333333,NA,29.95,NA,2.05,NA,35.1,NA,3.5,NA
"586","20180809",28.9666666666667,0.285714285714286,1.6625,NA,28.55,0,1.65,NA,31.6,NA,4,NA
"587","20180810",30.5791666666667,NA,1.3125,NA,30.7,NA,1.05,NA,36.4,NA,3.2,NA
"588","20180811",31.0833333333333,NA,1.60833333333333,NA,31.3,NA,1.5,NA,35.8,NA,2.7,NA
"589","20180812",30.6916666666667,2.5,1.50416666666667,NA,29.55,2.5,1.55,NA,35,NA,2.8,NA
"590","20180813",30.2708333333333,0.333333333333333,1.425,NA,30.15,0,1.2,NA,34,NA,3.1,NA
"591","20180814",31.5,NA,1.39166666666667,NA,31.15,NA,1.35,NA,37.2,NA,3,NA
"592","20180815",31.55,0.5,1.11666666666667,NA,29.75,0.5,1,NA,37.4,NA,3.9,NA
"593","20180816",30.1541666666667,NA,1.62916666666667,NA,28.3,NA,1.95,NA,35.3,NA,2.5,NA
"594","20180817",27.0833333333333,NA,1.80416666666667,NA,26.5,NA,1.8,NA,33.7,NA,2.6,NA
"595","20180818",26.5458333333333,NA,1.40416666666667,NA,26.55,NA,1.3,NA,31.8,NA,2.9,NA
"596","20180819",27.8625,NA,1.225,NA,27.6,NA,0.95,NA,33.8,NA,2.7,NA
"597","20180820",28.9541666666667,0,1.975,NA,29.15,0,1.9,NA,32.9,NA,4.9,NA
"598","20180821",26.775,0.555555555555556,2.75833333333333,NA,26.8,0.1,2.6,NA,30.8,NA,6.9,NA
"599","20180822",30.2166666666667,NA,1.14583333333333,NA,31.65,NA,1,NA,37.4,NA,2.7,NA
"600","20180823",29.6,0.208333333333333,1.6625,NA,29.85,0.1,1.75,NA,32,NA,2.3,NA
"601","20180824",24.6333333333333,0.380952380952381,2.42916666666667,NA,24.55,0,2.45,NA,26.2,NA,3.6,NA
"602","20180825",25.2166666666667,NA,2.55416666666667,NA,24.35,NA,2.4,NA,29.2,NA,4.5,NA
"603","20180826",23.3083333333333,0.285714285714286,1.3,NA,22.6,0.1,1.05,NA,28.9,NA,3.6,NA
"604","20180827",22.425,1.08333333333333,0.8625,NA,22.3,0.75,0.8,NA,24.9,NA,1.6,NA
"605","20180828",23.8166666666667,6.82142857142857,0.9875,NA,23.45,3,0.75,NA,25.9,NA,3.3,NA
"606","20180829",25.0125,3.07142857142857,2.43333333333333,NA,24.6,1,2.85,NA,27.4,NA,4.3,NA
"607","20180830",25.45,0.95,1.8375,NA,24.9,0.25,1.85,NA,28.2,NA,3.5,NA
"608","20180831",25.5583333333333,0.0142857142857143,1.6,NA,24.3,0,1.65,NA,30.3,NA,3,NA
"609","20180901",25.4541666666667,NA,1.20833333333333,NA,25.55,NA,1.3,NA,30.5,NA,2.1,NA
"610","20180902",24.9875,NA,1.50416666666667,NA,25.4,NA,1.45,NA,29.3,NA,2.3,NA
"611","20180903",23.6041666666667,2.46428571428571,1.0625,NA,23.9,0.5,0.9,NA,25.7,NA,4.9,NA
"612","20180904",23.2541666666667,NA,2.16666666666667,NA,22.55,NA,2.65,NA,27.6,NA,4.3,NA
"613","20180905",23.8375,NA,2.50416666666667,NA,23.75,NA,2.15,NA,28.2,NA,5.1,NA
"614","20180906",24.25,NA,1.89583333333333,NA,24.45,NA,2.3,NA,28,NA,4.7,NA
"615","20180907",22.1583333333333,0.5,2.47916666666667,NA,21.45,0.5,2.55,NA,25.2,NA,4.2,NA
"616","20180908",21.6916666666667,NA,1.66666666666667,NA,21.8,NA,1.6,NA,27.7,NA,3.7,NA
"617","20180909",21.9583333333333,NA,1.23333333333333,NA,22,NA,1.2,NA,28.9,NA,2.6,NA
"618","20180910",22.9458333333333,NA,1.5625,NA,22.4,NA,1.6,NA,27.8,NA,2,NA
"619","20180911",21.5666666666667,NA,1.475,NA,21.75,NA,1.4,NA,26,NA,2.2,NA
"620","20180912",22.5291666666667,NA,1.32083333333333,NA,22.65,NA,1.3,NA,27.8,NA,2.1,NA
"621","20180913",23.4416666666667,NA,1.225,NA,22.75,NA,1.3,NA,28.2,NA,2,NA
"622","20180914",23.4625,0.166666666666667,1.30416666666667,NA,23.65,0,1.25,NA,26.6,NA,2.1,NA
"623","20180915",23.2125,0.02,0.991666666666667,NA,23.2,0,0.95,NA,25.8,NA,2.2,NA
"624","20180916",22.3416666666667,0.117647058823529,1.74583333333333,NA,22.4,0,1.7,NA,23.7,NA,3,NA
"625","20180917",22.3291666666667,0.0333333333333333,2.01666666666667,NA,21.15,0,1.9,NA,27.6,NA,3.8,NA
"626","20180918",21.85,NA,1.32916666666667,NA,21.95,NA,1.25,NA,26.4,NA,2.9,NA
"627","20180919",22.2041666666667,0.025,0.95,NA,21.6,0,0.9,NA,26.5,NA,2.2,NA
"628","20180920",19.05,0.357142857142857,1.74166666666667,NA,19.05,0.25,1.7,NA,20.1,NA,2.7,NA
"629","20180921",19.3666666666667,1.38461538461538,1.33333333333333,NA,19.1,1,1.35,NA,21.8,NA,2.1,NA
"630","20180922",21.0083333333333,3.25,1.73333333333333,NA,19.6,3.25,1.25,NA,25.4,NA,4.4,NA
"631","20180923",19.4125,0,1.59583333333333,NA,18.8,0,1.2,NA,25,NA,4,NA
"632","20180924",17.8208333333333,NA,2.15416666666667,NA,17.1,NA,2.15,NA,22,NA,4.3,NA
"633","20180925",17.4916666666667,NA,1.1,NA,17.85,NA,1,NA,24.2,NA,2,NA
"634","20180926",19.425,NA,1.7375,NA,18.5,NA,1.75,NA,24.7,NA,2.3,NA
"635","20180927",18.7916666666667,NA,1.2375,NA,18.3,NA,1.35,NA,24.6,NA,1.8,NA
"636","20180928",17.525,NA,1.29583333333333,NA,17.25,NA,1.35,NA,21.9,NA,1.7,NA
"637","20180929",20.075,NA,1.025,NA,19.7,NA,1,NA,26.6,NA,1.8,NA
"638","20180930",17.9166666666667,NA,2.025,NA,17.4,NA,2.15,NA,21.3,NA,4.6,NA
"639","20181001",15.4375,0,2.825,NA,14.75,0,2.75,NA,19.3,NA,4.7,NA
"640","20181002",15.7833333333333,NA,1.62916666666667,NA,15.85,NA,1.75,NA,21.8,NA,3.2,NA
"641","20181003",17.2416666666667,NA,1.2,NA,17.1,NA,1.2,NA,24.1,NA,2.7,NA
"642","20181004",18.8958333333333,NA,1.2875,NA,19.6,NA,1.4,NA,25.3,NA,2,NA
"643","20181005",17.0958333333333,2.08823529411765,1.77083333333333,NA,16.9,1.5,1.75,NA,19,NA,2.7,NA
"644","20181006",18.0208333333333,4.03571428571429,2.19166666666667,NA,17.25,3,2.3,NA,21.5,NA,5,NA
"645","20181007",16.7625,NA,1.70833333333333,NA,16.1,NA,1.6,NA,20.7,NA,3.2,NA
"646","20181008",14.7208333333333,NA,1.1125,NA,14.7,NA,1.05,NA,20.6,NA,2.6,NA
"647","20181009",15,0,1.1375,NA,16.5,0,1.05,NA,19.2,NA,2.2,NA
"648","20181010",12.8125,2.33333333333333,2.39166666666667,NA,12.9,2.5,2.75,NA,16.6,NA,4.1,NA
"649","20181011",9.68333333333333,NA,2.20416666666667,NA,9.05,NA,1.8,NA,13.8,NA,5,NA
"650","20181012",10.8125,NA,1.24166666666667,NA,10.75,NA,1.2,NA,17.1,NA,2.7,NA
"651","20181013",12.3958333333333,NA,1.04583333333333,NA,12.15,NA,1.1,NA,19.8,NA,2,NA
"652","20181014",12.9958333333333,NA,1.375,NA,13.4,NA,1.15,NA,20.1,NA,2.9,NA
"653","20181015",15.0916666666667,NA,1.32083333333333,NA,14.45,NA,1.45,NA,20.4,NA,2.8,NA
"654","20181016",14.475,NA,1.2,NA,13.95,NA,1.15,NA,19.9,NA,2.1,NA
"655","20181017",12.7833333333333,NA,1.22083333333333,NA,11.85,NA,1.15,NA,18.3,NA,2.7,NA
"656","20181018",12.5958333333333,NA,1.125,NA,12.1,NA,1,NA,19,NA,2.5,NA
"657","20181019",13.0958333333333,NA,1.4875,NA,12.8,NA,1.5,NA,19.8,NA,3,NA
"658","20181020",13.4083333333333,NA,1.075,NA,12.85,NA,1.15,NA,21.3,NA,2.4,NA
"659","20181021",13.3666666666667,NA,1.10833333333333,NA,12.6,NA,1.15,NA,20.9,NA,2.5,NA
"660","20181022",13.9875,NA,0.941666666666667,NA,13.05,NA,0.85,NA,20.6,NA,2.2,NA
"661","20181023",12.4958333333333,0.833333333333333,1.25833333333333,NA,12,0,0.95,NA,16.6,NA,5,NA
"662","20181024",12.575,NA,1.27083333333333,NA,11.85,NA,1.15,NA,18.2,NA,3,NA
"663","20181025",13.575,NA,0.933333333333333,NA,13.5,NA,1,NA,20.6,NA,1.4,NA
"664","20181026",12.5166666666667,1,1.66666666666667,NA,12.6,0.5,1.2,NA,14.5,NA,5.4,NA
"665","20181027",8.90833333333333,NA,3.37083333333333,NA,9,NA,3.35,NA,11.4,NA,5.7,NA
"666","20181028",8.4125,0.55,1.42916666666667,NA,7.45,0,1.2,NA,12.4,NA,3.3,NA
"667","20181029",7.39583333333333,0,2.11666666666667,NA,6.25,0,2,NA,11.3,NA,4.9,NA
"668","20181030",5.89166666666667,0,1.53333333333333,NA,7.55,0,1.5,NA,11,NA,2.6,NA
"669","20181031",7.52916666666667,0,1.66666666666667,NA,7.15,0,1.8,NA,12,NA,3,NA
"670","20181101",8.34583333333333,NA,1.27083333333333,NA,8.2,NA,1.25,NA,14.9,NA,2.7,NA
"671","20181102",10.5041666666667,NA,1.12916666666667,NA,10,NA,1.2,NA,18.8,NA,2,NA
"672","20181103",11.2583333333333,NA,1.2375,NA,10.5,NA,1.2,NA,18.7,NA,2.4,NA
"673","20181104",11.6666666666667,NA,1.38333333333333,NA,11.15,NA,1.2,NA,19.3,NA,3.2,NA
"674","20181105",11.8625,NA,1.0625,NA,11.7,NA,1.1,NA,18,NA,2.1,NA
"675","20181106",12.1375,NA,0.908333333333333,NA,12.25,NA,0.9,NA,17.4,NA,2.4,NA
"676","20181107",12.7791666666667,0.4,1.125,NA,12.65,0.5,1.15,NA,15.5,NA,1.6,NA
"677","20181108",11.7125,5.75,1.88333333333333,NA,11.5,3.75,1.8,NA,14,NA,4.1,NA
"678","20181109",12.0291666666667,4.75,3.05416666666667,NA,11.4,0.5,3.05,NA,15.1,NA,5.3,NA
"679","20181110",12.1083333333333,0,1.30416666666667,NA,11.25,0,1.2,NA,17.1,NA,2.7,NA
"680","20181111",8.39583333333333,0,1.025,NA,8.45,0,0.8,NA,10.7,NA,3,NA
"681","20181112",8.03333333333333,NA,1.19583333333333,NA,7.95,NA,1.2,NA,14.2,NA,2.8,NA
"682","20181113",8.7625,NA,0.979166666666667,NA,8.3,NA,0.85,NA,15.3,NA,2.2,NA
"683","20181114",9.69583333333333,NA,1.12083333333333,NA,9.2,NA,0.85,NA,16.1,NA,2.7,NA
"684","20181115",9.57916666666667,NA,1.02083333333333,NA,8.65,NA,1.05,NA,16.1,NA,1.9,NA
"685","20181116",9.00833333333333,NA,1.675,NA,7.8,NA,1.25,NA,14.4,NA,3.9,NA
"686","20181117",4.98333333333333,NA,1.4625,NA,4.55,NA,1.35,NA,10.9,NA,2.9,NA
"687","20181118",5.875,NA,1.14583333333333,NA,6.9,NA,0.9,NA,10.1,NA,2.5,NA
"688","20181119",6.70416666666667,NA,1.375,NA,5.95,NA,1.05,NA,11.1,NA,2.8,NA
"689","20181120",6.23333333333333,NA,1.8625,NA,8,NA,1.6,NA,12.3,NA,3.8,NA
"690","20181121",6.24583333333333,0.24,1.075,NA,6.5,0,0.85,NA,8,NA,2.4,NA
"691","20181122",2.64583333333333,NA,2.325,NA,2.55,NA,2.55,NA,6.9,NA,3.4,NA
"692","20181123",1.68333333333333,NA,1.49166666666667,NA,2.05,NA,1.3,NA,6.5,NA,3.1,NA
"693","20181124",2.4,3.63333333333333,1.75416666666667,4.62941176470588,2.6,1.8,1.7,3.6,3.7,NA,3.1,NA
"694","20181125",4.8625,NA,0.966666666666667,1.725,4.1,NA,0.95,2.25,9.5,NA,1.5,3
"695","20181126",6.32083333333333,NA,1.02916666666667,0.29,5.8,NA,1.1,0.3,13.2,NA,1.6,NA
"696","20181127",7.06666666666667,NA,1.35,NA,6.5,NA,1.2,NA,12.5,NA,2.7,NA
"697","20181128",5.30416666666667,NA,1.69583333333333,NA,4.6,NA,1.6,NA,10.5,NA,3,NA
"698","20181129",3.44782608695652,0,1.2125,NA,3,0,1,NA,NA,NA,2.6,NA
"699","20181130",2.7625,NA,1.43333333333333,NA,2,NA,1.3,NA,7.8,NA,3.3,NA
"700","20181201",5.36666666666667,NA,1.01666666666667,NA,4.25,NA,1,NA,12.2,NA,2.1,NA
"701","20181202",7.61666666666667,NA,1.29583333333333,NA,9.65,NA,1.2,NA,11.6,NA,1.9,NA
"702","20181203",11.5,1.35714285714286,1.40416666666667,NA,11.25,1.5,1.55,NA,13.5,NA,2.3,NA
"703","20181204",7.69583333333333,1,2.6375,NA,8.6,0,2.4,NA,11.7,NA,4.9,NA
"704","20181205",-0.154166666666667,NA,1.54583333333333,NA,0.7,NA,1.35,NA,3.2,NA,3.1,NA
"705","20181206",2.6875,0,2.17083333333333,NA,1.5,0,2,NA,6.7,NA,4.9,NA
"706","20181207",-6.60416666666667,NA,3.89583333333333,NA,-7.05,NA,4.2,NA,-1,NA,5.4,NA
"707","20181208",-8.27083333333333,NA,2.47083333333333,NA,-8.65,NA,2.35,NA,-4.5,NA,4.5,NA
"708","20181209",-7.34583333333333,NA,1.70833333333333,NA,-6,NA,1.8,NA,-2.6,NA,3.3,NA
"709","20181210",-2.9625,NA,0.908333333333333,NA,-2.35,NA,0.8,NA,4.4,NA,2.7,NA
"710","20181211",0.0583333333333333,NA,1.16666666666667,NA,0.2,NA,1,NA,2.9,NA,3.1,NA
"711","20181212",-1.6625,NA,2.20416666666667,NA,-1.9,NA,2.1,NA,1.9,NA,3.5,NA
"712","20181213",-2.0625,0.325,1.84166666666667,0.966666666666667,-2.05,0.2,1.2,1,1.8,NA,4.2,NA
"713","20181214",-4.375,NA,1.74583333333333,NA,-5,NA,1.75,NA,0.5,NA,3.4,NA
"714","20181215",-2.75,NA,1.075,NA,-1.95,NA,1,NA,3.2,NA,1.7,NA
"715","20181216",-0.2875,0.1,0.918181818181818,0.4,0.4,0,0.9,0.4,1.9,NA,NA,NA
"716","20181217",1.82916666666667,0.15,1.90416666666667,NA,1.2,0.15,1.95,NA,5.8,NA,3.9,NA
"717","20181218",2.15,NA,1.33333333333333,NA,4,NA,1,NA,7.3,NA,3.3,NA
"718","20181219",4.35833333333333,NA,1.43333333333333,NA,3.85,NA,1.55,NA,9.4,NA,2.5,NA
"719","20181220",3.4375,NA,0.895833333333333,NA,2.35,NA,0.8,NA,10.1,NA,1.6,NA
"720","20181221",5.025,NA,1.06666666666667,NA,6.6,NA,1.05,NA,9.8,NA,1.8,NA
"721","20181222",7.0125,NA,1.42083333333333,NA,6.65,NA,1.4,NA,12.3,NA,2.9,NA
"722","20181223",3.14166666666667,NA,2.93333333333333,NA,3.45,NA,2.75,NA,7.2,NA,5.2,NA
"723","20181224",-2.18333333333333,NA,1.72083333333333,NA,-3.1,NA,1.7,NA,2.9,NA,2.9,NA
"724","20181225",0.0958333333333334,NA,1.29583333333333,NA,0.7,NA,1.25,NA,5,NA,2.6,NA
"725","20181226",-0.645833333333333,NA,2.725,NA,-0.2,NA,2.75,NA,3,NA,4.4,NA
"726","20181227",-9.63333333333333,NA,3.67916666666667,NA,-9.8,NA,3.8,NA,-7,NA,4.9,NA
"727","20181228",-10.8041666666667,NA,2.54583333333333,NA,-10.25,NA,2.5,NA,-6.9,NA,3.6,NA
"728","20181229",-7.575,NA,2.8125,NA,-8.3,NA,2.8,NA,-3.1,NA,4.2,NA
"729","20181230",-7.02083333333333,NA,1.26666666666667,NA,-7.05,NA,1.2,NA,-0.9,NA,2.4,NA
"730","20181231",-5.60833333333333,NA,1.2625,NA,-5.3,NA,0.95,NA,-0.6,NA,2.4,NA
"731","20190101",-4.77083333333333,NA,2.14583333333333,NA,-5.15,NA,2.2,NA,-0.9,NA,3.5,NA
"732","20190102",-4.93333333333333,NA,1.6375,NA,-4.5,NA,1.55,NA,0,NA,3.2,NA
"733","20190103",-3.48333333333333,NA,1.35416666666667,NA,-3.6,NA,1.3,NA,3.2,NA,2.4,NA
"734","20190104",-1.48333333333333,NA,1.175,NA,-0.95,NA,1.1,NA,3.9,NA,2.7,NA
"735","20190105",-2.35,NA,2.24583333333333,NA,-2.4,NA,2,NA,0.6,NA,3.7,NA
"736","20190106",-2.85833333333333,NA,1.21666666666667,NA,-3.75,NA,1.25,NA,2.5,NA,2.8,NA
"737","20190107",-1.97916666666667,NA,1.40416666666667,NA,-1.65,NA,1.15,NA,2.7,NA,3.6,NA
"738","20190108",-3.2,NA,2.525,NA,-3,NA,2.05,NA,0.3,NA,6.5,NA
"739","20190109",-4.9125,NA,1.35,NA,-4.3,NA,1.4,NA,0.8,NA,2.5,NA
"740","20190110",-1.07916666666667,NA,1.475,NA,-0.25,NA,1.5,NA,2.7,NA,3,NA
"741","20190111",2.40833333333333,NA,0.9625,NA,1.6,NA,0.9,NA,6.8,NA,2.2,NA
"742","20190112",2.93333333333333,NA,1.22083333333333,NA,1.5,NA,1,NA,7.8,NA,2.9,NA
"743","20190113",1.32916666666667,NA,1.30416666666667,NA,0.6,NA,1.35,NA,7.2,NA,3,NA
"744","20190114",1.1875,NA,0.85,NA,1.75,NA,0.75,NA,5.2,NA,1.8,NA
"745","20190115",-0.95,0,2.69166666666667,NA,-0.35,0,2.6,NA,2.6,NA,4.3,NA
"746","20190116",-5.5875,0,2.2875,NA,-4.95,0,2.35,NA,-1.7,NA,4,NA
"747","20190117",-0.333333333333333,0,1.84166666666667,NA,-1.1,0,1.45,NA,4,NA,4.5,NA
"748","20190118",0.3375,NA,1.325,NA,1.15,NA,1.05,NA,6.5,NA,3.1,NA
"749","20190119",3.33333333333333,NA,1.22916666666667,NA,3.75,NA,1.1,NA,8.1,NA,2.9,NA
"750","20190120",-0.541666666666667,NA,3.18333333333333,NA,-0.5,NA,3.15,NA,3.9,NA,5.3,NA
"751","20190121",-1.67916666666667,0,1.625,NA,-0.6,0,1.55,NA,3.9,NA,4.2,NA
