name,code
신세계.강남점,1122060020102 
신세계.영등포점,1119074050006 
현대.디큐브시티점,1117051030002 
현대.무역센터점,1123058040001 
현대.신촌점,1113075030009 
현대.목동점,1115051010002 
현대.미아점,1108068010002 
롯데.잠실점,1124080020103 
롯데.본점,1102052020001 
롯데.노원점,1111066030001 
롯데.스타시티점,1105066010003 
롯데.관악점,1121052010001 
롯데.에비뉴엘.월드타워점,1124077030001 
롯데.영플라자.명동점,1102052020001 
롯데.미아점,1109071040006 
롯데.에비뉴엘,1124077030001 
