"","date","mean_temp","mean_precipi","mean_wind","mean_snow","IsRainyDay","fine_dust","hyper_dust","fine_dust_grade","hyper_dust_grade","IsDustyDay"
"784",20190223,6.6875,NA,1.1125,NA,NA,54,39,5,6,1
"785",20190224,6.3875,NA,1.75,NA,NA,59,46,5,6,1
"786",20190225,4.7875,NA,2.275,NA,NA,85.5,64,6,7,1
"787",20190226,4.8375,NA,1.55416666666667,NA,NA,53,27,5,5,1
"788",20190227,8.04583333333333,NA,1.5625,NA,NA,68.5,45,5,6,1
"789",20190228,6.675,NA,1.85833333333333,NA,NA,89.5,59.5,6,7,1
"790",20190301,6.68333333333333,NA,2.025,NA,NA,117,83.5,7,8,1
"791",20190302,7.6375,NA,1.06666666666667,NA,NA,118.5,85.5,7,8,1
"792",20190303,9.175,NA,1.52083333333333,NA,NA,101,72.5,7,7,1
"793",20190304,10.0083333333333,NA,1.83333333333333,NA,NA,161,115,8,8,1
"794",20190305,8.24583333333333,NA,1.92083333333333,NA,NA,188,141.5,8,8,1
"795",20190306,8.47083333333333,NA,1.89583333333333,NA,NA,145,104,7,8,1
"796",20190307,7.27916666666667,NA,2.275,NA,NA,59,41.5,5,6,1
"797",20190308,6.10416666666667,NA,1.99583333333333,NA,NA,53,28,5,5,1
"798",20190309,6.675,NA,1.4625,NA,NA,NA,NA,NA,NA,NA
"799",20190310,10.0958333333333,NA,1.17083333333333,NA,NA,NA,NA,NA,NA,NA
"800",20190311,6.6875,0,1.75,NA,0,NA,NA,NA,NA,NA
"801",20190312,4.3875,0,2.75833333333333,NA,0,NA,NA,NA,NA,NA
"802",20190313,3.27083333333333,0,3.2375,NA,0,NA,NA,NA,NA,NA
"803",20190314,4.5875,0,1.9,NA,0,41.5,19,4,3,0
"804",20190315,5.90833333333333,1.75,1.52916666666667,NA,1,70.5,40,5,6,1
"805",20190316,4.10833333333333,0,1.91666666666667,NA,0,NA,NA,NA,NA,NA
"806",20190317,6.3375,NA,2.02916666666667,NA,NA,NA,NA,NA,NA,NA
"807",20190318,6.91666666666667,NA,1.35833333333333,NA,NA,39.5,23,3,4,0
"808",20190319,9.6375,NA,1.46666666666667,NA,NA,63.5,39,5,6,1
"809",20190320,10.2041666666667,3.46666666666667,1.30833333333333,NA,1,100,72,6,7,1
"810",20190321,7.7875,2.35,2.8625,NA,1,32,23.5,3,4,0
"811",20190322,3.325,NA,2.94166666666667,NA,NA,40,19.5,3,3,0
"812",20190323,3.35416666666667,0.85,2.425,NA,0,25.5,15,2,2,0
"813",20190324,4.1,NA,2.34166666666667,NA,NA,28.5,13,2,2,0
"814",20190325,6.95416666666667,NA,2.0375,NA,NA,48,28,4,5,1
"815",20190326,11.3375,NA,1.95833333333333,NA,NA,56.5,33,5,5,1
"816",20190327,11.625,NA,3.0375,NA,NA,93,58,6,7,1
"817",20190328,9.5125,NA,2.725,NA,NA,84,52,6,7,1
"818",20190329,9.29583333333333,NA,2.05833333333333,NA,NA,40,19,3,3,0
"819",20190330,5.34166666666667,0.257142857142857,3.12083333333333,NA,0,35,23,3,4,0
"820",20190331,4.4,0,3.1625,NA,0,44,26,4,5,1
"821",20190401,5.2,NA,2.53333333333333,NA,NA,24.5,12,2,2,0
"822",20190402,6.525,NA,2.25833333333333,NA,NA,32.5,17,3,3,0
"823",20190403,7.49166666666667,NA,2.22083333333333,NA,NA,39.5,22,3,4,0
"824",20190404,8.9625,NA,2.475,NA,NA,36,19.5,3,3,0
"825",20190405,11.3625,0,2.87916666666667,NA,0,77,23,6,4,1
"826",20190406,9.30833333333333,0.133333333333333,1.0875,NA,0,64.5,20,5,3,1
"827",20190407,12.3166666666667,NA,1.69583333333333,NA,NA,38,15,3,2,0
"828",20190408,11.7208333333333,NA,2.50833333333333,NA,NA,38,13,3,2,0
"829",20190409,9.59583333333333,1.72222222222222,2.2875,NA,1,27.5,11,2,2,0
"830",20190410,7.0625,0.441176470588235,1.8125,NA,0,8,5,1,1,0
"831",20190411,9.41666666666667,NA,1.8125,NA,NA,28,16,2,3,0
"832",20190412,11.2708333333333,NA,2.3125,NA,NA,50,30,4,5,1
"833",20190413,11.675,NA,1.8625,NA,NA,49.5,32,4,5,1
"834",20190414,9.80416666666667,0.242857142857143,2.14166666666667,NA,0,39,21,3,4,0
"835",20190415,11.2125,NA,1.74166666666667,NA,NA,53,16.5,5,3,1
"836",20190416,14.575,NA,1.74166666666667,NA,NA,50,22,4,4,0
"837",20190417,15.2416666666667,NA,1.8125,NA,NA,42,20,4,3,0
"838",20190418,12.8833333333333,0,1.92083333333333,NA,0,38,20,3,3,0
"839",20190419,13.6916666666667,NA,1.52916666666667,NA,NA,43,21.5,4,4,0
"840",20190420,14.1041666666667,0.15,1.8125,NA,0,45.5,22.5,4,4,0
"841",20190421,14.9416666666667,0.18,1.8875,NA,0,31.5,21.5,3,4,0
"842",20190422,18.7833333333333,NA,1.50833333333333,NA,NA,89.5,36,6,5,1
"843",20190423,20.2625,NA,1.29166666666667,NA,NA,95,41,6,6,1
"844",20190424,19.5416666666667,0.455555555555556,1.6375,NA,0,58,37,5,5,1
"845",20190425,13.8,0.838461538461538,2.05416666666667,NA,0,42.5,18,4,3,0
"846",20190426,8.70416666666667,0.294444444444444,1.50833333333333,NA,0,10.5,6,1,1,0
"847",20190427,11.0375,NA,1.72916666666667,NA,NA,19,10,2,2,0
"848",20190428,12.9416666666667,0,1.7125,NA,0,20,13,2,2,0
"849",20190429,12.8375,NA,0.891666666666667,NA,NA,24.5,15,2,2,0
"850",20190430,15.3291666666667,NA,1.64166666666667,NA,NA,36,21,3,4,0
"851",20190501,16.1916666666667,NA,2.15,NA,NA,61.5,26,5,5,1
"852",20190502,17.1208333333333,NA,2.47083333333333,NA,NA,57.5,15,5,2,1
"853",20190503,17.8083333333333,NA,1.63333333333333,NA,NA,61,28,5,5,1
"854",20190504,19.2666666666667,NA,1.69166666666667,NA,NA,92.5,57,6,7,1
"855",20190505,19.4208333333333,NA,2.15,NA,NA,65,41.5,5,6,1
"856",20190506,14.6083333333333,0,3.13333333333333,NA,0,35,10,3,2,0
"857",20190507,14.9708333333333,NA,2.34583333333333,NA,NA,50,17,4,3,0
"858",20190508,15.5125,NA,2.47916666666667,NA,NA,54,22.5,5,4,1
"859",20190509,16.6375,NA,2.325,NA,NA,49.5,23.5,4,4,0
"860",20190510,17.5666666666667,NA,1.91666666666667,NA,NA,62.5,33.5,5,5,1
"861",20190511,20.1416666666667,NA,1.85416666666667,NA,NA,69,36,5,5,1
"862",20190512,21.475,NA,1.54166666666667,NA,NA,59.5,37.5,5,5,1
"863",20190513,18.8208333333333,0,1.55416666666667,NA,0,58.5,36.5,5,5,1
"864",20190514,19.5541666666667,NA,1.4125,NA,NA,46,31,4,5,1
"865",20190515,20.6,NA,1.7625,NA,NA,69,45,5,6,1
"866",20190516,23.2375,NA,1.54583333333333,NA,NA,70.5,43.5,5,6,1
"867",20190517,23.4375,NA,1.20416666666667,NA,NA,56.5,38.5,5,6,1
"868",20190518,22.8583333333333,0,2.13333333333333,NA,0,32,17,3,3,0
"869",20190519,19.6208333333333,1.04761904761905,1.11666666666667,NA,1,14,10,1,2,0
"870",20190520,16.95,2.175,3.2,NA,1,39,12,3,2,0
"871",20190521,17.0958333333333,NA,3.00833333333333,NA,NA,52,17,5,3,1
"872",20190522,19.2375,NA,2.31666666666667,NA,NA,57.5,27,5,5,1
"873",20190523,21.925,NA,1.79166666666667,NA,NA,74,42.5,5,6,1
"874",20190524,24.1083333333333,NA,1.65833333333333,NA,NA,85,52,6,7,1
"875",20190525,23.5041666666667,NA,1.65,NA,NA,86,56,6,7,1
"876",20190526,24.4541666666667,NA,1.7375,NA,NA,41,23,4,4,0
"877",20190527,18.55,0.473333333333333,2.60416666666667,NA,0,23,14,2,2,0
"878",20190528,17.9583333333333,NA,2.49583333333333,NA,NA,23,8,2,1,0
"879",20190529,20.0416666666667,NA,1.925,NA,NA,49.5,22.5,4,4,0
"880",20190530,19.7166666666667,0,2.39166666666667,NA,0,47.5,24.5,4,4,0
"881",20190531,19.2458333333333,0,2.8375,NA,0,21,11,2,2,0
"882",20190601,18.8291666666667,NA,2.06666666666667,NA,NA,34,23.5,3,4,0
"883",20190602,20.9041666666667,NA,1.73333333333333,NA,NA,38,23,3,4,0
"884",20190603,22.8166666666667,NA,1.74166666666667,NA,NA,40.5,22,3,4,0
"885",20190604,22.8333333333333,NA,2.14166666666667,NA,NA,30,19,2,3,0
"886",20190605,22.8791666666667,NA,1.80833333333333,NA,NA,52,33,5,5,1
"887",20190606,21.2875,0.822222222222222,1.21666666666667,NA,0,60,38,5,6,1
"888",20190607,20.0125,2.52857142857143,1.93333333333333,NA,1,13,8,1,1,0
"889",20190608,21.6958333333333,NA,1.3625,NA,NA,26,16,2,3,0
"890",20190609,21.85,0.625,1.80833333333333,NA,0,37,29,3,5,1
"891",20190610,18.4083333333333,0.95,1.51666666666667,NA,0,11,5,1,1,0
"892",20190611,20.4958333333333,NA,1.49166666666667,NA,NA,13,7,1,1,0
"893",20190612,21.5583333333333,NA,1.83333333333333,NA,NA,33,17,3,3,0
"894",20190613,22.7958333333333,NA,1.71666666666667,NA,NA,32,19,3,3,0
"895",20190614,22.9458333333333,NA,1.7875,NA,NA,34,22,3,4,0
"896",20190615,22.0125,2.1,2.5375,NA,1,38,20.5,3,3,0
"897",20190616,21.6625,NA,1.6375,NA,NA,17,10,2,2,0
"898",20190617,21.7916666666667,0,2.33333333333333,NA,0,24.5,15,2,2,0
"899",20190618,20.6166666666667,0.92,1.46666666666667,NA,0,32.5,20.5,3,3,0
"900",20190619,21.3666666666667,0.0285714285714286,1.85833333333333,NA,0,34,24.5,3,4,0
"901",20190620,22.75,NA,1.84583333333333,NA,NA,28.5,19,2,3,0
"902",20190621,22.0458333333333,0.1,1.74166666666667,NA,0,27,18,2,3,0
"903",20190622,23.9041666666667,NA,1.5375,NA,NA,13,6,1,1,0
"904",20190623,24.8833333333333,NA,1.75,NA,NA,12,7,1,1,0
"905",20190624,25.3625,NA,1.85833333333333,NA,NA,23,13,2,2,0
"906",20190625,25.475,NA,1.64583333333333,NA,NA,32,20.5,3,3,0
"907",20190626,25.3541666666667,0,1.3125,NA,0,35,24,3,4,0
"908",20190627,25.5375,0.2,1.45416666666667,NA,0,19.5,14,2,2,0
"909",20190628,24.9583333333333,0,1.71666666666667,NA,0,43,32,4,5,1
"910",20190629,23.0375,0.15,1.07083333333333,NA,0,26,19,2,3,0
"911",20190630,23.9833333333333,0,2.34166666666667,NA,0,32.5,25,3,4,0
"912",20190701,23.9666666666667,NA,2.29166666666667,NA,NA,35,25,3,4,0
"913",20190702,24.2875,NA,2.25833333333333,NA,NA,31,22,3,4,0
"914",20190703,24.175,NA,1.79166666666667,NA,NA,33,24,3,4,0
"915",20190704,25.3541666666667,NA,2.0375,NA,NA,32,21,3,4,0
"916",20190705,27.2958333333333,0,1.45416666666667,NA,0,35,22,3,4,0
"917",20190706,29.8666666666667,0,1.54166666666667,NA,0,30,21,2,4,0
"918",20190707,26.8583333333333,NA,2.26666666666667,NA,NA,18,12,2,2,0
"919",20190708,25.125,NA,1.9625,NA,NA,10,5,1,1,0
"920",20190709,25.1125,NA,1.8375,NA,NA,11,6,1,1,0
"921",20190710,22.7875,0.82,2.125,NA,0,11,6,1,1,0
"922",20190711,21.7875,0.228571428571429,1.29583333333333,NA,0,8,3,1,1,0
"923",20190712,23.4666666666667,0,2.00416666666667,NA,0,14,8,1,1,0
"924",20190713,24.8708333333333,0,1.65833333333333,NA,0,32,25,3,4,0
"925",20190714,25.7583333333333,NA,1.65,NA,NA,42,36,4,5,1
"926",20190715,23.8708333333333,1.08571428571429,1.05,NA,1,42,31.5,4,5,1
"927",20190716,24.3583333333333,1.28,1.38333333333333,NA,1,34,24,3,4,0
"928",20190717,25.5416666666667,0.7,1.17916666666667,NA,0,60,47,5,6,1
"929",20190718,27.0416666666667,NA,1.12083333333333,NA,NA,64,53,5,7,1
"930",20190719,28.375,0,1.44583333333333,NA,0,33,25,3,4,0
"931",20190720,28.3083333333333,0.122222222222222,2.09583333333333,NA,0,9,5,1,1,0
"932",20190721,25.2583333333333,0.413333333333333,2.27083333333333,NA,0,15,9.5,1,2,0
"933",20190722,26.6833333333333,0.0333333333333333,2.13333333333333,NA,0,43,32,4,5,1
"934",20190723,27.9041666666667,NA,1.7375,NA,NA,28,17,2,3,0
"935",20190724,26.4416666666667,0.0666666666666667,1.59166666666667,NA,0,23.5,15,2,2,0
"936",20190725,26.3541666666667,0.646666666666667,1.25,NA,0,24,17,2,3,0
"937",20190726,25.0583333333333,3,1.72083333333333,NA,1,18,13,2,2,0
"938",20190727,28.1,0.1,1.15,NA,0,19,13,2,2,0
"939",20190728,26.3083333333333,1.28,2.00416666666667,NA,1,15,9.5,1,2,0
"940",20190729,27.4208333333333,0.166666666666667,2.6625,NA,0,15,8,1,1,0
"941",20190730,28.0416666666667,0.171428571428571,3.44583333333333,NA,0,19,11,2,2,0
"942",20190731,25.8708333333333,3.11,2.29583333333333,NA,1,17,9,2,2,0
"943",20190801,26.4125,2.25,1.69583333333333,NA,1,14,9,1,2,0
"944",20190802,28.375,NA,1.25833333333333,NA,NA,20,12,2,2,0
"945",20190803,29.4041666666667,1,1.3625,NA,1,22,14,2,2,0
"946",20190804,28.4583333333333,2.86666666666667,1.2125,NA,1,29,21,2,4,0
"947",20190805,30.3125,NA,1.1375,NA,NA,41,30,4,5,1
"948",20190806,31.7208333333333,NA,1.55416666666667,NA,NA,30,22,2,4,0
"949",20190807,26.9833333333333,0.666666666666667,1.175,NA,0,20,13,2,2,0
"950",20190808,28.8166666666667,0,1.56666666666667,NA,0,42,30,4,5,1
"951",20190809,29.8125,NA,1.30833333333333,NA,NA,28,19,2,3,0
"952",20190810,31.4041666666667,NA,1.55,NA,NA,22.5,14,2,2,0
"953",20190811,30.7041666666667,0.68,2.48333333333333,NA,0,18,11,2,2,0
"954",20190812,26.5291666666667,2.70454545454545,1.27916666666667,NA,1,18,13,2,2,0
"955",20190813,29.1791666666667,6.4,1.375,NA,1,25,15,2,2,0
"956",20190814,30.2833333333333,NA,1.525,NA,NA,21,12,2,2,0
"957",20190815,26.3083333333333,1.62,1.33333333333333,NA,1,9,5,1,1,0
"958",20190816,25.8083333333333,0.0333333333333333,2.2125,NA,0,18,9,2,2,0
"959",20190817,26.025,0,2.6375,NA,0,33,20.5,3,3,0
"960",20190818,25.6333333333333,NA,1.64166666666667,NA,NA,23,14,2,2,0
"961",20190819,26.1458333333333,NA,1.04583333333333,NA,NA,26,16,2,3,0
"962",20190820,27.9541666666667,NA,1.34166666666667,NA,NA,30,20,2,3,0
"963",20190821,27.1666666666667,0.216666666666667,1.29166666666667,NA,0,30.5,22,2,4,0
"964",20190822,26.7583333333333,NA,1.64583333333333,NA,NA,39,26,3,5,1
"965",20190823,26.3541666666667,NA,2.125,NA,NA,33,19,3,3,0
"966",20190824,23.9583333333333,NA,1.41666666666667,NA,NA,23,11,2,2,0
"967",20190825,24.7041666666667,NA,1.625,NA,NA,21.5,13,2,2,0
"968",20190826,26.275,NA,1.2875,NA,NA,26,16,2,3,0
"969",20190827,25.7291666666667,2.85714285714286,0.941666666666667,NA,1,27,18,2,3,0
"970",20190828,26.0041666666667,NA,2.025,NA,NA,31,20,3,3,0
"971",20190829,23.5875,6.15,2.14166666666667,NA,1,29,20,2,3,0
"972",20190830,22.6166666666667,0.05,2.38333333333333,NA,0,20,10,2,2,0
"973",20190831,23.4041666666667,NA,1.90833333333333,NA,NA,20,10,2,2,0
"974",20190901,23.6291666666667,NA,1.40416666666667,NA,NA,21,13,2,2,0
"975",20190902,24.35,NA,1.5125,NA,NA,27,15,2,2,0
"976",20190903,24.1708333333333,0,2.26666666666667,NA,0,23,14,2,2,0
"977",20190904,22.7875,1.51333333333333,2.5125,NA,1,9,4,1,1,0
"978",20190905,23.1041666666667,3.03333333333333,2.0125,NA,1,11,6,1,1,0
"979",20190906,25.0416666666667,0.342857142857143,2.1,NA,0,16,8,2,1,0
"980",20190907,25.6708333333333,0.128571428571429,5.88333333333333,NA,0,NA,NA,NA,NA,NA
"981",20190908,24.6708333333333,0.05,2.07916666666667,NA,0,NA,NA,NA,NA,NA
"982",20190909,24.9166666666667,0,1.90833333333333,NA,0,37,26,3,5,1
"983",20190910,23.8833333333333,2.98095238095238,2.3875,NA,1,14,9,1,2,0
"984",20190911,24.3791666666667,1.025,3.06666666666667,NA,1,8,5,1,1,0
"985",20190912,21.2791666666667,0.354545454545455,2.74166666666667,NA,0,12,5,1,1,0
"986",20190913,22.9791666666667,0.05,1.6375,NA,0,13.5,6,1,1,0
"987",20190914,22.4541666666667,0.06,1.2375,NA,0,19,11,2,2,0
"988",20190915,24.0916666666667,NA,1.6875,NA,NA,16,10,2,2,0
"989",20190916,24.5791666666667,NA,2.1375,NA,NA,13.5,6,1,1,0
"990",20190917,23.4083333333333,NA,2.09583333333333,NA,NA,20,9,2,2,0
"991",20190918,21.4958333333333,NA,3.0625,NA,NA,34,13,3,2,0
"992",20190919,19.3875,NA,1.7375,NA,NA,29,11,2,2,0
"993",20190920,19.3833333333333,NA,1.975,NA,NA,24,10,2,2,0
"994",20190921,19.7166666666667,NA,1.975,NA,NA,16,7.5,2,1,0
"995",20190922,18.6375,0.05,3.55,NA,0,6.5,4,1,1,0
"996",20190923,20.1083333333333,NA,2.30416666666667,NA,NA,14.5,6,1,1,0
"997",20190924,19.7125,NA,1.83333333333333,NA,NA,25,12,2,2,0
"998",20190925,20.7666666666667,NA,1.40416666666667,NA,NA,31,16.5,3,3,0
"999",20190926,22.7291666666667,NA,1.70833333333333,NA,NA,28,16,2,3,0
"1000",20190927,22.9166666666667,NA,1.85,NA,NA,23,12,2,2,0
"1001",20190928,23.7375,NA,1.725,NA,NA,28.5,18,2,3,0
"1002",20190929,22.6583333333333,NA,1.68636363636364,NA,NA,38.5,25,3,4,0
"1003",20190930,22.4083333333333,NA,1.5125,NA,NA,51.5,33,5,5,1
"1004",20191001,22.9541666666667,NA,1.9,NA,NA,48,32,4,5,1
"1005",20191002,21.7791666666667,1.52142857142857,2.99166666666667,NA,1,24,17,2,3,0
"1006",20191003,22.375,0.64,2.81666666666667,NA,0,8.5,4,1,1,0
"1007",20191004,22.375,NA,2.12083333333333,NA,NA,27,16,2,3,0
"1008",20191005,19.2416666666667,0.12,2.88333333333333,NA,0,43,24,4,4,0
"1009",20191006,17.7458333333333,NA,2.9375,NA,NA,12,5,1,1,0
"1010",20191007,15.1083333333333,1.41111111111111,1.84583333333333,NA,1,11,7,1,1,0
"1011",20191008,15.0125,NA,2.49583333333333,NA,NA,24,10,2,2,0
"1012",20191009,13.6041666666667,NA,1.6375,NA,NA,25,9,2,2,0
"1013",20191010,14.7791666666667,NA,1.26666666666667,NA,NA,30.5,14,2,2,0
"1014",20191011,18.7291666666667,NA,1.9625,NA,NA,36,20.5,3,3,0
"1015",20191012,18.1166666666667,NA,3.50416666666667,NA,NA,25,12,2,2,0
"1016",20191013,17.05,NA,1.93333333333333,NA,NA,19,9,2,2,0
"1017",20191014,14.8,NA,2.375,NA,NA,30,15,2,2,0
"1018",20191015,14.2875,NA,1.70416666666667,NA,NA,17,9,2,2,0
"1019",20191016,14.425,NA,1.6875,NA,NA,26,17,2,3,0
"1020",20191017,15.5125,NA,1.69583333333333,NA,NA,28,19,2,3,0
"1021",20191018,16.8625,NA,2.49166666666667,NA,NA,16,11,2,2,0
"1022",20191019,17.1458333333333,NA,1.7,NA,NA,19,11,2,2,0
"1023",20191020,16.6791666666667,NA,1.24166666666667,NA,NA,38,27,3,5,1
"1024",20191021,16.9833333333333,NA,1.11666666666667,NA,NA,39,28,3,5,1
"1025",20191022,18.025,NA,1.70416666666667,NA,NA,36,26,3,5,1
"1026",20191023,16.9791666666667,NA,2.32916666666667,NA,NA,22,16,2,3,0
"1027",20191024,18.35,NA,2.625,NA,NA,27,19,2,3,0
"1028",20191025,16.9708333333333,0,2.2625,NA,0,23,13,2,2,0
"1029",20191026,10.4083333333333,NA,2.70833333333333,NA,NA,24,16,2,3,0
"1030",20191027,10.6416666666667,NA,1.7,NA,NA,24,17,2,3,0
"1031",20191028,12.6875,0.433333333333333,2.675,NA,0,32,22,3,4,0
"1032",20191029,13.0458333333333,0.25,2.4,NA,0,91,17,6,3,1
"1033",20191030,11.0208333333333,NA,1.65,NA,NA,24,12,2,2,0
"1034",20191031,14.225,NA,2.20833333333333,NA,NA,66,24,5,4,1
"1035",20191101,15.3,NA,1.8,NA,NA,86,34,6,5,1
"1036",20191102,13.35,NA,1.42083333333333,NA,NA,66,36,5,5,1
"1037",20191103,14.7375,NA,2.19583333333333,NA,NA,52,34,5,5,1
"1038",20191104,13.8666666666667,NA,2.15,NA,NA,14,8,1,1,0
"1039",20191105,12.4,NA,1.52916666666667,NA,NA,33,23,3,4,0
"1040",20191106,10.95,NA,1.8625,NA,NA,48,36,4,5,1
"1041",20191107,9.57916666666667,NA,2.57083333333333,NA,NA,45,27,4,5,1
"1042",20191108,6.74583333333333,NA,1.9,NA,NA,38,18,3,3,0
"1043",20191109,9.3625,NA,1.62083333333333,NA,NA,40,23,3,4,0
"1044",20191110,9.7875,11.8,2.09583333333333,NA,1,41,30,4,5,1
"1045",20191111,11.3583333333333,0.275,2.475,NA,0,27,18,2,3,0
"1046",20191112,9.33333333333333,NA,1.2875,NA,NA,38,25.5,3,4,0
"1047",20191113,7.75416666666667,2.5,2.775,NA,1,35,25,3,4,0
"1048",20191114,1.52083333333333,NA,3.09166666666667,NA,NA,17,5,2,1,0
"1049",20191115,5.3,2.68571428571429,2.05833333333333,NA,1,23,13,2,2,0
"1050",20191116,6.85833333333333,NA,1.575,NA,NA,31,20,3,3,0
"1051",20191117,7.8125,4.5,3.05416666666667,NA,1,27.5,15,2,2,0
"1052",20191118,5.53333333333333,5.93333333333333,3.64583333333333,NA,1,77,13,6,2,1
"1053",20191119,0.445833333333333,0,2.71666666666667,NA,0,30,9,2,2,0
"1054",20191120,0.466666666666667,NA,1.65,NA,NA,22,10,2,2,0
"1055",20191121,3.625,NA,1.85416666666667,NA,NA,37,18,3,3,0
"1056",20191122,9.52916666666667,NA,2.25833333333333,NA,NA,45,21,4,4,0
"1057",20191123,11.9208333333333,NA,1.725,NA,NA,34.5,18,3,3,0
"1058",20191124,10.3833333333333,1.26666666666667,2.10416666666667,NA,1,31,19,3,3,0
"1059",20191125,2.14583333333333,NA,2.6125,NA,NA,26,14,2,2,0
"1060",20191126,6.3875,NA,1.9,NA,NA,26,15,2,2,0
"1061",20191127,3.47083333333333,NA,2.8,NA,NA,39,21,3,4,0
"1062",20191128,3.5125,NA,1.92083333333333,NA,NA,37.5,20,3,3,0
"1063",20191129,1.49583333333333,NA,2.125,NA,NA,45,23,4,4,0
"1064",20191130,3.79166666666667,NA,1.7375,NA,NA,46,28,4,5,1
"1065",20191201,4.89583333333333,0.471428571428571,1.55416666666667,NA,0,41,28,4,5,1
"1066",20191202,0.333333333333333,0,3.20833333333333,NA,0,23,13,2,2,0
"1067",20191203,-0.025,0,1.46666666666667,NA,0,29,16,2,3,0
"1068",20191204,2.34583333333333,0.3,1.91666666666667,NA,0,29,15,2,2,0
"1069",20191205,-3.69583333333333,NA,3.2,NA,NA,26,14,2,2,0
"1070",20191206,-6.2,NA,1.7625,NA,NA,NA,NA,NA,NA,NA
"1071",20191207,-2.50416666666667,0.0333333333333333,1.69166666666667,0,0,NA,NA,NA,NA,NA
"1072",20191208,-1.03333333333333,NA,1.49583333333333,NA,NA,NA,NA,NA,NA,NA
"1073",20191209,2.52916666666667,0,2.45,NA,0,NA,NA,NA,NA,NA
"1074",20191210,8.12083333333333,0.85,1.22083333333333,NA,0,NA,NA,NA,NA,NA
"1075",20191211,6.94583333333333,0.1,3.2625,NA,0,NA,NA,NA,NA,NA
"1076",20191212,-0.520833333333333,NA,1.91818181818182,NA,NA,NA,NA,NA,NA,NA
"1077",20191213,1.50833333333333,NA,1.83333333333333,NA,NA,NA,NA,NA,NA,NA
"1078",20191214,2.96666666666667,0.5,2.4,NA,0,NA,NA,NA,NA,NA
"1079",20191215,4.97083333333333,NA,1.98571428571429,NA,NA,NA,NA,NA,NA,NA
"1080",20191216,7.3375,NA,1.85,NA,NA,NA,NA,NA,NA,NA
"1081",20191217,8.27916666666667,3.26666666666667,2.3125,NA,1,NA,NA,NA,NA,NA
