"","date","dist","m20","m25","m30","m35","m40","m45","m50","m55","f20","f25","f30","f35","f40","f45","f50","f55"
"1736","20180204",1119074050006,-146,-314.651264298615,-579.165562913907,-632.366646598435,-421.811709813365,-565.335189644792,-273.356110776641,-426.009030704395,-5,-56,-160,-186,-136,-159,-144,-217
"1737","20180204",1121052010001,422,-262.756133828996,-198.461453440177,-582.967903890981,-241.051063829787,-250.418586984047,159.987871674491,-148.783826806749,-256,-514,-229,-131,-63,-89,-33,-103
"1738","20180204",1122060020102,55,-44.6450933172787,-261.044551475015,-379.385761589404,-401.804635761589,-400.685279951836,-256.89238410596,-151.516556291391,69,12,-85,-216,-176,-188,-22,-86.5
"1739","20180204",1123051010203,-88,-173.856299212598,-450.356313131313,-537.659519725558,-326.200431034483,15.6749585406302,-160.693571428571,-91.7400662251656,-247,-812,-489,-263,311,161,-149,-83
"1740","20180204",1123058040001,27,-181.650662251656,-323.421131848284,-246.868452739314,-193.740668272125,-99.5058699578567,-96.9319686935581,-22.2596327513546,-38,-368,-78,-73,-18,76,125,62
"1741","20180204",1123063020012,-78.5,321.376064333018,167.912015137181,-38.2538631346578,138.148770104068,-62.0208136234626,275.475717439294,26.9503311258278,-236,79.5,-107.5,209,-154,-127.5,-88,217
"1742","20180204",1124077030001,492,1694.52874774232,1318.51670680313,950.048615291993,351.244882600843,286.168121613486,-89.580373269115,-82.4372366044552,1546,1902,1838,581,474,159,180,69
"1743","20180204",1124080020103,51,148.336393738712,68.3129139072847,607.989915713425,361.96508127634,162.812311860325,-7.53807947019868,74.8606261288381,563.5,575,778,854,659,638,646,606.5
"1744","20180204",1125073030007,392,50.1550270921132,-56.7936484045755,-238.46357615894,-279.376429861529,-79.8788380493679,49.4211318482842,-131.823449729079,259,-79,-404,-319,-154,-287,120,-259
"1745","20180210",1102052020001,81,551.00090307044,662.766405779651,638.825406381698,541.228627332932,386.799518362432,100.656231186033,113.9634256472,211,1030,279.5,277,198,489,306.5,578
