"","date","dist","m20","m25","m30","m35","m40","m45","m50","m55","f20","f25","f30","f35","f40","f45","f50","f55"
"753","20170617",1102052020001,-65,500.924393939394,727.785909090909,559.33,358.198484848485,307.697575757576,140.205606060606,239.525606060606,-32,402,393.5,81,296,207,404,1006
"754","20170617",1108068010002,64,42.2735628342247,-357.517150890347,-26.4579295493002,-315.907363793374,-148.343231308055,-41.5127866688665,-50.0462750246144,-252,-395,-297,-103,-193,-280,-138,435
"755","20170617",1109071040006,-18,-125.103333333333,-197.005909090909,-194.633636363636,-131.589848484848,-91.9395454545455,-58.0109090909091,5.62666666666667,-247,-378,-224,-108,-35,14,-33,78
"756","20170617",1111066030001,616.5,228.699545454546,-409.319090909091,-478.811666666667,-517.161818181818,-276.073484848485,-343.130909090909,-396.383636363636,689.5,-324,-419,-216,-208,41,-6,-174
"757","20170617",1113075030009,-562,-561.555,-825.112424242424,-355.280303030303,-15.805,-35.5845454545454,107.503333333333,198.070909090909,-770,-1098,-545,150,298,297.5,221.5,325
"758","20170617",1115051010002,-51,-268.606708595388,-505.190384615385,-391.989256198347,-453.859731543624,-531.014023372287,-300.011722912966,-228.286070686071,-33,-298,-512,-449,-598.5,-397,-254,-304
"759","20170617",1117051030002,105,-458.975413568068,-412.583939393939,-154.789848484849,-455.618464437117,-362.249164145837,-260.068542568543,-182.554523335545,-110,-423,-184,-56,-143,-26,10,-551
"760","20170617",1119074050006,-300,-415.824090909091,-533.516666666667,-715.018333333333,-309.885,-229.356212121212,-205.143333333333,-82.8515151515151,-202,-309,-223,-285,-189,-172,-146,-264
"761","20170617",1121052010001,35,-134.799242424242,-385.453430005577,-277.857244318182,-205.76254180602,-451.347107438017,-328.946428571429,-129.84907325684,-119,-202,-38,-346,147,66,-175,-272
"762","20170617",1122060020102,114,99.8087878787879,-52.8909090909091,-147.530454545455,-264.467272727273,-261.337575757576,-106.858787878788,-17.9640909090909,91,140,60,-24,35,61,106,59
"763","20170617",1123051010203,-294,-122.066791510612,-313.857075471698,-256.087593984962,-259.265694682676,71.5690235690236,19.3941391941392,-84.355036384527,-222,-648,-593,-207,158,161,-56,-83
"764","20170617",1123058040001,-139,-265.045,-419.654545454546,-391.591060606061,-363.325909090909,-261.905606060606,-135.871363636364,14.2086363636364,-285,-497,-333,-256,-108,-107,-60,24
"765","20170617",1123063020012,438,331.339285714286,239.315,202.18619047619,71.835,98.2133333333333,138.705,-305.792642140468,300,331,352,303,120,-254.5,328.5,320
"766","20170617",1124077030001,1587,1458.55106060606,1415.91833333333,1090.42166666667,574.59,436.514696969697,264.277878787879,396.153484848485,1924,2154,2254,1381,374,583,489,943
"767","20170617",1124080020103,97,561.851515151515,399.598181818182,519.782727272727,382.890454545455,213.891666666667,77.945,151.138636363636,572,998,1291,1287,1079,744,638,704
"768","20170617",1125073030007,469,-447.058787878788,-56.8595454545454,-471.740151515151,-185.740909090909,-421.221818181818,-271.105,-259.728484848485,213,92,202,-421,-107,-309,-297,-325
"769","20170618",1102052020001,-155,529.378939393939,489.240454545454,318.875454545454,148.562121212121,44.9703030303031,-64.1580303030303,-61.0198484848485,-41,320,-33.5,-75,-14,-191,-154,394
"770","20170618",1108068010002,105,-34.5446189839572,-395.698969072165,-88.0942931856637,-299.816454702465,-226.979594944419,-41.3309684870483,-89.1371841155234,-409,-273,-223,-651,-527,-511,-181,398
"771","20170618",1109071040006,41,-69.6487878787879,-128.187727272727,-147.724545454545,-66.4080303030303,-53.485,-37.3745454545455,7.1721212121212,-192,-356,-191,-4,41,23,-11,70
"772","20170618",1111066030001,587.5,296.426818181818,-333.591818181818,-562.357121212121,-584.98,-430.800757575758,-439.676363636364,-349.110909090909,579.5,-390,-434,-288,-235,2,-219,-252
"773","20170618",1113075030009,-562,-517.736818181818,-780.930606060606,-187.55303030303,-16.3504545454546,22.5063636363636,211.130606060606,33.0709090909091,-770,-1023,-374,2,249,222,241,365
"774","20170618",1115051010002,-155,-419.740041928721,-461.890384615385,-447.039256198347,-402.209731543624,-427.414023372287,-356.061722912966,-148.436070686071,-145.5,-428.5,-355.5,-338.5,-470,-338.5,-166.5,-182.5
"775","20170618",1117051030002,127,-524.702686295341,-466.402121212121,-133.426212121212,-353.709373528026,-244.976436873109,-150.523088023088,-145.827250608272,-169,-353,-191,-46,-173,-42,-8,-102
"776","20170618",1119074050006,-265,-460.278636363636,-547.243939393939,-658.745606060606,-573.430454545454,-383.265303030303,-83.8706060606061,-220.124242424242,-161,-365,-306,-300,-188,-173,-139,-279
"777","20170618",1121052010001,97,-210.526515151515,-286.453430005577,-304.584517045455,-192.307996351475,-492.619834710744,-437.719155844156,-124.771151178918,26,-254,48,-357,119,11,-102,-229
"778","20170618",1122060020102,299,204.717878787879,39.7454545454545,-80.5304545454545,-173.376363636364,-155.155757575758,29.3230303030303,72.2177272727272,277,252,157,45,135,190,197,163
"779","20170618",1123051010203,-144.5,-274.011235955056,-290.432075471698,-244.151230348599,-220.656603773585,92.023569023569,-49.4153846153847,-94.7836078130985,87,-205,-387,-163,158,147.5,63,19
"780","20170618",1123058040001,-117,-260.772272727273,-432.2,-443.591060606061,-362.871363636364,-232.451060606061,-153.053181818182,-80.8822727272727,-263,-529,-319,-228,-116,-83,-87,-45
"781","20170618",1123063020012,392.5,260.196428571429,196.848333333333,127.376666666667,291.751666666667,-119.161666666667,102.538333333333,NA,74,245.5,355,346,58,-265,328.5,402
"782","20170618",1124077030001,1340,1599.18742424242,1056.5546969697,1092.05803030303,503.408181818182,555.969242424242,151.641515151515,198.789848484849,2194,2015,1855,1219,348,311,267,649
"783","20170618",1124080020103,396,541.487878787879,393.052727272727,746.237272727273,248.254090909091,127.346212121212,88.3995454545454,17.8659090909091,7,1060,794,895,692,659,400,658
"784","20170618",1125073030007,314,-483.87696969697,-326.495909090909,-375.194696969697,-467.013636363636,-401.04,-273.105,-236.546666666667,213,13,-372,-305,338,-332,-253,-302
"785","20170624",1102052020001,31,855.924393939394,810.149545454545,569.511818181818,436.198484848485,329.061212121212,119.84196969697,289.071060606061,372,625,213.5,399,-128,375,305,765
"786","20170624",1108068010002,70,-49.4537098930481,-330.789878163074,-50.5488386402092,-285.998272884283,-93.1614131262373,-89.6946048506847,-64.9553659337053,-860,-367,-192,-121,-156,-66,-84,401
"787","20170624",1109071040006,-7,-179.648787878788,-157.915,-138.815454545455,-162.771666666667,-89.485,-89.0109090909091,-35.6460606060606,-247,-400,-158,-55,-3,-24,-33,50
"788","20170624",1111066030001,608.5,398.790454545455,-327.319090909091,-476.902575757576,-541.434545454546,-419.437121212121,-375.949090909091,-408.565454545454,558.5,-403,-373,-261,33,-197,-41,-224
"789","20170624",1113075030009,-635,-548.100454545455,-787.748787878788,-331.371212121212,-12.805,-69.4027272727272,215.625555555556,176.424444444444,-797,-1035,-443,193,298,281,281,325
"790","20170624",1115051010002,-51,-336.406708595388,-272.990384615385,-377.589256198347,-503.859731543624,-511.814023372287,-300.411722912966,-132.486070686071,-33,-594,-512,-548,-560,-484,-352,-315
"791","20170624",1117051030002,127,-496.157231749886,-406.583939393939,-52.7898484848485,-421.618464437117,-380.249164145837,-235.886724386724,-132.372705153727,-151,-972,-146,-32,-133,-39,30,-528
"792","20170624",1119074050006,-228,-405.824090909091,-532.971212121212,-634.018333333333,-626.975909090909,-521.992575757576,-286.961515151515,-304.942424242424,-51,-182,-217,-277,-151,-114,-111,-205
"793","20170624",1121052010001,60,-184.253787878788,-329.453430005577,-427.402698863636,-46.2170872605655,-557.347107438017,-228.746428571429,-279.394527802295,-40,-307,-38,-314,147,66,-218,-305
"794","20170624",1122060020102,269,222.536060606061,10.8363636363636,-145.803181818182,-230.74,-278.246666666667,-76.4951515151515,-28.6913636363636,286,273,122,-32,63,51,96,28
"795","20170624",1123051010203,-99,-382.14759959142,-419.303504043127,-167.912593984962,-222.481603773585,-15.976430976431,-31.748717948718,-72.6407506702413,-321,-663,-618,-315,50.5,-111,-203,-170
"796","20170624",1123058040001,-95,-230.317727272727,-426.836363636364,-407.954696969697,-389.416818181818,-287.178333333333,-144.416818181818,-59.155,-382,-522,-371,-228,-116,-113,-78,-76
"797","20170624",1123063020012,347,447.339285714286,275.481666666667,247.293333333333,254.156428571429,17.8383333333333,134.871666666667,-227.125975473802,463,252,282,243,182,-188,346.5,402
"798","20170624",1124077030001,1728,1784.36924242424,1290.46378787879,987.239848484848,792.408181818182,528.514696969697,185.368787878788,580.153484848485,2522,3073,2261,1546,256,541,243,661
"799","20170624",1124080020103,142,642.033333333333,376.961818181818,809.51,404.708636363636,241.346212121212,121.035909090909,165.593181818182,975,1164,1520,1457,1097,684,678,872
"800","20170624",1125073030007,314,-290.695151515152,-156.677727272727,-255.92196969697,-324.65,-427.312727272727,-248.832272727273,-262.546666666667,213,13,-323,-402,216,-320,-275,-313
"801","20170625",1102052020001,-114,478.197121212121,540.785909090909,408.875454545454,308.289393939394,163.24303030303,14.9328787878788,-71.0198484848485,60,353,-271.5,72,-9,-168,59,393
"802","20170625",1108068010002,86,3.00083556149741,-370.244423617619,-27.0942931856638,-399.998272884283,-153.706867671692,-72.9673321234119,-89.0462750246144,-123,-209,-258,-184,-518,-113,-221,-73
"803","20170625",1109071040006,121,-24.739696969697,-84.824090909091,-108.27,-90.135303030303,-44.9395454545455,-66.92,1.80848484848485,-159,-313,-268,-23,41,-34,65,110
"804","20170625",1111066030001,604.5,384.517727272727,-358.319090909091,-590.811666666667,-602.343636363636,-433.073484848485,-422.130909090909,-448.292727272727,674.5,-376,-472,-338,-321,14,-279,-300
"805","20170625",1113075030009,-610,-555.918636363636,-747.930606060606,-384.098484848485,39.8313636363636,20.7790909090909,95.9033333333333,213.98,-811,-1023,-506,150,298,281,281,263
"806","20170625",1115051010002,-153,-350.406708595388,-526.057051282051,-458.289256198347,-415.959731543624,-413.164023372287,-224.811722912966,-192.436070686071,-239.5,-511,-378.5,-385,-435.5,-412.5,-161.5,-198.5
"807","20170625",1117051030002,139,-400.975413568068,-350.674848484848,-162.426212121212,-290.618464437117,-370.430982327655,-164.523088023088,-101.009068790091,-7,-432,-159,-38,-206,-35,-43,-557
"808","20170625",1119074050006,-187,-399.096818181818,-502.15303030303,-659.472878787879,-639.339545454545,-450.992575757576,-48.3251515151515,-348.306060606061,-101,-210,-241,-291,-174,-161,-127,-255
"809","20170625",1121052010001,8,-140.708333333333,-288.18070273285,-296.675426136364,-115.217087260566,-559.392561983471,-385.846428571429,-404.303618711386,-73,-286,36,-357,163,88,-132,-272
"810","20170625",1122060020102,332,271.081515151515,-4.07272727272726,-57.1668181818181,-147.467272727273,-205.246666666667,20.7775757575757,51.6722727272727,324,220,150,49,143,143,135,163
"811","20170625",1123051010203,-190,-149.602145045965,-249.277530017153,-154.56537176274,-257.174785591767,-49.976430976431,-26.0214452214452,22.8592493297587,87,-297,-298,-119,233,75,63,-83
"812","20170625",1123058040001,-21,-211.772272727273,-386.2,-363.954696969697,-390.780454545455,-271.814696969697,-138.325909090909,-50.5186363636363,-294,-488,-354,-210,-112,-83,-68,9
"813","20170625",1123063020012,-63,87.7916666666667,232.815,308.043333333333,74.4183333333333,-135.447380952381,127.538333333333,-305.792642140468,63,160,373.5,294.5,58,-237.5,328.5,320
"814","20170625",1124077030001,1471,1662.27833333333,1149.19106060606,968.694393939394,651.317272727273,435.060151515151,86.7324242424243,238.244393939394,2610,3092,1667,1956,308,240,290,472
"815","20170625",1124080020103,-25,654.669696969697,354.143636363636,691.055454545454,361.708636363636,72.0734848484848,97.945,57.4113636363636,343,1006,810,1391,633,570,579,627
"816","20170625",1125073030007,-227,-504.240606060606,-50.5868181818182,-518.012878787879,-434.468181818182,-359.04,-267.105,-232.546666666667,137,92,-372,-402,-165,-332,-275,-336
"817","20170701",1102052020001,83,855.560757575758,562.331363636364,499.784545454545,520.380303030303,380.879393939394,124.205606060606,163.343787878788,486,259,348.5,305,182,325,195,977
"818","20170701",1108068010002,39,-25.4537098930481,-382.517150890347,-52.7306568220274,-320.452818338829,-114.070504035328,-88.4218775779574,-63.5917295700689,-221,-323,-238,-166,-212,-68,-213,356
"819","20170701",1109071040006,-30,-164.376060606061,-180.096818181818,-213.27,-144.044393939394,-112.757727272727,-139.92,-87.4642424242424,-317,-400,-213,-76,-13,-24,11,70
"820","20170701",1111066030001,734.5,388.517727272727,-266.319090909091,-505.266212121212,-531.98,-424.982575757576,-359.767272727273,-405.747272727273,1016.5,3,-105,-227,-199,37,-40,-3
"821","20170701",1113075030009,-648,-579.009545454545,-772.748787878788,-309.916666666667,-32.9868181818182,9.50636363636363,155.736666666667,244.58,-770,-1082,-123,150,249,251.5,241,263
"822","20170701",1115051010002,-310,-266.206708595388,-528.390384615385,-545.989256198347,-476.859731543624,-384.414023372287,-323.011722912966,-161.936070686071,-33,-405,-442,-482,-587.5,-418,-297,-293
"823","20170701",1117051030002,70,-612.248140840795,-437.49303030303,-108.698939393939,-376.34573716439,-310.067345964018,-243.977633477634,-186.372705153727,-189,-967,-180,-69,-196,-39,11,-540
"824","20170701",1119074050006,-210,-416.005909090909,-514.062121212121,-750.472878787879,-593.430454545454,-590.992575757576,-322.961515151515,-395.760606060606,-86,-164,-164,-247,-161,-143,-105,-205
"825","20170701",1121052010001,130,-209.981060606061,-327.18070273285,-189.857244318182,-234.76254180602,-481.074380165289,-294.546428571429,-307.667255075022,-157,-318,28,-399,147,66,-273,-283
"826","20170701",1122060020102,238,143.081515151515,-80.1636363636364,-188.075909090909,-263.285454545455,-230.701212121212,-101.040606060606,-24.2368181818182,166,112,84,-32,10,98,86,28
"827","20170701",1123051010203,-294,-279.177902621723,-312.982075471698,-224.232038429407,-274.801048218029,-36.4309764309764,-122.082051282051,-94.6407506702413,-343,-604,-582,-207,-35,75,-56,-126.5
"828","20170701",1123058040001,-42,-278.317727272727,-384.109090909091,-381.136515151515,-381.780454545455,-280.54196969697,-95.5077272727273,-1.97318181818179,-294,-497,-336,-243,-137,-165,-116,0
"829","20170701",1123063020012,438,270.25,126.79119047619,125.043333333333,84.71,85.5883333333333,152.824047619048,-305.792642140468,300,252,338.5,243,174,-204.5,314,455
"830","20170701",1124077030001,1684,1826.9146969697,1195.37287878788,1061.7853030303,721.59,496.787424242424,129.459696969697,311.335303030303,2217,2549,2329,1562,475,587,413,617
"831","20170701",1124080020103,395,602.942424242424,705.689090909091,588.51,440.345,244.891666666667,82.945,142.865909090909,836,1611,879,1308,1090,744,643,689
"832","20170701",1125073030007,-250,-114.058787878788,-264.495909090909,-417.649242424242,-434.195454545455,-413.494545454545,-302.286818181818,-264.546666666667,273,13,-351,-368,216,-309,-275,-302
"833","20170702",1102052020001,-150,467.742575757576,418.058636363636,327.057272727273,164.107575757576,142.788484848485,-114.794393939394,-67.4743939393939,-99,109,18.5,-1,-12,-277,-179,549
"834","20170702",1108068010002,30,104.364471925134,-334.698969072165,-353.367020458391,-404.543727429738,-330.252322217146,-45.5127866688665,-62.5917295700689,-300,-259,-189,-218,-511,-494,-530,395
"835","20170702",1109071040006,7,-101.739696969697,-145.915,-153.724545454545,-70.4989393939394,1.42409090909092,-34.0109090909091,44.5357575757576,-203,-313,-136,-97,8,-34,75,39
"836","20170702",1111066030001,440.5,347.972272727273,-385.046363636364,-495.811666666667,-622.798181818182,-500.164393939394,-420.130909090909,-434.292727272727,564.5,-502,-473,-386,-323,-230,-66,-241
"837","20170702",1113075030009,-648,-565.464090909091,-785.476060606061,-333.371212121212,-41.8959090909091,-43.9481818181818,190.514444444444,195.707272727273,-797,-988,-53,90,298,136,281,263
"838","20170702",1115051010002,-124,-398.740041928721,-449.640384615385,-470.789256198347,-410.459731543624,-370.664023372287,-222.311722912966,-149.436070686071,-372,-493.5,-339,-338.5,-568,-342,-127,-136
"839","20170702",1117051030002,120,-575.248140840795,-407.49303030303,-198.426212121212,-324.254828073481,-292.794618691291,-150.250360750361,-153.827250608272,-102,-406,-184,-53,-198,-74,-47,-164
"840","20170702",1119074050006,-216,-430.824090909091,-551.880303030303,-715.018333333333,-507.612272727273,-257.356212121212,-25.1433333333333,-317.669696969697,-75,-288,-219,-262,-172,-174,-140,-255
"841","20170702",1121052010001,130,-146.890151515152,-287.998884551032,-292.311789772727,-129.76254180602,-544.892561983471,-391.173701298701,-379.121800529568,4,-232,-82,-410,128,55,-153,-272
"842","20170702",1122060020102,341,244.445151515151,25.1090909090909,-100.530454545455,-162.012727272727,-177.155757575758,6.95939393939392,67.8540909090909,341,228,181,66,125,143,204,222
"843","20170702",1123051010203,19.5,-330.211235955056,-272.822984562607,-200.423957621326,-275.447512864494,31.3690235690236,-153.748717948718,-44.2657506702413,35,-297,-228,-16,158,75,63,-32
"844","20170702",1123058040001,-72,-232.317727272727,-401.836363636364,-373.045606060606,-338.053181818182,-294.723787878788,-97.235,-38.0640909090909,-244,-538,-354,-198,-141,-77,-44,-87
"845","20170702",1123063020012,156,316.125,323.048333333333,237.876666666667,24.9183333333333,-18.3283333333334,158.538333333333,-305.792642140468,63,160,237.5,229,-157,-254,294,402
"846","20170702",1124077030001,1682,1648.64196969697,1257.64560606061,896.785303030303,456.680909090909,374.605606060606,159.096060606061,248.335303030303,2215,2108,1918,1455,89,221,167,463
"847","20170702",1124080020103,92,503.306060606061,474.961818181818,566.146363636364,424.617727272727,43.7098484848485,22.2177272727272,85.1386363636364,282,767,1285,816,958,645,650,820
"848","20170702",1125073030007,-250,-349.604242424242,-310.677727272727,-359.012878787879,-450.104545454545,-382.04,-244.105,-218.546666666667,213,13,-390,-368,298,-309,-275,-302
"849","20170708",1102052020001,-74,732.378939393939,639.513181818182,654.693636363636,446.834848484849,422.152121212121,96.8419696969697,164.343787878788,64,405,330.5,94,101,102,31,874
"850","20170708",1108068010002,-69,51.5462901069519,-329.880787253983,-52.367020458391,-338.907363793374,-129.343231308055,-99.058241214321,-55.0462750246144,-380,-350,-227,-226,-527,-83,-70,382
"851","20170708",1109071040006,41,-106.103333333333,-237.733181818182,-167.997272727273,-127.044393939394,-87.8486363636364,-65.1927272727273,-48.7369696969697,-203,-356,-246,-44,-68,-4,0,78
"852","20170708",1111066030001,930.5,106.699545454546,-257.773636363636,-474.175303030303,-580.343636363636,-333.800757575758,-356.585454545455,-354.02,733.5,41,-412,-263,-217,1,-215,-250
"853","20170708",1113075030009,-648,-597.373181818182,-812.748787878788,-390.916666666667,14.6495454545454,-38.2209090909091,94.5144444444444,93.3436363636364,-811,-1082,-407,-276,298,281,241,325
"854","20170708",1115051010002,-51,-236.806708595388,-379.790384615385,-518.589256198347,-481.859731543624,-385.414023372287,-333.011722912966,-152.086070686071,-33,-405,-180,-548,-609.5,-407.5,-276,-337
"855","20170708",1117051030002,4,-395.157231749886,-247.402121212121,-117.426212121212,-363.800282618935,-296.521891418564,-127.250360750361,-122.645432426454,-97,-929,-158,-65,-196,-95,-70,-555
"856","20170708",1119074050006,-174,-346.096818181818,-487.334848484848,-647.745606060606,-558.885,-453.174393939394,-364.688787878788,-493.124242424242,-37,-136,-200,-261,-131,-93,-84,-199
"857","20170708",1121052010001,22,-176.526515151515,-360.271611823759,-304.857244318182,-215.035269078747,-538.619834710744,-279.113095238095,-174.342579750347,-157,-264,-27,-476,103,66,-122,-338
"858","20170708",1122060020102,150,63.4451515151515,-121.436363636364,-224.166818181818,-299.467272727273,-280.701212121212,-62.3133333333333,-26.6913636363636,155,102,17,-109,-22,-15,43,-26
"859","20170708",1123051010203,-294,-303.386235955056,-163.732075471698,-246.073308270677,-313.070889487871,2.69402356902356,-56.498717948718,-20.6407506702413,168.5,-205,-298,-119,233,75,43,-95.5
"860","20170708",1123058040001,-12,-252.772272727273,-422.836363636364,-362.68196969697,-373.962272727273,-232.087424242424,-73.8713636363636,34.754090909091,-244,-468,-305,-224,-88,-71,-21,86
"861","20170708",1123063020012,81,270.25,272.248333333333,362.668333333333,23.085,-106.911666666667,177.824047619048,-239.792642140468,96,160,395,3,-217.5,-204.5,314,276.5
"862","20170708",1124077030001,2114,1797.82378787879,1286.10015151515,1029.42166666667,684.680909090909,621.151060606061,357.823333333333,345.517121212121,2401,3143,2359,1858,711,678,402,621
"863","20170708",1124080020103,87,311.851515151515,359.234545454545,903.873636363636,607.708636363636,394.164393939394,140.854090909091,216.684090909091,730,1262,1076,1612,999,864,830,779
"864","20170708",1125073030007,-284,-253.87696969697,-384.859545454545,-467.92196969697,-377.195454545454,-422.494545454545,-290.105,-267.546666666667,137,-79,145,113,298,-320,-286,-280
"865","20170709",1102052020001,-87,638.469848484849,391.149545454545,254.148181818182,110.743939393939,93.5157575757576,-80.7943939393939,-13.8380303030303,-59,395,56.5,152,-226,-218,6,577
"866","20170709",1108068010002,77,73.0917446524064,-359.608059981256,-334.821565912936,-592.180091066101,-429.161413126237,-82.7855139415938,-69.4099113882507,-280,-265,-195,-288,-520,-494,-529,-57
"867","20170709",1109071040006,63,-40.8306060606061,-134.915,-229.27,-94.4080303030303,-26.3031818181818,-21.0109090909091,68.3539393939394,-181,-292,-136,-86,-101,32,43,70
"868","20170709",1111066030001,694.5,284.608636363636,-347.773636363636,-588.266212121212,-596.252727272727,-415.982575757576,-374.676363636364,-441.383636363636,676.5,-450,-463,-278,-268,-191,-224,-275
"869","20170709",1113075030009,-610,-539.555,-756.203333333333,-332.916666666667,-19.2595454545454,-31.9481818181818,140.494242424242,187.434545454545,-797,-988,-396,90,331,281,241,263
"870","20170709",1115051010002,-118.5,-322.906708595388,-506.723717948718,-551.455922865014,-413.209731543624,-468.414023372287,-229.061722912966,-154.686070686071,-239.5,-511,-372,-368.5,-463,-337.5,-122,-188
"871","20170709",1117051030002,-519,-298.611777204432,-450.583939393939,-160.789848484849,-551.073009891663,-311.340073236746,-130.795815295815,-120.827250608272,-309,-566,-146,-56,-616,-19,-18,-554
"872","20170709",1119074050006,-151,-376.733181818182,-452.971212121212,-644.291060606061,-572.157727272727,-512.356212121212,-328.234242424242,-427.578787878788,-44,-135,-187,-209,-171,-134,-105,-182
"873","20170709",1121052010001,130,-87.7992424242425,-371.271611823759,-290.0390625,-212.126178169656,-627.710743801653,-407.810064935065,-166.939982347749,-218,-297,28,-388,62,-22,-93,-201
"874","20170709",1122060020102,258,212.172424242424,-13.7090909090909,-137.621363636364,-202.285454545455,-212.610303030303,15.6866666666667,26.4904545454546,236,210,76,11,100,119,197,78
"875","20170709",1123051010203,-294,-32.5112359550562,-95.132075471698,-122.620927318296,-305.213746630728,39.2356902356902,-7.94871794871796,-0.974084003574603,174,-297,-241.5,-207,257.5,220,-56,-170
"876","20170709",1123058040001,-51,-243.408636363636,-417.745454545455,-387.954696969697,-390.507727272727,-244.54196969697,-112.325909090909,-52.3368181818182,-349,-512,-302,-224,-121,-90,-29,37
"877","20170709",1123063020012,243,291.625,291.981666666667,81.757619047619,-82.2721428571429,-201.733095238095,214.205,-197.592642140468,-108,106.5,373.5,243,-179,-166,195,276.5
"878","20170709",1124077030001,1579,1861.27833333333,1316.00924242424,1144.69439393939,670.862727272727,487.514696969697,204.732424242424,273.789848484849,2608,3162,2181,1543,268,335,119,599
"879","20170709",1124080020103,131,446.760606060606,514.78,662.328181818182,285.708636363636,262.437121212121,120.672272727273,122.593181818182,396,1135,1053,748,806,670,623,429
"880","20170709",1125073030007,-250,-478.149696969697,-102.223181818182,-540.012878787879,-392.013636363636,-394.130909090909,-279.105,-236.546666666667,213,92,-412,113,298,-320,-264,-325
"881","20170715",1102052020001,446,861.197121212121,740.058636363636,614.966363636364,348.471212121212,418.424848484849,214.751060606061,189.980151515152,-7,665,216.5,172,254,142,85,658
"882","20170715",1108068010002,11,18.1826537433155,-314.698969072165,-122.185202276573,-282.452818338829,-140.434140398965,6.7599406038608,-48.1371841155234,-142,-334,-192,-82,-506,-74,-80,432
"883","20170715",1109071040006,121,-130.921515151515,-192.005909090909,-196.360909090909,-118.771666666667,-35.6668181818182,-77.92,-28.9187878787879,-269,-356,-246,-86,-24,23,85,-4
"884","20170715",1111066030001,409.5,355.154090909091,-259.319090909091,-519.084393939394,-542.98,-342.437121212121,-362.858181818182,-438.292727272727,524.5,-349,-395,-224,-230,-11,-75,-42
"885","20170715",1113075030009,-610,-581.918636363636,-763.203333333333,-302.007575757576,-21.4413636363636,-79.2209090909091,127.403333333333,231.58,-770,-1112,-123,150,331,222,261,263
"886","20170715",1115051010002,-286,-322.656708595388,-396.790384615385,-383.389256198347,-478.859731543624,-396.614023372287,-310.811722912966,-113.286070686071,-403,-298,-524,-526,-604,-506,-297,-359
"887","20170715",1117051030002,77,-364.520868113523,-386.038484848485,-166.335303030303,-401.436646255299,-338.794618691291,-137.068542568543,-120.190886971909,-31,-997,-157,-39,-168,-79,-43,-558
"888","20170715",1119074050006,-232,-427.551363636364,-558.789393939394,-713.745606060606,-505.975909090909,-526.719848484848,-243.052424242424,-220.033333333333,-88,-182,-227,-255,-138,-108,-140,-188
"889","20170715",1121052010001,85,-187.526515151515,-407.271611823759,-357.493607954545,-252.853450896929,-502.710743801653,-209.160714285714,-298.485436893204,-187,-427,56,-410,147,194,-153,-180
"890","20170715",1122060020102,150,48.3542424242424,-174.618181818182,-231.166818181818,-248.649090909091,-298.792121212121,-156.67696969697,-74.055,125,92,17,-77,-12,14,33,-59
"891","20170715",1123051010203,-58,-70.5112359550562,-104.16064690027,-183.787593984962,-256.928032345013,20.6940235690236,-20.748717948718,12.3592493297587,-292,-632,-298,-59,23,75,-16.5,-83
"892","20170715",1123058040001,-72,-269.045,-389.745454545455,-411.863787878788,-348.871363636364,-267.905606060606,-139.235,-48.9731818181818,-204,-497,-328,-238,-121,-83,-21,0
"893","20170715",1123063020012,-103.5,132.196428571429,330.648333333333,71.5433333333333,227.96,106.963333333333,132.109761904762,-182.792642140468,248,206,237.5,324.5,-190,-237.5,-60.5,351
"894","20170715",1124077030001,1534,1700.73287878788,1406.00924242424,1105.7853030303,681.953636363636,563.423787878788,261.914242424242,281.789848484849,2755,2966,2393,2030,685,501,459,745
"895","20170715",1124080020103,71,299.033333333333,460.234545454545,618.146363636364,375.890454545455,368.346212121212,149.672272727273,112.502272727273,426,1140,879,1201,834,772,671,812
"896","20170715",1125073030007,396,-438.87696969697,-205.314090909091,-477.649242424242,-442.286363636364,-382.04,-266.105,-243.546666666667,50,92,-412,-421,298,-309,-253,-291
"897","20170716",1102052020001,-110,623.378939393939,640.695,320.966363636364,231.925757575758,162.788484848485,43.6601515151515,-39.2016666666667,408,-106,-7.5,-47,-54,-199,-1,400
"898","20170716",1108068010002,196,59.3644719251338,-337.608059981256,-150.548838640209,-428.907363793374,-262.88868585351,-117.603695759776,-67.7735477518871,-876,-289,-251,-335,-514,-487,-275,246
"899","20170716",1109071040006,7,-62.8306060606061,-147.187727272727,-99.360909090909,-82.2262121212121,-100.757727272727,-107.92,50.990303030303,-170,-313,-180,-119,-13,-34,75,78
"900","20170716",1111066030001,572.5,499.608636363636,-405.955454545455,-558.902575757576,-611.525454545455,-447.618939393939,-387.676363636364,-462.201818181818,654.5,-393,-451,-327,-219,23,-228,-279
"901","20170716",1113075030009,-622,-547.009545454545,-761.021515151515,-422.462121212121,13.0131818181818,-166.948181818182,201.403333333333,158.28,-860,-977,-374,150,298,281,281,325
"902","20170716",1115051010002,-234,-429.406708595388,-489.390384615385,-519.539256198347,-402.209731543624,-440.914023372287,-201.811722912966,-164.936070686071,-234,-633,-361,-363,-454.5,-352,-151.5,-247.5
"903","20170716",1117051030002,77,-478.975413568068,-442.947575757576,-116.60803030303,-305.163918982572,-350.976436873109,-149.250360750361,-102.281796062818,-329,-534,-199,-44,-168,-30,-70,-550
"904","20170716",1119074050006,-222,-464.460454545455,-516.789393939394,-674.291060606061,-500.975909090909,-356.628939393939,-255.325151515152,-267.578787878788,-90,-236,-266,-278,-175,-157,-119,-237
