"","date","time","gungu","whole_pop"
"614",20190309,13,"서대문구",245370
"615",20190309,13,"서초구",474740
"616",20190309,13,"성동구",242020
"617",20190309,13,"성북구",303580
"618",20190309,13,"송파구",520090
"619",20190309,13,"양천구",301040
"620",20190309,13,"영등포구",392580
"621",20190309,13,"용산구",237260
"622",20190309,13,"은평구",299460
"623",20190309,13,"종로구",295240
"624",20190309,13,"중구",290740
"625",20190309,13,"중랑구",268230
"626",20190309,14,"강남구",649710
"627",20190309,14,"강동구",304950
"628",20190309,14,"강북구",216300
"629",20190309,14,"강서구",417320
"630",20190309,14,"관악구",363110
"631",20190309,14,"광진구",295760
"632",20190309,14,"구로구",333450
"633",20190309,14,"금천구",201960
"634",20190309,14,"노원구",370620
"635",20190309,14,"도봉구",212310
"636",20190309,14,"동대문구",290820
"637",20190309,14,"동작구",300320
"638",20190309,14,"마포구",358360
"639",20190309,14,"서대문구",245140
"640",20190309,14,"서초구",471050
"641",20190309,14,"성동구",242740
"642",20190309,14,"성북구",303000
"643",20190309,14,"송파구",524930
"644",20190309,14,"양천구",299950
"645",20190309,14,"영등포구",395130
"646",20190309,14,"용산구",235130
"647",20190309,14,"은평구",298690
"648",20190309,14,"종로구",307140
"649",20190309,14,"중구",294160
"650",20190309,14,"중랑구",266450
"651",20190309,15,"강남구",641250
"652",20190309,15,"강동구",305400
"653",20190309,15,"강북구",218000
"654",20190309,15,"강서구",416340
"655",20190309,15,"관악구",364030
"656",20190309,15,"광진구",298680
"657",20190309,15,"구로구",332300
"658",20190309,15,"금천구",202730
"659",20190309,15,"노원구",371680
"660",20190309,15,"도봉구",213560
"661",20190309,15,"동대문구",287940
"662",20190309,15,"동작구",298120
"663",20190309,15,"마포구",363410
"664",20190309,15,"서대문구",245890
"665",20190309,15,"서초구",464590
"666",20190309,15,"성동구",243180
"667",20190309,15,"성북구",303420
"668",20190309,15,"송파구",532810
"669",20190309,15,"양천구",301690
"670",20190309,15,"영등포구",396030
"671",20190309,15,"용산구",239010
"672",20190309,15,"은평구",301360
"673",20190309,15,"종로구",310450
"674",20190309,15,"중구",285880
"675",20190309,15,"중랑구",268360
"676",20190309,16,"강남구",624120
"677",20190309,16,"강동구",306700
"678",20190309,16,"강북구",221100
"679",20190309,16,"강서구",417420
"680",20190309,16,"관악구",368880
"681",20190309,16,"광진구",300390
"682",20190309,16,"구로구",334750
"683",20190309,16,"금천구",205230
"684",20190309,16,"노원구",376880
"685",20190309,16,"도봉구",215630
"686",20190309,16,"동대문구",286110
"687",20190309,16,"동작구",300280
"688",20190309,16,"마포구",372370
"689",20190309,16,"서대문구",248150
"690",20190309,16,"서초구",460040
"691",20190309,16,"성동구",245930
"692",20190309,16,"성북구",304070
"693",20190309,16,"송파구",539410
"694",20190309,16,"양천구",304280
"695",20190309,16,"영등포구",395930
"696",20190309,16,"용산구",236250
"697",20190309,16,"은평구",305620
"698",20190309,16,"종로구",305890
"699",20190309,16,"중구",268550
"700",20190309,16,"중랑구",274100
"701",20190309,17,"강남구",609370
"702",20190309,17,"강동구",309660
"703",20190309,17,"강북구",226880
"704",20190309,17,"강서구",419720
"705",20190309,17,"관악구",375040
"706",20190309,17,"광진구",303520
"707",20190309,17,"구로구",341250
"708",20190309,17,"금천구",203060
"709",20190309,17,"노원구",382590
"710",20190309,17,"도봉구",220440
"711",20190309,17,"동대문구",285640
"712",20190309,17,"동작구",303330
"713",20190309,17,"마포구",382520
"714",20190309,17,"서대문구",250800
"715",20190309,17,"서초구",447280
"716",20190309,17,"성동구",244820
"717",20190309,17,"성북구",307370
"718",20190309,17,"송파구",543820
"719",20190309,17,"양천구",308380
"720",20190309,17,"영등포구",390940
"721",20190309,17,"용산구",235480
"722",20190309,17,"은평구",311560
"723",20190309,17,"종로구",284330
"724",20190309,17,"중구",249220
"725",20190309,17,"중랑구",278700
"726",20190309,18,"강남구",581600
"727",20190309,18,"강동구",315770
"728",20190309,18,"강북구",235220
"729",20190309,18,"강서구",425880
"730",20190309,18,"관악구",387080
"731",20190309,18,"광진구",306430
"732",20190309,18,"구로구",341490
"733",20190309,18,"금천구",200710
"734",20190309,18,"노원구",389770
"735",20190309,18,"도봉구",225750
"736",20190309,18,"동대문구",281990
"737",20190309,18,"동작구",307370
"738",20190309,18,"마포구",385710
"739",20190309,18,"서대문구",254220
"740",20190309,18,"서초구",429840
"741",20190309,18,"성동구",241970
"742",20190309,18,"성북구",313230
"743",20190309,18,"송파구",541710
"744",20190309,18,"양천구",315140
"745",20190309,18,"영등포구",389610
"746",20190309,18,"용산구",229990
"747",20190309,18,"은평구",321410
"748",20190309,18,"종로구",259830
"749",20190309,18,"중구",227530
"750",20190309,18,"중랑구",288390
"751",20190309,19,"강남구",549440
"752",20190309,19,"강동구",323190
"753",20190309,19,"강북구",243610
"754",20190309,19,"강서구",431550
"755",20190309,19,"관악구",399150
"756",20190309,19,"광진구",307820
"757",20190309,19,"구로구",345050
"758",20190309,19,"금천구",199330
"759",20190309,19,"노원구",400080
"760",20190309,19,"도봉구",231920
"761",20190309,19,"동대문구",283360
"762",20190309,19,"동작구",311620
"763",20190309,19,"마포구",383260
"764",20190309,19,"서대문구",254570
"765",20190309,19,"서초구",409010
"766",20190309,19,"성동구",239250
"767",20190309,19,"성북구",320810
"768",20190309,19,"송파구",538220
"769",20190309,19,"양천구",321270
"770",20190309,19,"영등포구",381560
"771",20190309,19,"용산구",227670
"772",20190309,19,"은평구",331160
"773",20190309,19,"종로구",238650
"774",20190309,19,"중구",201070
"775",20190309,19,"중랑구",295240
"776",20190309,20,"강남구",525300
"777",20190309,20,"강동구",327840
"778",20190309,20,"강북구",249140
"779",20190309,20,"강서구",435390
"780",20190309,20,"관악구",407160
"781",20190309,20,"광진구",307730
"782",20190309,20,"구로구",350300
"783",20190309,20,"금천구",200690
"784",20190309,20,"노원구",407320
"785",20190309,20,"도봉구",239550
"786",20190309,20,"동대문구",284350
"787",20190309,20,"동작구",318010
"788",20190309,20,"마포구",379420
"789",20190309,20,"서대문구",257150
"790",20190309,20,"서초구",391720
"791",20190309,20,"성동구",242740
"792",20190309,20,"성북구",327150
"793",20190309,20,"송파구",530970
"794",20190309,20,"양천구",327960
"795",20190309,20,"영등포구",372740
"796",20190309,20,"용산구",223470
