,date,mean_visit_pop,year,mean_resid_pop,cleaned_pop,
1,20170101,1.10205E+12,2906,2017,2397,509
2,20170101,1.10807E+12,564.1818182,2017,231.5,332.6818182
3,20170101,1.10907E+12,361.5454545,2017,731.5,-369.9545455
4,20170101,1.11107E+12,749.9090909,2017,2101,-1351.090909
5,20170101,1.11308E+12,527.7272727,2017,796,-268.2727273
6,20170101,1.11505E+12,681.5454545,2017,691.5,-9.954545455
7,20170101,1.11705E+12,398.2727273,2017,170.5,227.7727273
8,20170101,1.11907E+12,562.7272727,2017,929.5,-366.7727273
9,20170101,1.12105E+12,303.8181818,2017,90,213.8181818
10,20170101,1.12206E+12,567.9090909,2017,689.5,-121.5909091
11,20170101,1.12305E+12,771.3636364,2017,224.5,546.8636364
12,20170101,1.12306E+12,220.9090909,2017,1277,-1056.090909
13,20170101,1.12306E+12,1262.818182,2017,437,825.8181818
14,20170101,1.12408E+12,648.4545455,2017,2572.5,-1924.045455
15,20170101,1.12408E+12,1588.545455,2017,3243.5,-1654.954545
16,20170101,1.12507E+12,488.5454545,2017,812,-323.4545455
17,20170107,1.10205E+12,19923.90909,2017,2397,17526.90909
18,20170107,1.10807E+12,2061.090909,2017,231.5,1829.590909
19,20170107,1.10907E+12,1101.272727,2017,731.5,369.7727273
20,20170107,1.11107E+12,12578.72727,2017,2101,10477.72727
21,20170107,1.11308E+12,275.7272727,2017,796,-520.2727273
22,20170107,1.11505E+12,34.72727273,2017,691.5,-656.7727273
23,20170107,1.11705E+12,1948.090909,2017,170.5,1777.590909
24,20170107,1.11907E+12,6889.272727,2017,929.5,5959.772727
25,20170107,1.12105E+12,472.0909091,2017,90,382.0909091
26,20170107,1.12206E+12,579.7272727,2017,689.5,-109.7727273
27,20170107,1.12305E+12,307.5454545,2017,224.5,83.04545455
28,20170107,1.12306E+12,1411.909091,2017,1277,134.9090909
29,20170107,1.12306E+12,212.5454545,2017,437,-224.4545455
30,20170107,1.12408E+12,31183.09091,2017,2572.5,28610.59091
31,20170107,1.12408E+12,27774.27273,2017,3243.5,24530.77273
32,20170107,1.12507E+12,350.8181818,2017,812,-461.1818182
33,20170108,1.10205E+12,13048.18182,2017,2397,10651.18182
34,20170108,1.10807E+12,2297.181818,2017,231.5,2065.681818
35,20170108,1.10907E+12,1204.363636,2017,731.5,472.8636364
36,20170108,1.11107E+12,11386.72727,2017,2101,9285.727273
37,20170108,1.11308E+12,292.8181818,2017,796,-503.1818182
38,20170108,1.11505E+12,23.81818182,2017,691.5,-667.6818182
39,20170108,1.11705E+12,2102.454545,2017,170.5,1931.954545
40,20170108,1.11907E+12,5859.181818,2017,929.5,4929.681818
41,20170108,1.12105E+12,400.3636364,2017,90,310.3636364
42,20170108,1.12206E+12,600.5454545,2017,689.5,-88.95454545
43,20170108,1.12305E+12,239.1818182,2017,224.5,14.68181818
44,20170108,1.12306E+12,1203.181818,2017,1277,-73.81818182
45,20170108,1.12306E+12,202.5454545,2017,437,-234.4545455
46,20170108,1.12408E+12,25359.63636,2017,2572.5,22787.13636
47,20170108,1.12408E+12,20797.63636,2017,3243.5,17554.13636
48,20170108,1.12507E+12,374.8181818,2017,812,-437.1818182
49,20170114,1.10205E+12,18857.45455,2017,2397,16460.45455
50,20170114,1.10807E+12,2097.090909,2017,231.5,1865.590909
51,20170114,1.10907E+12,1066.909091,2017,731.5,335.4090909
52,20170114,1.11107E+12,12056.27273,2017,2101,9955.272727
53,20170114,1.11308E+12,288,2017,796,-508
54,20170114,1.11505E+12,33.09090909,2017,691.5,-658.4090909
55,20170114,1.11705E+12,2160.909091,2017,170.5,1990.409091
56,20170114,1.11907E+12,6598.272727,2017,929.5,5668.772727
57,20170114,1.12105E+12,450.0909091,2017,90,360.0909091
58,20170114,1.12206E+12,594.2727273,2017,689.5,-95.22727273
59,20170114,1.12305E+12,280.3636364,2017,224.5,55.86363636
60,20170114,1.12306E+12,1313.727273,2017,1277,36.72727273
61,20170114,1.12306E+12,232.1818182,2017,437,-204.8181818
62,20170114,1.12408E+12,33287,2017,2572.5,30714.5
63,20170114,1.12408E+12,29114,2017,3243.5,25870.5
64,20170114,1.12507E+12,356.5454545,2017,812,-455.4545455
65,20170115,1.10205E+12,13565.27273,2017,2397,11168.27273
66,20170115,1.10807E+12,2340.909091,2017,231.5,2109.409091
67,20170115,1.10907E+12,1166.818182,2017,731.5,435.3181818
68,20170115,1.11107E+12,11068.90909,2017,2101,8967.909091
69,20170115,1.11308E+12,300.6363636,2017,796,-495.3636364
70,20170115,1.11505E+12,23.36363636,2017,691.5,-668.1363636
71,20170115,1.11705E+12,1889.272727,2017,170.5,1718.772727
72,20170115,1.11907E+12,5659.272727,2017,929.5,4729.772727
73,20170115,1.12105E+12,410.9090909,2017,90,320.9090909
74,20170115,1.12206E+12,656.5454545,2017,689.5,-32.95454545
75,20170115,1.12305E+12,214.0909091,2017,224.5,-10.40909091
76,20170115,1.12306E+12,1296.909091,2017,1277,19.90909091
77,20170115,1.12306E+12,195.8181818,2017,437,-241.1818182
78,20170115,1.12408E+12,27682.54545,2017,2572.5,25110.04545
79,20170115,1.12408E+12,22899.90909,2017,3243.5,19656.40909
80,20170115,1.12507E+12,374.0909091,2017,812,-437.9090909
81,20170121,1.10205E+12,21527.45455,2017,2397,19130.45455
82,20170121,1.10807E+12,2099.636364,2017,231.5,1868.136364
83,20170121,1.10907E+12,1078.181818,2017,731.5,346.6818182
84,20170121,1.11107E+12,11707.90909,2017,2101,9606.909091
85,20170121,1.11308E+12,288.2727273,2017,796,-507.7272727
86,20170121,1.11505E+12,32,2017,691.5,-659.5
87,20170121,1.11705E+12,2186,2017,170.5,2015.5
88,20170121,1.11907E+12,6582.545455,2017,929.5,5653.045455
89,20170121,1.12105E+12,439.5454545,2017,90,349.5454545
90,20170121,1.12206E+12,575.9090909,2017,689.5,-113.5909091
91,20170121,1.12305E+12,301.1818182,2017,224.5,76.68181818
92,20170121,1.12306E+12,1314.090909,2017,1277,37.09090909
93,20170121,1.12306E+12,213.2727273,2017,437,-223.7272727
94,20170121,1.12408E+12,34380.90909,2017,2572.5,31808.40909
95,20170121,1.12408E+12,28208.18182,2017,3243.5,24964.68182
96,20170121,1.12507E+12,357.6363636,2017,812,-454.3636364
97,20170122,1.10205E+12,13491.18182,2017,2397,11094.18182
98,20170122,1.10807E+12,2306.636364,2017,231.5,2075.136364
99,20170122,1.10907E+12,1219.181818,2017,731.5,487.6818182
100,20170122,1.11107E+12,10945.36364,2017,2101,8844.363636
101,20170122,1.11308E+12,292.0909091,2017,796,-503.9090909
102,20170122,1.11505E+12,22.54545455,2017,691.5,-668.9545455
103,20170122,1.11705E+12,1988,2017,170.5,1817.5
104,20170122,1.11907E+12,5934.454545,2017,929.5,5004.954545
105,20170122,1.12105E+12,406,2017,90,316
106,20170122,1.12206E+12,587.6363636,2017,689.5,-101.8636364
107,20170122,1.12305E+12,222.1818182,2017,224.5,-2.318181818
108,20170122,1.12306E+12,1304.545455,2017,1277,27.54545455
109,20170122,1.12306E+12,188.9090909,2017,437,-248.0909091
110,20170122,1.12408E+12,28731,2017,2572.5,26158.5
111,20170122,1.12408E+12,21889.63636,2017,3243.5,18646.13636
112,20170122,1.12507E+12,384.3636364,2017,812,-427.6363636
113,20170128,1.10205E+12,5248.363636,2017,2397,2851.363636
114,20170128,1.10807E+12,1983.454545,2017,231.5,1751.954545
115,20170128,1.10907E+12,1102.181818,2017,731.5,370.6818182
116,20170128,1.11107E+12,5716.454545,2017,2101,3615.454545
117,20170128,1.11308E+12,204.4545455,2017,796,-591.5454545
118,20170128,1.11505E+12,12.54545455,2017,691.5,-678.9545455
119,20170128,1.11705E+12,1638.090909,2017,170.5,1467.590909
120,20170128,1.11907E+12,2343.727273,2017,929.5,1414.227273
121,20170128,1.12105E+12,76,2017,90,-14
122,20170128,1.12206E+12,332.5454545,2017,689.5,-356.9545455
123,20170128,1.12305E+12,85.72727273,2017,224.5,-138.7727273
124,20170128,1.12306E+12,732.6363636,2017,1277,-544.3636364
125,20170128,1.12306E+12,120.5454545,2017,437,-316.4545455
126,20170128,1.12408E+12,18871.36364,2017,2572.5,16298.86364
127,20170128,1.12408E+12,13909.54545,2017,3243.5,10666.04545
128,20170128,1.12507E+12,348.1818182,2017,812,-463.8181818
129,20170129,1.10205E+12,10322,2017,2397,7925
130,20170129,1.10807E+12,2132.545455,2017,231.5,1901.045455
131,20170129,1.10907E+12,1200.454545,2017,731.5,468.9545455
132,20170129,1.11107E+12,9909.363636,2017,2101,7808.363636
133,20170129,1.11308E+12,224.2727273,2017,796,-571.7272727
134,20170129,1.11505E+12,16.45454545,2017,691.5,-675.0454545
135,20170129,1.11705E+12,1690.545455,2017,170.5,1520.045455
136,20170129,1.11907E+12,4989.636364,2017,929.5,4060.136364
137,20170129,1.12105E+12,307.5454545,2017,90,217.5454545
138,20170129,1.12206E+12,495,2017,689.5,-194.5
139,20170129,1.12305E+12,144.3636364,2017,224.5,-80.13636364
140,20170129,1.12306E+12,879.8181818,2017,1277,-397.1818182
141,20170129,1.12306E+12,132.1818182,2017,437,-304.8181818
142,20170129,1.12408E+12,25502.54545,2017,2572.5,22930.04545
143,20170129,1.12408E+12,17627.54545,2017,3243.5,14384.04545
144,20170129,1.12507E+12,351.7272727,2017,812,-460.2727273
145,20170204,1.10205E+12,21857.45455,2017,2397,19460.45455
146,20170204,1.10807E+12,2066.363636,2017,231.5,1834.863636
147,20170204,1.10907E+12,1043.818182,2017,731.5,312.3181818
148,20170204,1.11107E+12,12194,2017,2101,10093
149,20170204,1.11308E+12,287.9090909,2017,796,-508.0909091
150,20170204,1.11505E+12,36,2017,691.5,-655.5
151,20170204,1.11705E+12,2123,2017,170.5,1952.5
152,20170204,1.11907E+12,6514.818182,2017,929.5,5585.318182
153,20170204,1.12105E+12,448.9090909,2017,90,358.9090909
154,20170204,1.12206E+12,566.6363636,2017,689.5,-122.8636364
155,20170204,1.12305E+12,303.6363636,2017,224.5,79.13636364
156,20170204,1.12306E+12,1443.181818,2017,1277,166.1818182
157,20170204,1.12306E+12,213.8181818,2017,437,-223.1818182
158,20170204,1.12408E+12,33950.63636,2017,2572.5,31378.13636
159,20170204,1.12408E+12,24889.45455,2017,3243.5,21645.95455
160,20170204,1.12507E+12,352.5454545,2017,812,-459.4545455
161,20170205,1.10205E+12,12675.27273,2017,2397,10278.27273
162,20170205,1.10807E+12,2241.727273,2017,231.5,2010.227273
163,20170205,1.10907E+12,1178,2017,731.5,446.5
164,20170205,1.11107E+12,10913.27273,2017,2101,8812.272727
165,20170205,1.11308E+12,301.4545455,2017,796,-494.5454545
166,20170205,1.11505E+12,24.27272727,2017,691.5,-667.2272727
167,20170205,1.11705E+12,2101.636364,2017,170.5,1931.136364
168,20170205,1.11907E+12,5428.272727,2017,929.5,4498.772727
169,20170205,1.12105E+12,367.1818182,2017,90,277.1818182
170,20170205,1.12206E+12,686.8181818,2017,689.5,-2.681818182
171,20170205,1.12305E+12,222.4545455,2017,224.5,-2.045454545
172,20170205,1.12306E+12,1315,2017,1277,38
173,20170205,1.12306E+12,190.3636364,2017,437,-246.6363636
174,20170205,1.12408E+12,25937.36364,2017,2572.5,23364.86364
175,20170205,1.12408E+12,18817.81818,2017,3243.5,15574.31818
176,20170205,1.12507E+12,368.4545455,2017,812,-443.5454545
177,20170211,1.10205E+12,23122.27273,2017,2397,20725.27273
178,20170211,1.10807E+12,2156.636364,2017,231.5,1925.136364
179,20170211,1.10907E+12,1061.909091,2017,731.5,330.4090909
180,20170211,1.11107E+12,11772.54545,2017,2101,9671.545455
181,20170211,1.11308E+12,278.6363636,2017,796,-517.3636364
182,20170211,1.11505E+12,34.81818182,2017,691.5,-656.6818182
183,20170211,1.11705E+12,2355,2017,170.5,2184.5
184,20170211,1.11907E+12,6948.727273,2017,929.5,6019.227273
185,20170211,1.12105E+12,442.2727273,2017,90,352.2727273
186,20170211,1.12206E+12,580.2727273,2017,689.5,-109.2272727
187,20170211,1.12305E+12,278.9090909,2017,224.5,54.40909091
188,20170211,1.12306E+12,1283.454545,2017,1277,6.454545455
189,20170211,1.12306E+12,220.4545455,2017,437,-216.5454545
190,20170211,1.12408E+12,33305.09091,2017,2572.5,30732.59091
191,20170211,1.12408E+12,28005.63636,2017,3243.5,24762.13636
192,20170211,1.12507E+12,337.4545455,2017,812,-474.5454545
193,20170212,1.10205E+12,14185.18182,2017,2397,11788.18182
194,20170212,1.10807E+12,2313.181818,2017,231.5,2081.681818
195,20170212,1.10907E+12,1202.272727,2017,731.5,470.7727273
196,20170212,1.11107E+12,11395.36364,2017,2101,9294.363636
197,20170212,1.11308E+12,298.5454545,2017,796,-497.4545455
198,20170212,1.11505E+12,23.90909091,2017,691.5,-667.5909091
199,20170212,1.11705E+12,2107.454545,2017,170.5,1936.954545
200,20170212,1.11907E+12,6150.454545,2017,929.5,5220.954545
201,20170212,1.12105E+12,424.5454545,2017,90,334.5454545
202,20170212,1.12206E+12,667.1818182,2017,689.5,-22.31818182
203,20170212,1.12305E+12,215.0909091,2017,224.5,-9.409090909
204,20170212,1.12306E+12,1229.090909,2017,1277,-47.90909091
205,20170212,1.12306E+12,200.5454545,2017,437,-236.4545455
206,20170212,1.12408E+12,26964,2017,2572.5,24391.5
207,20170212,1.12408E+12,21511.45455,2017,3243.5,18267.95455
208,20170212,1.12507E+12,362.3636364,2017,812,-449.6363636
209,20170218,1.10205E+12,23635.63636,2017,2397,21238.63636
210,20170218,1.10807E+12,2086,2017,231.5,1854.5
211,20170218,1.10907E+12,1022.454545,2017,731.5,290.9545455
212,20170218,1.11107E+12,11840,2017,2101,9739
213,20170218,1.11308E+12,290.0909091,2017,796,-505.9090909
214,20170218,1.11505E+12,33.36363636,2017,691.5,-658.1363636
215,20170218,1.11705E+12,2298.454545,2017,170.5,2127.954545
216,20170218,1.11907E+12,6636.454545,2017,929.5,5706.954545
217,20170218,1.12105E+12,497.2727273,2017,90,407.2727273
218,20170218,1.12206E+12,845,2017,689.5,155.5
219,20170218,1.12305E+12,287.2727273,2017,224.5,62.77272727
220,20170218,1.12306E+12,1302.636364,2017,1277,25.63636364
221,20170218,1.12306E+12,221.2727273,2017,437,-215.7272727
222,20170218,1.12408E+12,32828,2017,2572.5,30255.5
223,20170218,1.12408E+12,28813.45455,2017,3243.5,25569.95455
224,20170218,1.12507E+12,334.1818182,2017,812,-477.8181818
225,20170219,1.10205E+12,13015.54545,2017,2397,10618.54545
226,20170219,1.10807E+12,2221.272727,2017,231.5,1989.772727
227,20170219,1.10907E+12,1207.363636,2017,731.5,475.8636364
228,20170219,1.11107E+12,10635.36364,2017,2101,8534.363636
229,20170219,1.11308E+12,334.2727273,2017,796,-461.7272727
230,20170219,1.11505E+12,23.09090909,2017,691.5,-668.4090909
231,20170219,1.11705E+12,1902.545455,2017,170.5,1732.045455
232,20170219,1.11907E+12,5688.454545,2017,929.5,4758.954545
233,20170219,1.12105E+12,445.5454545,2017,90,355.5454545
234,20170219,1.12206E+12,990.6363636,2017,689.5,301.1363636
235,20170219,1.12305E+12,210.3636364,2017,224.5,-14.13636364
236,20170219,1.12306E+12,1347.090909,2017,1277,70.09090909
237,20170219,1.12306E+12,195.2727273,2017,437,-241.7272727
238,20170219,1.12408E+12,25323.09091,2017,2572.5,22750.59091
239,20170219,1.12408E+12,22405.90909,2017,3243.5,19162.40909
240,20170219,1.12507E+12,360.8181818,2017,812,-451.1818182
241,20170225,1.10205E+12,24568.72727,2017,2397,22171.72727
242,20170225,1.10807E+12,2052.909091,2017,231.5,1821.409091
243,20170225,1.10907E+12,1084.181818,2017,731.5,352.6818182
244,20170225,1.11107E+12,12246,2017,2101,10145
245,20170225,1.11308E+12,280.7272727,2017,796,-515.2727273
246,20170225,1.11505E+12,34.90909091,2017,691.5,-656.5909091
247,20170225,1.11705E+12,2303.272727,2017,170.5,2132.772727
248,20170225,1.11907E+12,6674.181818,2017,929.5,5744.681818
249,20170225,1.12105E+12,495.5454545,2017,90,405.5454545
250,20170225,1.12206E+12,839.0909091,2017,689.5,149.5909091
251,20170225,1.12305E+12,276.6363636,2017,224.5,52.13636364
252,20170225,1.12306E+12,1401,2017,1277,124
253,20170225,1.12306E+12,209.5454545,2017,437,-227.4545455
254,20170225,1.12408E+12,35782.63636,2017,2572.5,33210.13636
255,20170225,1.12408E+12,30541.45455,2017,3243.5,27297.95455
256,20170225,1.12507E+12,337.8181818,2017,812,-474.1818182
257,20170226,1.10205E+12,14324.18182,2017,2397,11927.18182
258,20170226,1.10807E+12,2193,2017,231.5,1961.5
259,20170226,1.10907E+12,1189.636364,2017,731.5,458.1363636
260,20170226,1.11107E+12,11364.90909,2017,2101,9263.909091
261,20170226,1.11308E+12,320.2727273,2017,796,-475.7272727
262,20170226,1.11505E+12,23.45454545,2017,691.5,-668.0454545
263,20170226,1.11705E+12,2039.727273,2017,170.5,1869.227273
264,20170226,1.11907E+12,5768.454545,2017,929.5,4838.954545
265,20170226,1.12105E+12,519.9090909,2017,90,429.9090909
266,20170226,1.12206E+12,987.3636364,2017,689.5,297.8636364
267,20170226,1.12305E+12,209.9090909,2017,224.5,-14.59090909
268,20170226,1.12306E+12,1457.545455,2017,1277,180.5454545
269,20170226,1.12306E+12,189.5454545,2017,437,-247.4545455
270,20170226,1.12408E+12,27017,2017,2572.5,24444.5
271,20170226,1.12408E+12,24039.18182,2017,3243.5,20795.68182
272,20170226,1.12507E+12,354.6363636,2017,812,-457.3636364
273,20170304,1.10205E+12,22927.63636,2017,2397,20530.63636
274,20170304,1.10807E+12,2062.818182,2017,231.5,1831.318182
275,20170304,1.10907E+12,1117.545455,2017,731.5,386.0454545
276,20170304,1.11107E+12,11896.27273,2017,2101,9795.272727
277,20170304,1.11308E+12,278.5454545,2017,796,-517.4545455
278,20170304,1.11505E+12,34.45454545,2017,691.5,-657.0454545
279,20170304,1.11705E+12,2284.545455,2017,170.5,2114.045455
280,20170304,1.11907E+12,6374.909091,2017,929.5,5445.409091
281,20170304,1.12105E+12,510.7272727,2017,90,420.7272727
282,20170304,1.12206E+12,741.7272727,2017,689.5,52.22727273
283,20170304,1.12305E+12,290.8181818,2017,224.5,66.31818182
284,20170304,1.12306E+12,1196.909091,2017,1277,-80.09090909
285,20170304,1.12306E+12,211.5454545,2017,437,-225.4545455
286,20170304,1.12408E+12,31058.72727,2017,2572.5,28486.22727
287,20170304,1.12408E+12,22436.81818,2017,3243.5,19193.31818
288,20170304,1.12507E+12,326.3636364,2017,812,-485.6363636
289,20170305,1.10205E+12,12931.90909,2017,2397,10534.90909
290,20170305,1.10807E+12,2223.818182,2017,231.5,1992.318182
291,20170305,1.10907E+12,1222.909091,2017,731.5,491.4090909
292,20170305,1.11107E+12,10856.27273,2017,2101,8755.272727
293,20170305,1.11308E+12,321.6363636,2017,796,-474.3636364
294,20170305,1.11505E+12,25.09090909,2017,691.5,-666.4090909
295,20170305,1.11705E+12,1982.636364,2017,170.5,1812.136364
296,20170305,1.11907E+12,5243.454545,2017,929.5,4313.954545
297,20170305,1.12105E+12,464.3636364,2017,90,374.3636364
298,20170305,1.12206E+12,904.5454545,2017,689.5,215.0454545
299,20170305,1.12305E+12,200.2727273,2017,224.5,-24.22727273
300,20170305,1.12306E+12,1178.636364,2017,1277,-98.36363636
301,20170305,1.12306E+12,195.5454545,2017,437,-241.4545455
302,20170305,1.12408E+12,24054.54545,2017,2572.5,21482.04545
303,20170305,1.12408E+12,17391.45455,2017,3243.5,14147.95455
304,20170305,1.12507E+12,343,2017,812,-469
305,20170311,1.10205E+12,19936.63636,2017,2397,17539.63636
306,20170311,1.10807E+12,2058,2017,231.5,1826.5
307,20170311,1.10907E+12,1071,2017,731.5,339.5
308,20170311,1.11107E+12,12574.45455,2017,2101,10473.45455
309,20170311,1.11308E+12,296,2017,796,-500
310,20170311,1.11505E+12,26.63636364,2017,691.5,-664.8636364
311,20170311,1.11705E+12,2360.636364,2017,170.5,2190.136364
312,20170311,1.11907E+12,6524.454545,2017,929.5,5594.954545
313,20170311,1.12105E+12,437.7272727,2017,90,347.7272727
314,20170311,1.12206E+12,802.6363636,2017,689.5,113.1363636
315,20170311,1.12305E+12,289.0909091,2017,224.5,64.59090909
316,20170311,1.12306E+12,1288.909091,2017,1277,11.90909091
317,20170311,1.12306E+12,201.8181818,2017,437,-235.1818182
318,20170311,1.12408E+12,29905.18182,2017,2572.5,27332.68182
319,20170311,1.12408E+12,24059.27273,2017,3243.5,20815.77273
320,20170311,1.12507E+12,313.7272727,2017,812,-498.2727273
321,20170312,1.10205E+12,13832.72727,2017,2397,11435.72727
322,20170312,1.10807E+12,2174.909091,2017,231.5,1943.409091
323,20170312,1.10907E+12,1195.818182,2017,731.5,464.3181818
324,20170312,1.11107E+12,11637.54545,2017,2101,9536.545455
325,20170312,1.11308E+12,325.6363636,2017,796,-470.3636364
326,20170312,1.11505E+12,18.09090909,2017,691.5,-673.4090909
327,20170312,1.11705E+12,2056,2017,170.5,1885.5
328,20170312,1.11907E+12,5733.181818,2017,929.5,4803.681818
329,20170312,1.12105E+12,497,2017,90,407
330,20170312,1.12206E+12,1006.636364,2017,689.5,317.1363636
331,20170312,1.12305E+12,229.8181818,2017,224.5,5.318181818
332,20170312,1.12306E+12,1365.818182,2017,1277,88.81818182
333,20170312,1.12306E+12,188.2727273,2017,437,-248.7272727
334,20170312,1.12408E+12,25264.54545,2017,2572.5,22692.04545
335,20170312,1.12408E+12,18824.63636,2017,3243.5,15581.13636
336,20170312,1.12507E+12,326.0909091,2017,812,-485.9090909
337,20170318,1.10205E+12,21406.27273,2017,2397,19009.27273
338,20170318,1.10807E+12,1969.090909,2017,231.5,1737.590909
339,20170318,1.10907E+12,1070.090909,2017,731.5,338.5909091
340,20170318,1.11107E+12,12670.45455,2017,2101,10569.45455
341,20170318,1.11308E+12,280.9090909,2017,796,-515.0909091
342,20170318,1.11505E+12,22.27272727,2017,691.5,-669.2272727
343,20170318,1.11705E+12,2311.727273,2017,170.5,2141.227273
344,20170318,1.11907E+12,6646.909091,2017,929.5,5717.409091
345,20170318,1.12105E+12,489.1818182,2017,90,399.1818182
346,20170318,1.12206E+12,817.5454545,2017,689.5,128.0454545
347,20170318,1.12305E+12,288.2727273,2017,224.5,63.77272727
348,20170318,1.12306E+12,1267.727273,2017,1277,-9.272727273
349,20170318,1.12306E+12,192.0909091,2017,437,-244.9090909
350,20170318,1.12408E+12,32302.27273,2017,2572.5,29729.77273
351,20170318,1.12408E+12,25988,2017,3243.5,22744.5
352,20170318,1.12507E+12,314.4545455,2017,812,-497.5454545
353,20170319,1.10205E+12,13832.72727,2017,2397,11435.72727
354,20170319,1.10807E+12,2174.909091,2017,231.5,1943.409091
355,20170319,1.10907E+12,1195.818182,2017,731.5,464.3181818
356,20170319,1.11107E+12,11637.54545,2017,2101,9536.545455
357,20170319,1.11308E+12,325.6363636,2017,796,-470.3636364
358,20170319,1.11505E+12,18.09090909,2017,691.5,-673.4090909
359,20170319,1.11705E+12,2056,2017,170.5,1885.5
360,20170319,1.11907E+12,5733.181818,2017,929.5,4803.681818
361,20170319,1.12105E+12,497,2017,90,407
362,20170319,1.12206E+12,1006.636364,2017,689.5,317.1363636
363,20170319,1.12305E+12,229.8181818,2017,224.5,5.318181818
364,20170319,1.12306E+12,1365.818182,2017,1277,88.81818182
365,20170319,1.12306E+12,188.2727273,2017,437,-248.7272727
366,20170319,1.12408E+12,25264.54545,2017,2572.5,22692.04545
367,20170319,1.12408E+12,18824.63636,2017,3243.5,15581.13636
368,20170319,1.12507E+12,326.0909091,2017,812,-485.9090909
369,20170325,1.10205E+12,20719.63636,2017,2397,18322.63636
370,20170325,1.10807E+12,1990.181818,2017,231.5,1758.681818
371,20170325,1.10907E+12,966.6363636,2017,731.5,235.1363636
372,20170325,1.11107E+12,12429.63636,2017,2101,10328.63636
373,20170325,1.11308E+12,290,2017,796,-506
374,20170325,1.11505E+12,24.54545455,2017,691.5,-666.9545455
375,20170325,1.11705E+12,2144,2017,170.5,1973.5
376,20170325,1.11907E+12,6266.909091,2017,929.5,5337.409091
377,20170325,1.12105E+12,491,2017,90,401
378,20170325,1.12206E+12,838.1818182,2017,689.5,148.6818182
379,20170325,1.12305E+12,286.8181818,2017,224.5,62.31818182
380,20170325,1.12306E+12,1299.454545,2017,1277,22.45454545
381,20170325,1.12306E+12,180.2727273,2017,437,-256.7272727
382,20170325,1.12408E+12,32375.27273,2017,2572.5,29802.77273
383,20170325,1.12408E+12,26065.54545,2017,3243.5,22822.04545
384,20170325,1.12507E+12,337.8181818,2017,812,-474.1818182
385,20170326,1.10205E+12,13963.63636,2017,2397,11566.63636
386,20170326,1.10807E+12,2168.454545,2017,231.5,1936.954545
387,20170326,1.10907E+12,1120.909091,2017,731.5,389.4090909
388,20170326,1.11107E+12,11390.90909,2017,2101,9289.909091
389,20170326,1.11308E+12,315,2017,796,-481
390,20170326,1.11505E+12,19,2017,691.5,-672.5
391,20170326,1.11705E+12,1896,2017,170.5,1725.5
392,20170326,1.11907E+12,5593.818182,2017,929.5,4664.318182
393,20170326,1.12105E+12,432.6363636,2017,90,342.6363636
394,20170326,1.12206E+12,980.6363636,2017,689.5,291.1363636
395,20170326,1.12305E+12,225.4545455,2017,224.5,0.954545455
396,20170326,1.12306E+12,1316.545455,2017,1277,39.54545455
397,20170326,1.12306E+12,166.6363636,2017,437,-270.3636364
398,20170326,1.12408E+12,25817.63636,2017,2572.5,23245.13636
399,20170326,1.12408E+12,18710.18182,2017,3243.5,15466.68182
400,20170326,1.12507E+12,323.5454545,2017,812,-488.4545455
401,20170401,1.10205E+12,21441.45455,2017,2397,19044.45455
402,20170401,1.10807E+12,1921.909091,2017,231.5,1690.409091
403,20170401,1.10907E+12,941.7272727,2017,731.5,210.2272727
404,20170401,1.11107E+12,13910.09091,2017,2101,11809.09091
405,20170401,1.11308E+12,282.0909091,2017,796,-513.9090909
406,20170401,1.11505E+12,42.81818182,2017,691.5,-648.6818182
407,20170401,1.11705E+12,2139.090909,2017,170.5,1968.590909
408,20170401,1.11907E+12,6526.363636,2017,929.5,5596.863636
409,20170401,1.12105E+12,446.4545455,2017,90,356.4545455
410,20170401,1.12206E+12,745.4545455,2017,689.5,55.95454545
411,20170401,1.12305E+12,272.2727273,2017,224.5,47.77272727
412,20170401,1.12306E+12,1218.272727,2017,1277,-58.72727273
413,20170401,1.12306E+12,208.7272727,2017,437,-228.2727273
414,20170401,1.12408E+12,36605.90909,2017,2572.5,34033.40909
415,20170401,1.12408E+12,27086.36364,2017,3243.5,23842.86364
416,20170401,1.12507E+12,321.1818182,2017,812,-490.8181818
417,20170402,1.10205E+12,14259.90909,2017,2397,11862.90909
418,20170402,1.10807E+12,2040.727273,2017,231.5,1809.227273
419,20170402,1.10907E+12,1045.636364,2017,731.5,314.1363636
420,20170402,1.11107E+12,12121.63636,2017,2101,10020.63636
421,20170402,1.11308E+12,309.2727273,2017,796,-486.7272727
422,20170402,1.11505E+12,8.818181818,2017,691.5,-682.6818182
423,20170402,1.11705E+12,1742.454545,2017,170.5,1571.954545
424,20170402,1.11907E+12,5405.727273,2017,929.5,4476.227273
425,20170402,1.12105E+12,416.2727273,2017,90,326.2727273
426,20170402,1.12206E+12,840.1818182,2017,689.5,150.6818182
427,20170402,1.12305E+12,217.1818182,2017,224.5,-7.318181818
428,20170402,1.12306E+12,1268.272727,2017,1277,-8.727272727
429,20170402,1.12306E+12,189.9090909,2017,437,-247.0909091
430,20170402,1.12408E+12,47792.81818,2017,2572.5,45220.31818
431,20170402,1.12408E+12,28521,2017,3243.5,25277.5
432,20170402,1.12507E+12,327.2727273,2017,812,-484.7272727
433,20170408,1.10205E+12,19736.27273,2017,2397,17339.27273
