2019년 집계구코드,도로명 주소
1104067010102 ,서울특별시 성동구 성수일로4길 26
1104067020001 ,서울특별시 광진구 동일로 58
1104067020002 ,서울특별시 성동구 뚝섬로15길 27-23
1104067020003 ,서울특별시 성동구 뚝섬로 47-7
1104067020004 ,서울특별시 성동구 성수이로14길 6
1104067020005 ,서울특별시 성동구 뚝섬로13길 14
1104067020006 ,서울특별시 성동구 뚝섬로17가길 49
1104067020101 ,서울특별시 성동구 뚝섬로13길 11
1104067030001 ,서울특별시 성동구 성덕정길 129-29
1104067030002 ,서울특별시 성동구 둘레길 119
1104067030003 ,서울특별시 성동구 뚝섬로 436
1104067030004 ,서울특별시 성동구 둘레19길 23
1104067030005 ,서울특별시 성동구 성수이로2길 15
1104067030006 ,서울특별시 성동구 성덕정길 149
1104067030007 ,서울특별시 성동구 둘레21길 21-22
1104067030008 ,서울특별시 성동구 성덕정17길 8-1
1104067030009 ,서울특별시 광진구 동일로 10
1104067030010 ,서울특별시 성동구 성수이로 10-37
1104067030011 ,서울특별시 성동구 성덕정길 107
1104067030012 ,서울특별시 성동구 둘레21가길 25
1104067030201 ,서울특별시 성동구 뚝섬로 434
1104067030301 ,서울특별시 성동구 강변북로 360
1104067030401 ,서울특별시 성동구 둘레19길 5
1104067040001 ,서울특별시 성동구 둘레11길 13-5
1104067040002 ,서울특별시 성동구 성수이로3길 9
1104067040003 ,서울특별시 성동구 성덕정길 90-13
1104067040004 ,서울특별시 성동구 강변북로 360
1104067040005 ,서울특별시 성동구 성덕정15길 6-27
1104067040006 ,서울특별시 성동구 성덕정길 85-25
1104067040007 ,서울특별시 성동구 성덕정11길 5-8
1104067040101 ,서울특별시 성동구 강변북로 360
1104067040201 ,서울특별시 성동구 둘레11길 1
1104068010001 ,서울특별시 성동구 성수일로10길 33
1104068010002 ,서울특별시 성동구 아차산로5길 42
1104068010003 ,서울특별시 성동구 광나루로4가길 33
1104068010004 ,서울특별시 성동구 성수일로12가길 6
1104068010005 ,서울특별시 성동구 광나루로4나길 10-3
1104068010006 ,서울특별시 성동구 광나루로 248-19
1104068010007 ,서울특별시 성동구 광나루로2가길 11
1104068010008 ,서울특별시 성동구 성수일로12길 52
1104068010101 ,서울특별시 성동구 성수이로 137
1104068010102 ,서울특별시 성동구 성수이로 137
1104068010103 ,서울특별시 성동구 성수이로 137
1104068010104 ,서울특별시 성동구 성수이로 137
1104068010201 ,서울특별시 성동구 성수일로8길 47
1104068010202 ,서울특별시 성동구 성수일로8길 47
1104068010203 ,서울특별시 성동구 성수일로12길 60
1104068010301 ,서울특별시 성동구 성수일로10길 3
1104068020001 ,서울특별시 성동구 성수이로22길 37
1104068020002 ,서울특별시 성동구 광나루로6길 46
1104068020003 ,서울특별시 성동구 광나루로 290
1104068020101 ,서울특별시 성동구 동일로 143
1104068020301 ,서울특별시 성동구 아차산로9길 34
1104068030001 ,서울특별시 성동구 연무장3길 11
1104068030002 ,서울특별시 성동구 연무장7길 12
1104068030101 ,서울특별시 성동구 연무장길 31
1104068040001 ,서울특별시 성동구 연무장15길 16
1104069010001 ,서울특별시 성동구 광나루로11길 37
1104069010002 ,서울특별시 성동구 동일로57길 4
1104069010003 ,서울특별시 성동구 송정16길 7-8
1104069010004 ,서울특별시 성동구 동일로 209-5
1104069010005 ,서울특별시 성동구 동일로55다길 9
1104069010006 ,서울특별시 성동구 송정18가길 25
1104069010007 ,서울특별시 성동구 동일로43가길 6-24
1104069010008 ,서울특별시 성동구 송정12라길 18
1104069010009 ,서울특별시 성동구 동일로55다길 53
1104069010010 ,서울특별시 성동구 송정18가길 13-14
1104069010011 ,서울특별시 성동구 송정14길 5
1104069010012 ,서울특별시 성동구 송정12나길 11
1104069010013 ,서울특별시 성동구 송정14길 1
1104069010101 ,서울특별시 성동구 동일로55길 15
1104069010102 ,서울특별시 성동구 동일로 263
1104069010201 ,서울특별시 성동구 동일로 237
1104069020001 ,서울특별시 성동구 송정길 32
1104069020002 ,서울특별시 성동구 광나루로9가길 18
1104069020003 ,서울특별시 성동구 송정8길 20
1104069020004 ,서울특별시 성동구 광나루로 229
1104069020005 ,서울특별시 성동구 송정길 50
1104070010001 ,서울특별시 성동구 천호대로 386
1104070010002 ,서울특별시 성동구 자동차시장3길 64
1104070010003 ,서울특별시 성동구 자동차시장1길 70
1104070010004 ,서울특별시 성동구 가람길 281
1104070020001 ,서울특별시 성동구 용답중앙11길 4-20
1104070020002 ,서울특별시 성동구 용답길 27
1104070020003 ,서울특별시 성동구 용답중앙길 36
1104070020004 ,서울특별시 성동구 용답중앙13길 17-19
1104070020005 ,서울특별시 성동구 천호대로 272
1104070020006 ,서울특별시 성동구 용답중앙27길 7
1104070020007 ,서울특별시 성동구 용답길 45-1
1104070020008 ,서울특별시 성동구 용답중앙5길 5
1104070020009 ,서울특별시 성동구 용답19길 17-1
1104070020010 ,서울특별시 성동구 용답23길 19-7
1104070020011 ,서울특별시 성동구 용답25길 6-16
1104070020012 ,서울특별시 성동구 용답중앙길 23-14
1104070020013 ,서울특별시 성동구 용답중앙길 90
1104070020014 ,서울특별시 성동구 용답25길 17-18
1104070020015 ,서울특별시 성동구 용답29길 28-7
1104070020016 ,서울특별시 성동구 용답중앙19길 8
1104070020017 ,서울특별시 성동구 용답길 19
1104070020018 ,서울특별시 성동구 용답길 65-1
1104070020019 ,서울특별시 성동구 용답29길 16-12
1104070020020 ,서울특별시 성동구 용답23나길 10-9
1104070020021 ,서울특별시 성동구 천호대로 232
1104070020022 ,서울특별시 성동구 천호대로78길 58
1104070020023 ,서울특별시 성동구 용답25다길 13
1104070020024 ,서울특별시 성동구 용답중앙길 58-54
1104070020301 ,서울특별시 성동구 용답중앙27길 10
1104071010001 ,서울특별시 성동구 마장로23길 10
1104071010002 ,서울특별시 성동구 무학로 38
1104071010201 ,서울특별시 성동구 무학로12길 11
1104071010301 ,서울특별시 성동구 무학로 50
1104071010302 ,서울특별시 성동구 청계천로 494
1104071010303 ,서울특별시 성동구 무학로 50
1104071010304 ,서울특별시 성동구 무학로 50
1104071010305 ,서울특별시 성동구 무학로 50
1104071010306 ,서울특별시 성동구 청계천로 484
1104071020001 ,서울특별시 성동구 마장로 141
1104071020002 ,서울특별시 성동구 청계천로 450
1104071020003 ,서울특별시 성동구 마장로 161
1104071020101 ,서울특별시 성동구 마장로 137
1104071020102 ,서울특별시 성동구 마장로 137
1104071020103 ,서울특별시 성동구 마장로 137
1104071020104 ,서울특별시 성동구 마장로 137
1104071020105 ,서울특별시 성동구 마장로 137
1104071020106 ,서울특별시 성동구 마장로 137
1104071020201 ,서울특별시 성동구 무학로 33
1104071020202 ,서울특별시 성동구 무학로 33
1104071020203 ,서울특별시 성동구 무학로 33
1104071020204 ,서울특별시 성동구 무학로 33
1104071020205 ,서울특별시 성동구 무학로 33
1104071020206 ,서울특별시 성동구 무학로 33
1104071020207 ,서울특별시 성동구 무학로 33
1104071020208 ,서울특별시 성동구 무학로 33
1104071020209 ,서울특별시 성동구 무학로 33
1104071030002 ,서울특별시 성동구 왕십리로 386
1104071030101 ,서울특별시 성동구 왕십리로 410
1104071030102 ,서울특별시 성동구 왕십리로 410
1104071030103 ,서울특별시 성동구 왕십리로 410
1104071030104 ,서울특별시 성동구 왕십리로 410
1104071030105 ,서울특별시 성동구 왕십리로 410
1104071030106 ,서울특별시 성동구 왕십리로 410
1104071030107 ,서울특별시 성동구 왕십리로 410
1104071030108 ,서울특별시 성동구 왕십리로 410
1104071030109 ,서울특별시 성동구 왕십리로 410
1104071030110 ,서울특별시 성동구 왕십리로 410
1104071030111 ,서울특별시 성동구 왕십리로 410
1104071030112 ,서울특별시 성동구 왕십리로 410
1104071040001 ,서울특별시 성동구 왕십리로28길 27
1104071040002 ,서울특별시 성동구 무학로2나길 15-14
1104071040003 ,서울특별시 성동구 왕십리로24길 38-5
1104071040004 ,서울특별시 성동구 왕십리로20길 8
1104071040005 ,서울특별시 성동구 왕십리로30길 1
1104071040006 ,서울특별시 성동구 무학로4길 15
1104071040007 ,서울특별시 성동구 왕십리로20길 34
1104071040008 ,서울특별시 성동구 왕십리로24가길 13
1104071040009 ,서울특별시 성동구 무학로8길 21
1104071040010 ,서울특별시 성동구 왕십리로30길 17-1
1104071040011 ,서울특별시 성동구 무학로2가길 2
1104071040012 ,서울특별시 성동구 무학로2길 33-1
1104071040301 ,서울특별시 성동구 무학로6길 50
1104071040302 ,서울특별시 성동구 무학로6길 50
1104072010001 ,서울특별시 성동구 독서당로 301-79
1104072010002 ,서울특별시 성동구 장터3길 10
1104072010003 ,서울특별시 성동구 무수막5길 20-1
1104072010004 ,서울특별시 성동구 무수막1길 7
1104072010005 ,서울특별시 성동구 무수막5가길 36
1104072010006 ,서울특별시 성동구 무수막길 69
1104072010007 ,서울특별시 성동구 금호산8길 1
1104072010008 ,서울특별시 성동구 금호산2길 35
1104072010009 ,서울특별시 성동구 무수막길 17-1
1104072010010 ,서울특별시 성동구 무수막3길 23-9
1104072010011 ,서울특별시 성동구 무수막길 86
1104072010012 ,서울특별시 성동구 무수막5가길 7
1104072010013 ,서울특별시 성동구 무수막12길 8
1104072010014 ,서울특별시 성동구 무수막18길 32-14
1104072010015 ,서울특별시 성동구 장터5길 34-4
1104072010016 ,서울특별시 성동구 장터5길 9
1104072010017 ,서울특별시 성동구 금호산8길 13
1104072010101 ,서울특별시 성동구 금호로 107
1104072010102 ,서울특별시 성동구 금호로 107
1104072010103 ,서울특별시 성동구 금호로 107
1104072010104 ,서울특별시 성동구 금호로 107
1104072010105 ,서울특별시 성동구 금호로 107
1104072010201 ,서울특별시 성동구 금호로 111
1104072010202 ,서울특별시 성동구 금호로 111
1104072010301 ,서울특별시 성동구 금호로 117
1104072010302 ,서울특별시 성동구 금호로 117
1104072010401 ,서울특별시 성동구 금호산8길 5
1104072010402 ,서울특별시 성동구 금호산길 8
1104072010501 ,서울특별시 성동구 금호산8길 14
1104072010502 ,서울특별시 성동구 금호산8길 14
1104072020001 ,서울특별시 성동구 금호산9나길 13-4
1104072020002 ,서울특별시 성동구 동호로 100
1104072020003 ,서울특별시 성동구 장터1길 18
1104072020004 ,서울특별시 성동구 금호산9길 59-9
1104072020005 ,서울특별시 성동구 금호산15길 11-1
1104072020006 ,서울특별시 성동구 금호산길 59
1104072020007 ,서울특별시 성동구 매봉18길 125
1104072020101 ,서울특별시 성동구 동호로 100
1104072020102 ,서울특별시 성동구 동호로 100
1104072020103 ,서울특별시 성동구 동호로 100
1104072020104 ,서울특별시 성동구 동호로 100
1104072020105 ,서울특별시 성동구 동호로 100
1104072020106 ,서울특별시 성동구 동호로 100
1104072020107 ,서울특별시 성동구 동호로 100
1104072020201 ,서울특별시 성동구 금호산길 27
1104072020401 ,서울특별시 성동구 금호로 173
1104072020402 ,서울특별시 성동구 금호로 173
1104072020403 ,서울특별시 성동구 금호로 173
1104072020404 ,서울특별시 성동구 금호로 173
1104072020405 ,서울특별시 성동구 금호로 173
1104073010101 ,서울특별시 성동구 매봉길 17
1104073010102 ,서울특별시 성동구 매봉길 17
1104073010201 ,서울특별시 성동구 매봉길 50
1104073010202 ,서울특별시 성동구 매봉길 50
1104073010203 ,서울특별시 성동구 매봉길 50
1104073010204 ,서울특별시 성동구 매봉길 50
1104073010205 ,서울특별시 성동구 매봉길 50
1104073010206 ,서울특별시 성동구 매봉길 50
1104073020001 ,서울특별시 성동구 독서당로39길 22
1104073020002 ,서울특별시 성동구 독서당로 223
1104073020003 ,서울특별시 성동구 동호로5길 131
1104073020101 ,서울특별시 성동구 독서당로 175
1104073020102 ,서울특별시 성동구 독서당로 175
1104073020103 ,서울특별시 성동구 독서당로 175
1104073020201 ,서울특별시 성동구 독서당로 191
1104073020202 ,서울특별시 성동구 독서당로 191
1104073020203 ,서울특별시 성동구 독서당로 191
1104073020204 ,서울특별시 성동구 독서당로 191
1104073020501 ,서울특별시 성동구 매봉길 15
1104073020502 ,서울특별시 성동구 매봉길 15
1104073020503 ,서울특별시 성동구 매봉길 15
1104073020504 ,서울특별시 성동구 매봉길 15
1104073020505 ,서울특별시 성동구 매봉길 15
1104073020506 ,서울특별시 성동구 매봉길 15
1104073020507 ,서울특별시 성동구 매봉길 15
1104073020601 ,서울특별시 성동구 매봉길 50
1104073020602 ,서울특별시 성동구 매봉길 50
1104073020603 ,서울특별시 성동구 매봉길 50
1104073020604 ,서울특별시 성동구 매봉길 50
1104073030001 ,서울특별시 성동구 한림말1길 29-3
1104073030002 ,서울특별시 성동구 한림말길 43
1104073030003 ,서울특별시 성동구 한림말길 14
1104073030201 ,서울특별시 성동구 독서당로 156
1104073030202 ,서울특별시 성동구 독서당로 156
1104073030203 ,서울특별시 성동구 독서당로 156
1104073030301 ,서울특별시 성동구 독서당로 218
1104073030302 ,서울특별시 성동구 독서당로 218
1104073030303 ,서울특별시 성동구 독서당로 218
1104073030304 ,서울특별시 성동구 독서당로 218
1104073030305 ,서울특별시 성동구 독서당로 218
1104073030306 ,서울특별시 성동구 독서당로 218
1104073030307 ,서울특별시 성동구 독서당로 218
1104073030601 ,서울특별시 성동구 한림말길 50
1104073030602 ,서울특별시 성동구 한림말길 50
1104073030603 ,서울특별시 성동구 한림말길 50
1104073030604 ,서울특별시 성동구 한림말길 50
1104073040001 ,서울특별시 성동구 금호로 15
1104073040201 ,서울특별시 성동구 뚝섬로 51
1104073040202 ,서울특별시 성동구 뚝섬로 51
1104073040301 ,서울특별시 성동구 독서당로40길 25
1104073040302 ,서울특별시 성동구 독서당로40길 25
1104073040303 ,서울특별시 성동구 독서당로40길 25
1104073040501 ,서울특별시 성동구 독서당로40길 37
1104073040502 ,서울특별시 성동구 독서당로40길 37
1105053010001 ,서울특별시 광진구 군자로 30-1
1105053010002 ,서울특별시 광진구 능동로13길 78-9
1105053010003 ,서울특별시 광진구 광나루로12길 6
1105053010004 ,서울특별시 광진구 동일로28길 30
1105053010005 ,서울특별시 광진구 군자로6길 45
1105053010006 ,서울특별시 광진구 군자로4길 22
1105053010007 ,서울특별시 광진구 능동로19길 11
1105053010008 ,서울특별시 광진구 동일로28길 49-9
1105053010009 ,서울특별시 광진구 군자로2길 3-1
1105053010010 ,서울특별시 광진구 능동로 137-8
1105053010011 ,서울특별시 광진구 군자로3길 21
1105053010012 ,서울특별시 광진구 광나루로 346
1105053010013 ,서울특별시 광진구 동일로 178
1105053010014 ,서울특별시 광진구 동일로30길 49
1105053010015 ,서울특별시 광진구 군자로5길 15-7
1105053010016 ,서울특별시 광진구 동일로28길 62
1105053010017 ,서울특별시 광진구 능동로19길 41
1105053010018 ,서울특별시 광진구 광나루로16길 18
1105053020001 ,서울특별시 광진구 아차산로23길 61
1105053020002 ,서울특별시 광진구 아차산로29길 61-6
1105053020003 ,서울특별시 광진구 아차산로23길 48-6
1105053020004 ,서울특별시 광진구 아차산로33길 30
1105053020005 ,서울특별시 광진구 동일로26길 51
1105053020006 ,서울특별시 광진구 아차산로21길 97
1105053020007 ,서울특별시 광진구 아차산로27길 45-6
1105053020008 ,서울특별시 광진구 아차산로21길 73
1105053020009 ,서울특별시 광진구 아차산로29길 28-7
1105053020010 ,서울특별시 광진구 아차산로25길 32-5
1105053020011 ,서울특별시 광진구 아차산로29길 29-5
1105053020012 ,서울특별시 광진구 아차산로 225
1105053020013 ,서울특별시 광진구 아차산로23길 28
1105053020014 ,서울특별시 광진구 동일로22길 17-14
1105053020015 ,서울특별시 광진구 아차산로21길 47
1105053020016 ,서울특별시 광진구 아차산로31길 45
1105053020017 ,서울특별시 광진구 아차산로23길 80
1105053020101 ,서울특별시 광진구 동일로24길 5
1105053030001 ,서울특별시 광진구 광나루로26길 15
1105053030002 ,서울특별시 광진구 광나루로 458
1105053030004 ,서울특별시 광진구 광나루로20길 45-5
1105053030006 ,서울특별시 광진구 광나루로22길 13
1105053030007 ,서울특별시 광진구 광나루로20길 14
1105053030008 ,서울특별시 광진구 능동로 120
1105054010001 ,서울특별시 광진구 면목로 32-8
1105054010002 ,서울특별시 광진구 면목로4길 12
1105054010003 ,서울특별시 광진구 능동로35길 28
1105054020001 ,서울특별시 광진구 천호대로104가길 9-14
1105054020002 ,서울특별시 광진구 동일로52길 11-5
1105054020003 ,서울특별시 광진구 동일로52길 22-5
1105054020004 ,서울특별시 광진구 천호대로104길 25-7
1105054020005 ,서울특별시 광진구 면목로5길 7
1105054020006 ,서울특별시 광진구 면목로3길 40-9
1105054020007 ,서울특별시 광진구 동일로 214
1105054020008 ,서울특별시 광진구 광나루로15길 23
1105054020009 ,서울특별시 광진구 동일로58길 37
1105054020010 ,서울특별시 광진구 광나루로15길 47-4
1105054020011 ,서울특별시 광진구 군자로 121
1105054020012 ,서울특별시 광진구 천호대로 519
1105054020013 ,서울특별시 광진구 동일로56길 38
1105054020014 ,서울특별시 광진구 동일로38길 22-3
1105054020015 ,서울특별시 광진구 동일로46길 8
1105054020016 ,서울특별시 광진구 동일로44길 8-14
1105054020017 ,서울특별시 광진구 광나루로13길 11
1105054020018 ,서울특별시 광진구 동일로34길 27-1
1105054020019 ,서울특별시 광진구 동일로58길 20-1
1105054020020 ,서울특별시 광진구 동일로42길 20-4
1105054020021 ,서울특별시 광진구 군자로15길 26-6
1105054020022 ,서울특별시 광진구 동일로54길 11-6
1105054020023 ,서울특별시 광진구 동일로56다길 6
1105054020024 ,서울특별시 광진구 군자로15길 10-12
1105054020025 ,서울특별시 광진구 면목로1길 16-1
1105054020101 ,서울특별시 광진구 광나루로 361
1105054030001 ,서울특별시 광진구 능동로27가길 31
1105054030002 ,서울특별시 광진구 군자로 100-2
1105054030003 ,서울특별시 광진구 능동로27가길 12
1105054030004 ,서울특별시 광진구 능동로23길 11-7
1105054030005 ,서울특별시 광진구 능동로 281-1
1105054030006 ,서울특별시 광진구 군자로 144
1105054030007 ,서울특별시 광진구 군자로 74
1105054030008 ,서울특별시 광진구 능동로25길 7
1105054030009 ,서울특별시 광진구 능동로 209
1105054030010 ,서울특별시 광진구 광나루로17길 14-14
1105054030011 ,서울특별시 광진구 능동로31길 12-7
1105054030012 ,서울특별시 광진구 광나루로 381
1105054030401 ,서울특별시 광진구 군자로12길 46
1105054030402 ,서울특별시 광진구 군자로12길 46
1105055010001 ,서울특별시 광진구 긴고랑로7길 23-9
1105055010002 ,서울특별시 광진구 면목로7길 21
1105055010003 ,서울특별시 광진구 긴고랑로2길 16
1105055010004 ,서울특별시 광진구 동일로62길 38
1105055010005 ,서울특별시 광진구 긴고랑로8길 37-7
1105055010006 ,서울특별시 광진구 동일로70길 53-6
1105055010007 ,서울특별시 광진구 긴고랑로3길 20-1
1105055010008 ,서울특별시 광진구 긴고랑로6길 49-8
1105055010009 ,서울특별시 광진구 긴고랑로 18
1105055010010 ,서울특별시 광진구 면목로 67-8
1105055010011 ,서울특별시 광진구 면목로9길 27
1105055010012 ,서울특별시 광진구 긴고랑로2길 44
1105055010013 ,서울특별시 광진구 긴고랑로8길 20
1105055010014 ,서울특별시 광진구 천호대로101길 21-4
1105055010015 ,서울특별시 광진구 긴고랑로1길 6
1105055010016 ,서울특별시 광진구 긴고랑로4길 53
1105055010017 ,서울특별시 광진구 동일로 361
1105055010018 ,서울특별시 광진구 긴고랑로3길 13
1105055010019 ,서울특별시 광진구 긴고랑로8길 8
1105055020001 ,서울특별시 광진구 긴고랑로9길 11
1105055020002 ,서울특별시 광진구 긴고랑로 42
1105055020003 ,서울특별시 광진구 면목로 74
1105055020004 ,서울특별시 광진구 긴고랑로14길 63
1105055020005 ,서울특별시 광진구 능동로37길 11
1105055020006 ,서울특별시 광진구 긴고랑로13길 23
1105055020007 ,서울특별시 광진구 능동로37길 35
1105055020008 ,서울특별시 광진구 능동로43길 16
1105055020009 ,서울특별시 광진구 긴고랑로14길 9-1
1105055020010 ,서울특별시 광진구 능동로43길 27-12
1105055020011 ,서울특별시 광진구 능동로43길 37-14
1105055020012 ,서울특별시 광진구 긴고랑로14길 76
1105056010001 ,서울특별시 광진구 긴고랑로17길 17
1105056010002 ,서울특별시 광진구 능동로48길 24-5
1105056010003 ,서울특별시 광진구 능동로50길 28-12
1105056010004 ,서울특별시 광진구 긴고랑로31길 44
1105056010005 ,서울특별시 광진구 능동로48가길 7-7
1105056010006 ,서울특별시 광진구 용마산로21길 75
1105056010007 ,서울특별시 광진구 능동로50길 38-15
1105056010008 ,서울특별시 광진구 긴고랑로29길 19
1105056010009 ,서울특별시 광진구 긴고랑로25길 9
1105056010010 ,서울특별시 광진구 능동로48가길 18
1105056010011 ,서울특별시 광진구 능동로 386-14
1105056020001 ,서울특별시 광진구 긴고랑로20길 76-1
1105056020002 ,서울특별시 광진구 긴고랑로26길 7-20
1105056020003 ,서울특별시 광진구 천호대로123길 12
1105056020004 ,서울특별시 광진구 천호대로113길 10
1105056020005 ,서울특별시 광진구 긴고랑로22길 42
1105056020006 ,서울특별시 광진구 천호대로109길 35
1105056020007 ,서울특별시 광진구 천호대로109길 82-5
1105056020008 ,서울특별시 광진구 용마산로 41
1105056020009 ,서울특별시 광진구 천호대로109길 71-5
1105056020010 ,서울특별시 광진구 긴고랑로30길 32
1105056020011 ,서울특별시 광진구 용마산로3길 46
1105056020012 ,서울특별시 광진구 천호대로115길 36
1105056020013 ,서울특별시 광진구 천호대로119길 76
1105056020014 ,서울특별시 광진구 능동로42길 69-5
1105056020015 ,서울특별시 광진구 긴고랑로22길 11-7
1105056020016 ,서울특별시 광진구 천호대로115길 45-5
1105056020017 ,서울특별시 광진구 능동로46길 7
1105056020018 ,서울특별시 광진구 용마산로3길 67-5
1105056020019 ,서울특별시 광진구 천호대로113길 59
1105056020020 ,서울특별시 광진구 천호대로119길 32
1105056020021 ,서울특별시 광진구 용마산로7길 24
1105056020022 ,서울특별시 광진구 능동로 352-1
1105056020023 ,서울특별시 광진구 천호대로125길 10
1105056020024 ,서울특별시 광진구 능동로40길 5-8
1105056020025 ,서울특별시 광진구 천호대로 597
1105056020026 ,서울특별시 광진구 용마산로5길 26
1105056020027 ,서울특별시 광진구 천호대로109길 8
1105056020028 ,서울특별시 광진구 용마산로1길 108
1105056020029 ,서울특별시 광진구 천호대로125길 55-1
1105056020030 ,서울특별시 광진구 천호대로111길 57
1105057010001 ,서울특별시 광진구 답십리로82길 39
1105057010002 ,서울특별시 광진구 면목로17길 6
1105057010003 ,서울특별시 광진구 답십리로78길 37-8
1105057010004 ,서울특별시 광진구 긴고랑로1길 76
1105057010005 ,서울특별시 광진구 답십리로78길 9-12
1105057010006 ,서울특별시 광진구 면목로17길 40
1105057010007 ,서울특별시 광진구 긴고랑로7길 96
1105057010008 ,서울특별시 광진구 동일로76가길 20
1105057010009 ,서울특별시 광진구 동일로74길 37
1105057010010 ,서울특별시 광진구 동일로76길 35
1105057010011 ,서울특별시 광진구 동일로76가길 43
1105057010012 ,서울특별시 광진구 동일로 431
1105057010013 ,서울특별시 광진구 동일로76가길 4
1105057010014 ,서울특별시 광진구 동일로72길 43
1105057010015 ,서울특별시 광진구 동일로78길 46-9
1105057010016 ,서울특별시 광진구 동일로78길 32-3
1105057010201 ,서울특별시 광진구 동일로72길 17
1105057010202 ,서울특별시 광진구 긴고랑로1길 55
1105057020001 ,서울특별시 광진구 답십리로86길 34
1105057020002 ,서울특별시 광진구 능동로53길 28
1105057020003 ,서울특별시 광진구 능동로51길 37-1
1105057020004 ,서울특별시 광진구 면목로16길 3
1105057020005 ,서울특별시 광진구 능동로 403-12
1105057020006 ,서울특별시 광진구 능동로59길 12
1105057020007 ,서울특별시 광진구 능동로59길 39-7
1105057020008 ,서울특별시 광진구 용마산로33길 8
1105057020009 ,서울특별시 광진구 답십리로86길 9
1105057020010 ,서울특별시 광진구 능동로 427
1105057020011 ,서울특별시 광진구 긴고랑로13길 59
1105057020012 ,서울특별시 광진구 능동로51길 25-12
1105057030001 ,서울특별시 광진구 능동로50길 25-4
1105057030002 ,서울특별시 광진구 용마산로 127
1105057030003 ,서울특별시 광진구 용마산로29길 22
1105058010001 ,서울특별시 광진구 용마산로22길 26
1105058010002 ,서울특별시 광진구 용마산로8다길 14-8
1105058010003 ,서울특별시 광진구 용마산로8가길 15
1105058010004 ,서울특별시 광진구 긴고랑로49길 17
1105058010005 ,서울특별시 광진구 용마산로24길 13
1105058010006 ,서울특별시 광진구 용마산로28나길 4-6
1105058010007 ,서울특별시 광진구 용마산로8가길 54
1105058010008 ,서울특별시 광진구 용마산로28길 62
1105058010009 ,서울특별시 광진구 용마산로22길 11-10
1105058010010 ,서울특별시 광진구 용마산로34길 15
1105058010011 ,서울특별시 광진구 용마산로8나길 37
1105058010012 ,서울특별시 광진구 용마산로8가길 20-7
1105058010013 ,서울특별시 광진구 용마산로8길 38
1105058010014 ,서울특별시 광진구 용마산로 184
1105058010015 ,서울특별시 광진구 용마산로20길 9-5
1105058010016 ,서울특별시 광진구 긴고랑로 151
1105058010017 ,서울특별시 광진구 용마산로28가길 10-21
1105058010018 ,서울특별시 광진구 용마산로10길 7
1105058010019 ,서울특별시 광진구 용마산로32길 40
1105058010020 ,서울특별시 광진구 긴고랑로 213
1105058010021 ,서울특별시 광진구 용마산로14길 9-6
1105058010022 ,서울특별시 광진구 용마산로34길 24
1105058010023 ,서울특별시 광진구 용마산로28길 10
1105058010024 ,서울특별시 광진구 용마산로22길 5-20
1105058010025 ,서울특별시 광진구 용마산로8길 87
1105058010026 ,서울특별시 광진구 긴고랑로35길 12
1105058010027 ,서울특별시 광진구 용마산로30길 21-8
1105058010101 ,서울특별시 광진구 용마산로 174
1105058020001 ,서울특별시 광진구 긴고랑로46길 18
1105058020002 ,서울특별시 광진구 긴고랑로36길 6
1105058020003 ,서울특별시 광진구 긴고랑로36길 57-6
1105058020004 ,서울특별시 광진구 영화사로9길 24
1105058020005 ,서울특별시 광진구 영화사로9가길 56
1105058020006 ,서울특별시 광진구 긴고랑로36길 42
1105058020007 ,서울특별시 광진구 긴고랑로 172
1105058020008 ,서울특별시 광진구 영화사로7길 12
1105058020009 ,서울특별시 광진구 긴고랑로36길 27-5
1105058020010 ,서울특별시 광진구 영화사로9길 75
1105058020011 ,서울특별시 광진구 긴고랑로 214
1105058020012 ,서울특별시 광진구 긴고랑로46가길 39
1105058020013 ,서울특별시 광진구 긴고랑로36길 57-1
1105058020014 ,서울특별시 광진구 긴고랑로44길 38
1105058020015 ,서울특별시 광진구 영화사로9길 15
1105058020016 ,서울특별시 광진구 영화사로3가길 11-8
1105058020017 ,서울특별시 광진구 영화사로3가길 36-5
1105058020018 ,서울특별시 광진구 영화사로9나길 32
1105058020019 ,서울특별시 광진구 영화사로3길 47
1105058020020 ,서울특별시 광진구 영화사로5길 28-5
1105058030001 ,서울특별시 광진구 천호대로127길 73
1105058030002 ,서울특별시 광진구 천호대로127길 42-15
1105058030003 ,서울특별시 광진구 천호대로127길 34-4
1105058030004 ,서울특별시 광진구 자양로51길 60-5
1105058030005 ,서울특별시 광진구 자양로53길 82
1105058030006 ,서울특별시 광진구 자양로43길 86
1105058030007 ,서울특별시 광진구 용마산로4길 22-6
1105058030008 ,서울특별시 광진구 자양로43길 111-1
1105058030009 ,서울특별시 광진구 천호대로127길 8
1105058030010 ,서울특별시 광진구 자양로45길 43
1105058030011 ,서울특별시 광진구 천호대로127길 49-15
1105058030012 ,서울특별시 광진구 용마산로6길 9
1105058030013 ,서울특별시 광진구 자양로53길 33
1105059010001 ,서울특별시 광진구 천호대로112길 60-1
1105059010002 ,서울특별시 광진구 능동로34길 61
1105059010003 ,서울특별시 광진구 능동로32길 82-19
1105059010004 ,서울특별시 광진구 능동로 216
1105059010005 ,서울특별시 광진구 능동로34길 88-4
1105059010006 ,서울특별시 광진구 천호대로 608
1105059010007 ,서울특별시 광진구 능동로32길 82-32
